,operation,one,two
0,INS,,٦٢
1,SUB,الان,الانن
2,INS,,ك
3,SUB,كان,ان
4,OK,له,له
5,OK,ابن,ابن
6,SUB,عم,ع
7,OK,يدعى,يدعى
8,SUB,سليما,سلبا
9,SUB,توفي,توف
10,OK,عنه,عنه
11,OK,ابوه,ابوه
12,OK,محمد,محمد
13,OK,ولما,ولما
14,OK,يبلغ,يبلغ
15,OK,السنتين,السنتين
16,OK,من,من
17,OK,عمره,عمره
18,OK,فكفله,فكفله
19,SUB,عمه,عهعل
20,DEL,علي,
21,OK,من,من
22,OK,بعيد,بعيد
23,INS,,د
24,OK,يقوم,يقوم
25,SUB,بحاجته,بجاجته
26,INS,,و
27,SUB,ويشمله,يشمله
28,OK,ويشمل,ويشمل
29,OK,امه,امه
30,OK,خديجة,خديجة
31,DEL,بالبر,
32,SUB,المتصل,باليرالمتصل
33,INS,,ل
34,OK,ولكن,ولكن
35,OK,خديجة,خديجة
36,OK,توفيت,توفيت
37,OK,عن,عن
38,OK,ابنها,ابنها
39,OK,ولما,ولما
40,SUB,يتم,يم
41,SUB,العاشرة,الماشرة
42,DEL,من,
43,SUB,عمره,شمره
44,OK,فكفله,فكفله
45,SUB,علي,علمن
46,DEL,من,
47,SUB,قريب,وريب
48,OK,ضمه,ضمه
49,OK,اليه,اليه
50,OK,واقره,واقره
51,SUB,في,فى
52,OK,داره,داره
53,SUB,واتخذه,واخذه
54,INS,,تلقتا
55,SUB,لخالد,خالد
56,INS,,هذا
57,INS,,لحال
58,INS,,د
59,OK,اخا,اخا
60,OK,فكان,فكان
61,OK,يقسم,يقسم
62,SUB,بينهما,بيهما
63,OK,حبه,حبه
64,OK,وعطفه,وعطفه
65,OK,وبره,وبره
66,DEL,وتلقت,
67,DEL,ام,
68,DEL,خالد,
69,SUB,هذا,ه
70,INS,,و
71,SUB,الصبي,الصى
72,OK,لقاء,لقاء
73,OK,حسنا,حسنا
74,OK,فبرته,فبرته
75,OK,ورفقت,ورفقت
76,OK,به,به
77,SUB,كما,كاكاا
78,SUB,كانت,ا
79,SUB,تبر,ت
80,SUB,ابنها,برابا
81,SUB,وترفق,وترهق
82,SUB,به,بهه
83,SUB,ورحم,ورم
84,SUB,لله,الله
85,SUB,ام,ا
86,SUB,خالد,خالدا
87,OK,فقد,فقد
88,OK,كانت,كانت
89,OK,خيرة,خيرة
90,OK,من,من
91,OK,جميع,جميع
92,OK,نواحيها,نواحيها
93,OK,ولم,ولم
94,OK,تكن,تكن
95,OK,ام,ام
96,OK,خالد,خالد
97,OK,اذا,اذا
98,INS,,م
99,SUB,تحدثت,حدثت
100,OK,الى,الى
101,OK,ابنها,ابنها
102,OK,عن,عن
103,SUB,سليم,سله
104,OK,تقول,تقول
105,OK,له,له
106,INS,,ه
107,OK,ابن,ابن
108,SUB,عمك,عك
109,OK,قال,قال
110,OK,كذا,كذا
111,OK,او,او
112,OK,كذا,كذا
113,OK,او,او
114,OK,فعل,فعل
115,OK,كذا,كذا
116,OK,او,او
117,OK,كذا,كذا
118,SUB,وانما,وا
119,INS,,بما
120,OK,كانت,كانت
121,OK,تقول,تقول
122,SUB,له,لهه
123,OK,اخوك,اخوك
124,OK,قال,قال
125,OK,او,او
126,OK,فعل,فعل
127,OK,وكان,وكان
128,SUB,سليم,سلم
129,OK,يكبر,يكبر
130,OK,خالدا,خالدا
131,OK,بثلاثة,بثلاثة
132,OK,اعوام,اعوام
133,OK,فكانت,فكانت
134,OK,ام,ام
135,OK,خالد,خالد
136,SUB,تلقي,تلى
137,INS,,د
138,INS,,ان
139,SUB,دائما,ما
140,OK,في,في
141,OK,روع,روع
142,SUB,ابنها,ابا
143,OK,ان,ان
144,OK,سليما,سليما
145,OK,اخوه,اخوه
146,OK,الاكبر,الاكبر
147,OK,وان,وان
148,OK,له,له
149,OK,عليه,عليه
