,operation,one,two
0,INS,,١٦٧
1,INS,,اذا
2,OK,دار,دار
3,OK,ابيك,ابيك
4,SUB,الخربة,الجربة
5,OK,المهدمة,المهدمة
6,SUB,فاطعني,فاطعنى
7,OK,وارسل,وارسل
8,SUB,الي,الى
9,OK,جنيها,جنيها
10,SUB,في,فى
11,OK,كل,كل
12,OK,شهر,شهر
13,OK,ادخره,ادخره
14,SUB,لك,الة
15,DEL,حتى,
16,OK,اذا,اذا
17,OK,اجتمعت,اجتمعت
18,SUB,لي,لى
19,SUB,عشرون,عشروناو
20,DEL,او,
21,OK,ثلاثون,ثلاثون
22,SUB,جنيها,جنيا
23,SUB,اشتريت,اشريت
24,OK,لك,لك
25,OK,قطعة,قطعة
26,INS,,لك
27,INS,,مى
28,INS,,ذا
29,OK,من,من
30,OK,الارض,الارض
31,OK,واتخذت,واتخذت
32,OK,لك,لك
33,OK,فيها,فيها
34,SUB,دارا,دار
35,SUB,اطعني,ااطعى
36,OK,وارسل,وارسل
37,SUB,الي,الى
38,OK,جنيها,جنيها
39,SUB,في,فى
40,OK,كل,كل
41,OK,شهر,شهر
42,OK,واحتجز,واحتجز
43,OK,انا,انا
44,OK,جنيها,جنيها
45,SUB,في,فى
46,OK,كل,كل
47,OK,شهر,شهر
48,OK,ايضا,ايضا
49,SUB,ونشتري,ونشترى
50,OK,قطعة,قطعة
51,OK,واسعة,واسعة
52,INS,,ن
53,INS,,احداهما
54,INS,,لك
55,INS,,والاخرى
56,INS,,لى
57,OK,من,من
58,OK,الارض,الارض
59,SUB,نقيم,نقم
60,OK,عليها,عليها
61,OK,دارين,دارين
62,OK,متجاورين,متجاورين
63,DEL,احداهما,
64,DEL,لك,
65,DEL,والاخرى,
66,DEL,لي,
67,SUB,فسيتفرق,فسيتفرقابناؤك
68,DEL,ابناؤك,
69,SUB,فيما,قيا
70,OK,ينتظر,ينتظر
71,DEL,لهم,
72,OK,من,من
73,OK,عمل,عمل
74,SUB,وسيتفرق,وسيتفرقابنا
75,SUB,ابنائي,نى
76,OK,ايضا,ايضا
77,OK,وسيعود,وسيعود
78,DEL,كل,
79,SUB,منا,كلمنا
80,OK,الى,الى
81,SUB,صاحبه,صاحبهى
82,DEL,في,
83,OK,الشيخوخة,الشيخوخة
84,SUB,كما,ما
85,OK,كان,كان
86,OK,كل,كل
87,OK,واحد,واحد
88,OK,منا,منا
89,OK,لصاحبه,لصاحبه
90,SUB,في,فى
91,SUB,الشباب,الشبا
92,OK,كان,كان
93,OK,يتحدث,يتحدث
94,OK,اليه,اليه
95,SUB,في,فى
96,OK,ذلك,ذلك
97,SUB,ملحا,ملح
98,SUB,دائما,ماداما
99,OK,يجد,يجد
100,OK,حينا,حينا
101,OK,ويمزح,ويمزح
102,OK,حينا,حينا
103,OK,وكان,وكان
104,OK,يتحدث,يتحدث
105,OK,اليه,اليه
106,SUB,في,فى
107,OK,امور,امور
108,OK,كثيرة,كثيرة
109,OK,الا,الا
110,OK,شيئا,شيئا
111,OK,واحدا,واحدا
112,OK,لم,لم
113,OK,يستطع,يستطع
114,OK,ان,ان
115,OK,يتحدث,يتحدث
116,OK,فيه,فيه
117,OK,لا,لا
118,OK,مصرحا,مصرحا
119,OK,ولا,ولا
120,OK,ملمحا,ملمحا
121,OK,وهو,وهو
122,OK,هذه,هذه
123,SUB,الخطبة,الحطبة
124,SUB,التي,النى
125,SUB,بعد,بعده
126,OK,بها,بها
127,OK,العهد,العهد
128,OK,وهذا,وهذا
129,OK,الزواج,الزواج
130,SUB,الذي,الذى
131,DEL,كثر,
132,SUB,تاجيله,كترتاجيله
133,OK,وهذه,وهذه
134,OK,الفتاة,الفتاة
135,SUB,التي,التى
136,OK,طال,طال
137,OK,انتظارها,انتظارها
138,OK,ولم,ولم
139,INS,,يحط
140,SUB,يخطبها,بها
141,SUB,احد,احدلان
142,DEL,لان,
143,OK,الناس,الناس
144,OK,قد,قد
145,OK,تسامعوا,تسامعوا
146,SUB,بانها,باسها
147,OK,خطب,خطب
148,OK,لابن,لابن
149,SUB,عمها,عها
150,SUB,منذ,من
151,INS,,ذه
152,OK,الصبا,الصبا
153,OK,لم,لم
154,OK,يكن,يكن
155,OK,يجرؤ,يجرؤ
156,SUB,على,علان
157,DEL,ان,
158,SUB,يعرض,يعرضن
159,SUB,لهذا,هذا
160,OK,الحديث,الحديث
161,OK,فقد,فقد
162,OK,كان,كان
163,SUB,يعلم,يعل
164,SUB,علم,عل
165,OK,ابنه,ابنه
166,OK,ولم,ولم
167,SUB,يكن,ركن
168,OK,خالد,خالد
169,OK,يجرؤ,يجرؤ
170,SUB,على,عل
171,OK,ان,ان
172,OK,يعرض,يعرض
173,OK,لهذا,لهذا
174,OK,الحديث,الحديث
175,OK,فقد,فقد
176,OK,كان,كان
177,OK,الحياء,الحياء
178,OK,يمنعه,يمنعه
179,OK,من,من
180,OK,ذلك,ذلك
181,OK,وكان,وكان
182,OK,سالم,سالم
183,OK,يمرح,يمرح
184,OK,بين,بين
185,OK,المدينتين,المدينتين
186,OK,وربما,وربما
187,OK,اتيح,اتيح
188,SUB,له,لها
189,SUB,السفر,لسفر
190,OK,الى,الى
191,OK,القاهرة,القاهرة
192,OK,فكان,فكان
193,OK,مرحه,مرحه
194,SUB,فيها,فيهاا
195,SUB,اكثر,كارت
196,SUB,تنوعا,نوعا
197,OK,وابعد,وابعد
198,OK,مدى,مدى
199,OK,وكانت,وكانت
200,SUB,الفتاة,الفتساة
201,OK,تعمل,تعمل
202,OK,وتعمل,وتعمل
203,SUB,وتشقى,وتشى
204,OK,بالعمل,بالعمل
205,OK,لا,لا
206,SUB,يدري,يدرى
207,OK,احد,احد
208,OK,اتفكر,اتفكر
