,operation,one,two
0,SUB,بى,بي
1,OK,وجفتنى,وجفتنى
2,OK,واعتاضت,واعتاضت
3,SUB,منى,مني
4,SUB,سواى,سواي
5,OK,كائنا,كائنا
6,OK,من,من
7,OK,كان,كان
8,OK,هذا,هذا
9,SUB,السوى,السوي
10,OK,وما,وما
11,SUB,حاجتى,حاجتي
12,OK,الى,الى
13,OK,علم,علم
14,OK,ما,ما
15,OK,اعلم,اعلم
16,INS,,و
17,SUB,ولماذا,لا
18,INS,,ذا
19,OK,احقر,احقر
20,SUB,نفسى,نفسي
21,OK,وامرغ,وامرغ
22,SUB,وجهى,وجهي
23,SUB,فى,في
24,OK,التراب,التراب
25,OK,واضعه,واضعه
26,OK,عند,عند
27,SUB,قدمى,قدامي
28,SUB,امراة,مراة
29,SUB,سوء,سوءك
30,SUB,كهذه,هذه
31,OK,واهم,واهم
32,OK,بالنهوض,بالنهوض
33,INS,,و
34,SUB,ولكنى,لكني
35,OK,احس,احس
36,SUB,انى,اني
37,OK,قد,قد
38,OK,سمرت,سمرت
39,OK,الى,الى
40,SUB,الكرسى,الكرسي
41,OK,او,او
42,OK,لصقت,لصقت
43,DEL,به,
44,OK,ويتجسد,ويتجسد
45,SUB,وهمى,وهمي
46,SUB,ويضحكنى,ويضحكني
47,SUB,امرى,امري
48,OK,احيانا,احيانا
49,DEL,ثم,
50,SUB,تغلبنى,تغلبني
51,OK,الكابة,الكابة
52,OK,والحزن,والحزن
53,OK,على,على
54,SUB,نفسى,نفسي
55,OK,وعليها,وعليها
56,SUB,ثم,ثمار
57,SUB,ارانى,اني
58,OK,غضبت,غضبت
59,OK,وثرت,وثرت
60,OK,وهاجت,وهاجت
61,SUB,نقمتى,نقمتي
62,OK,على,على
63,OK,هذه,هذه
64,OK,المستهترة,المستهترة
65,SUB,التى,التي
66,OK,لا,لا
67,SUB,تبالى,تبالي
68,OK,ولا,ولا
69,OK,تدرك,تدرك
70,OK,ثم,ثم
71,OK,اراجع,اراجع
72,INS,,نفسي
73,INS,,فاسالها
74,OK,ماذا,ماذا
75,OK,تريدين,تريدين
76,OK,منها,منها
77,OK,ان,ان
78,SUB,تبالى,تبالي
79,OK,امن,امن
80,OK,العدل,العدل
81,SUB,ان,انا
82,SUB,اطالبها,طالبها
83,OK,او,او
84,OK,اتوقع,اتوقع
85,SUB,منها,منه
86,INS,,ا
87,INS,,ـ
88,INS,,ان
89,INS,,تحفل
90,INS,,ما
91,DEL,نفسى,
92,SUB,فاسالها,لا
93,INS,,تدرك
94,INS,,٤
95,OK,واستسخف,واستسخف
96,OK,من,من
97,SUB,نفسى,نفسي
98,SUB,ان,انا
99,SUB,اروح,روح
100,OK,انتظر,انتظر
101,OK,من,من
102,OK,هذه,هذه
103,OK,العامية,العامية
104,DEL,ان,
105,DEL,تحفل,
106,DEL,ما,
107,DEL,لا,
108,DEL,تدرك,
109,OK,على,على
110,OK,الرغم,الرغم
111,OK,من,من
112,OK,انها,انها
113,OK,تعلمت,تعلمت
114,OK,شيئا,شيئا
115,INS,,ـ
116,OK,ان,ان
117,OK,ترتفع,ترتفع
118,OK,بنفسها,بنفسها
119,OK,الى,الى
120,OK,حيث,حيث
121,OK,ارتفعت,ارتفعت
122,SUB,انا,ان
123,SUB,ثم,اتم
124,OK,ارجع,ارجع
125,OK,فاقول,فاقول
126,OK,ان,ان
127,OK,المسالة,المسالة
128,OK,ليست,ليست
129,OK,مسالة,مسالة
130,OK,تعليم,تعليم
131,OK,او,او
132,OK,ثقافة,ثقافة
133,OK,وان,وان
134,OK,كان,كان
135,OK,التعليم,التعليم
136,OK,يهذب,يهذب
137,OK,وانقضى,وانقضى
138,OK,النهار,النهار
139,SUB,فى,في
140,OK,هذه,هذه
141,OK,الهواجس,الهواجس
142,DEL,او,
143,SUB,الخواطر,اوالحواط
144,SUB,واقبل,رواقبل
145,OK,الليل,الليل
146,OK,ومعه,ومعه
147,OK,البرد,البرد
148,OK,فاحتجت,فاحتجت
149,OK,ان,ان
150,OK,اقوم,اقوم
151,SUB,وان,وانام
152,SUB,اتمشى,شى
153,SUB,لاشعر,لاشعرم
154,SUB,بالدفء,الدفء
155,OK,فرحت,فرحت
156,SUB,اتمشى,اتمشي
157,SUB,فى,في
158,OK,الحارة,الحارة
159,SUB,وعينى,وعيني
160,OK,على,على
161,OK,بيتها,بيتها
162,OK,وانا,وانا
163,SUB,فى,في
164,INS,,م
165,SUB,حماية,اية
166,OK,الظلام,الظلام
167,OK,فسمعت,فسمعت
168,OK,بعد,بعد
169,OK,قليل,قليل
170,OK,صوت,صوت
171,OK,باب,باب
172,OK,يفتح,يفتح
173,SUB,ويغلق,ويقلق
174,OK,فدنوت,فدنوت
175,OK,على,على
176,OK,اطراف,اطراف
177,SUB,اصابعى,اصابعي
178,OK,فاذا,فاذا
179,OK,هو,هو
180,OK,بابها,بابها
181,OK,واذا,واذا
182,INS,,الح
183,SUB,الخارج,ارج
184,OK,منه,منه
185,OK,هو,هو
186,OK,الضابط,الضابط
187,SUB,السودانى,الساداتي
188,OK,وكاد,وكاد
189,SUB,يختفى,يختفي
190,SUB,فى,في
191,OK,الظلام,الظلام
192,OK,ولكن,ولكن
193,DEL,فوقف,
194,DEL,الرجل,
195,DEL,وتلفت,
196,DEL,ثم,
197,DEL,كر,
198,DEL,هسسس,
199,OK,الباب,الباب
200,SUB,فتح,فتحمره
201,DEL,مرة,
202,OK,اخرى,اخرى
203,OK,وخرج,وخرج
204,OK,منه,منه
205,OK,صوت,صوت
206,SUB,كهذا,كهذاه
207,INS,,س
208,INS,,س
209,INS,,س
210,INS,,فوقف
211,INS,,الرجل
212,INS,,وتلفت
213,INS,,ثم
214,INS,,كر
215,OK,راجعا,راجعا
216,OK,ووقف,ووقف
217,OK,امام,امام
218,SUB,الباب,الاب
219,OK,وكنت,وكنت
220,OK,على,على
221,OK,مسافة,مسافة
222,OK,مترين,مترين
223,DEL,منه,
224,SUB,فادرت,منهفادرت
225,SUB,ظهرى,ظهري
226,OK,اليه,اليه
227,OK,ولويت,ولويت
228,DEL,الساعة,
229,DEL,الثالثة,
230,DEL,تماما,
231,DEL,فانى,
232,DEL,اخشى,
233,SUB,عنقى,عنقي
234,OK,لاكون,لاكون
235,OK,اقدر,اقدر
236,OK,على,على
237,OK,السماع,السماع
238,OK,فسمعتها,فسمعتها
239,OK,تقول,تقول
240,OK,له,له
241,INS,,الساعة
242,INS,,الثالثة
243,INS,,تماما
244,INS,,فاني
245,INS,,اخشى
246,OK,ان,ان
247,SUB,يجىء,يجيء
248,OK,ذلك,ذلك
