,operation,one,two
0,SUB,قالت,فقال
1,INS,,حامد
2,SUB,صفية,ببلاهة
3,SUB,ولكن,تفضلوا
4,DEL,لماذا,
5,OK,وافسح,وافسح
6,OK,لهم,لهم
7,OK,الطريق,الطريق
8,OK,ثم,ثم
9,OK,اردف,اردف
10,SUB,تفضلوا,ولكن
11,SUB,فقال,لماذا
12,DEL,حامد,
13,DEL,ببلاهة,
14,OK,الشرطى,الشرطى
15,SUB,فكاد,فقالت
16,INS,,صفية
17,INS,,وهى
18,INS,,تدخل
19,OK,لماذا,لماذا
20,OK,او,او
21,OK,تسال,تسال
22,INS,,لم
23,INS,,لا
24,INS,,ذا
25,OK,الا,الا
26,OK,تعلم,تعلم
27,OK,لماذا,لماذا
28,OK,للص,للص
29,OK,يا,يا
30,OK,روحى,روحى
31,SUB,فقالت,فكاد
32,DEL,صفية,
33,DEL,وهى,
34,DEL,تدخل,
35,OK,يضع,يضع
36,OK,يده,يده
37,OK,على,على
38,OK,فمها,فمها
39,OK,ولكن,ولكن
40,OK,اباه,اباه
41,OK,كان,كان
42,OK,قد,قد
43,OK,خرج,خرج
44,OK,فلم,فلم
45,OK,تبق,تبق
46,OK,اى,اى
47,OK,فائدة,فائدة
48,INS,,وقال
49,INS,,حامد
50,SUB,بابا,نانا
51,OK,هذه,هذه
52,OK,صفية,صفية
53,SUB,جارتنا,حارتنا
54,INS,,س
55,DEL,بنت,
56,OK,احمد,احمد
57,DEL,بك,
58,DEL,لا,
59,SUB,ليس,بكلاليس
60,OK,هذا,هذا
61,SUB,لصا,لصاانا
62,DEL,انا,
63,DEL,وقال,
64,DEL,حامد,
65,OK,اعطيته,اعطيته
66,OK,السلطانية,السلطانية
67,OK,لياكلها,لياكلها
68,INS,,فقال
69,INS,,الشرطى
70,OK,اذا,اذا
71,OK,كان,كان
72,OK,الامر,الامر
73,OK,كذلك,كذلك
74,OK,فلا,فلا
75,OK,داعى,داعى
76,OK,لوجودى,لوجودى
77,OK,سعيدة,سعيدة
78,DEL,فقال,
79,DEL,الشرطى,
80,DEL,شرفت,
81,DEL,يا,
82,DEL,عمى,
83,OK,وخرج,وخرج
84,OK,وهو,وهو
85,OK,ينظر,ينظر
86,OK,الى,الى
87,OK,صفية,صفية
88,OK,نظرة,نظرة
89,OK,محنق,محنق
90,OK,وقالت,وقالت
91,OK,صفية,صفية
92,INS,,شرفت
93,SUB,ا,يا
94,DEL,ا,
95,DEL,نحن,
96,SUB,اعنى,عمى
97,INS,,٠
98,DEL,صفية,
99,DEL,وانا,
100,DEL,اء,
101,OK,فتمتم,فتمتم
102,OK,الرجل,الرجل
103,OK,وهو,وهو
104,OK,مطرق,مطرق
105,OK,وقال,وقال
106,OK,حامد,حامد
107,INS,,١
108,INS,,نحن
109,INS,,اعنى
110,INS,,صفية
111,INS,,وان
112,INS,,ااء
113,SUB,خطيبان,خطيب
114,INS,,ان
115,OK,اتفقنا,اتفقنا
116,OK,على,على
117,OK,الزواج,الزواج
118,OK,بعد,بعد
119,OK,موافقتك,موافقتك
120,SUB,طبعا,طعا
121,DEL,فى,
122,DEL,راس,
123,DEL,السنة,
124,DEL,قل,
125,DEL,انك,
126,DEL,موافق,
127,OK,فدنت,فدنت
128,OK,منه,منه
129,SUB,صفية,صفيةوما
130,SUB,ومالت,لت
131,OK,على,على
132,OK,كتفه,كتفه
133,OK,وهمست,وهمست
134,OK,فى,فى
135,OK,اذنه,اذنه
136,INS,,قل
137,INS,,انك
138,INS,,موافق
139,INS,,فقال
140,INS,,الرجل
141,OK,انا,انا
142,SUB,متوضئ,متوضىء
143,OK,ابعدى,ابعدى
144,OK,قليلا,قليلا
145,INS,,فضحكت
146,SUB,فقال,وقالت
147,DEL,الرجل,
148,OK,اذا,اذا
149,OK,لم,لم
150,OK,توافق,توافق
151,OK,فانى,فانى
152,SUB,انقض,ان
153,SUB,لك,قضلك
154,OK,الوضوء,الوضوء
155,SUB,فضحكت,ففزع
156,INS,,الرجل
157,INS,,ونهض
158,INS,,قائما
159,SUB,وقالت,وقال
160,SUB,لالالا,لا
161,INS,,لا
162,INS,,لا
163,OK,احذرى,احذرى
164,OK,الدنيا,الدنيا
165,OK,برد,برد
166,OK,وانا,وانا
167,OK,راجل,راجل
168,SUB,كبير,كبي
169,DEL,ففزع,
170,DEL,الرجل,
171,DEL,ونهض,
172,DEL,قائما,
173,DEL,وقال,
174,OK,ضعيف,ضعيف
175,SUB,واريد,و
176,SUB,ان,اردان
177,OK,اصلى,اصلى
178,OK,العشاء,العشاء
179,INS,,فقالت
180,OK,قل,قل
181,SUB,اولا,او
182,INS,,لا
183,OK,انك,انك
184,OK,موافق,موافق
185,SUB,والا,والاهه
186,INS,,فلوح
187,INS,,الرجل
188,SUB,هه,بذراعه
189,SUB,فقالت,وقال
190,SUB,انا,ان
191,INS,,ام
192,SUB,مالى,الى
193,SUB,مفلوقين,مفلوق
194,SUB,فى,ينفى
195,OK,بعض,بعض
196,SUB,فين,في
197,INS,,ن
198,SUB,السجادة,السحادة
199,SUB,يا,نا
200,DEL,فلوح,
201,DEL,الرجل,
202,DEL,بذراعه,
203,DEL,وقال,
204,OK,حامد,حامد
205,INS,,١٣٣
