,operation,one,two
0,INS,,٨
1,SUB,فلم,فلتعدهما
2,DEL,يمنعه,
3,DEL,همام,
4,OK,ان,ان
5,SUB,يستمر,يستمري
6,DEL,في,
7,SUB,صياحه,صباح
8,INS,,هو
9,SUB,وعدوه,عدوة
10,OK,الا,الا
11,SUB,بمشقة,مشقة
12,OK,وادرك,وادرك
13,SUB,الشاب,الابوتيي
14,DEL,وتبينه,
15,SUB,فمن,دفن
16,INS,,ذا
17,SUB,راى,راي
18,SUB,امامه,امامها
19,SUB,اخاها,عاها
20,INS,,و
21,SUB,ولا,لا
22,SUB,ذنب,دنب
23,SUB,لسهوات,لسهوا
24,SUB,امين,تامين
25,OK,في,في
26,OK,هذه,هذه
27,OK,القصة,القصة
28,OK,الا,الا
29,OK,في,في
30,SUB,غفلته,غمته
31,OK,عن,عن
32,SUB,متابعة,متادهة
33,SUB,الشاب,شاب
34,OK,وايثاره,وايثاره
35,SUB,ان,انتار
36,DEL,يتابع,
37,SUB,السيدة,السدة
38,OK,بعد,بعد
39,OK,ركوبها,ركوبها
40,SUB,الترام,الرماك
41,SUB,كانما,اماالمقص
42,SUB,المقصود,د
43,OK,ان,ان
44,OK,يعرف,يعرف
45,SUB,منزلها,مزله
46,SUB,لا,الا
47,OK,ان,ان
48,OK,يعرف,يعرف
49,OK,من,من
50,OK,كان,كان
51,SUB,معها,مهها
52,OK,اما,اما
53,SUB,البقية,الدقة
54,SUB,فالذنب,فالذن
55,OK,فيها,فيها
56,SUB,ذنب,ذنه
57,SUB,همام,ما
58,SUB,لانه,لا
59,INS,,نهك
60,DEL,كتم,
61,OK,عن,عن
62,SUB,صاحبه,صاحه
63,OK,كل,كل
64,OK,ما,ما
65,OK,يتعلق,يتعلق
66,SUB,بسارة,بسارةغير
67,DEL,غير,
68,OK,شخصها,شخصها
69,SUB,ومسكنها,ومسكها
70,OK,حذرا,حذرا
71,OK,من,من
72,SUB,سهواته,سهوات
73,SUB,لا,هلا
74,OK,حذرا,حذرا
75,OK,من,من
76,SUB,نياته,نباته
77,OK,ولزمت,ولزمت
78,OK,سارة,سارة
79,OK,مسكنها,مسكنها
80,SUB,يوما,توما
81,OK,لا,لا
82,SUB,تريمه,تره
83,OK,الى,الى
84,OK,زيارة,زيارة
85,OK,ولا,ولا
86,OK,الى,الى
87,DEL,مسرح,
88,SUB,وتلك,وتللك
89,OK,نادرة,نادرة
90,OK,لم,لم
91,OK,تتكرر,تتكرر
92,SUB,فيما,فيي
93,SUB,عدا,اعداارام
94,DEL,ايام,
95,OK,حفلاتها,حفلاتها
96,SUB,وولائمها,وولاعاا
97,OK,غير,غير
98,OK,مرات,مرات
99,OK,معدودات,معدودات
100,DEL,فليس,
101,SUB,لسارة,فلسسارة
102,DEL,عالم,
103,SUB,تعيش,رعد
104,SUB,فيه,شوه
105,SUB,غير,عير
106,INS,,ع
107,SUB,عالم,الم
108,OK,الدنيا,الدنيا
109,OK,الواسعة,الواسعة
110,OK,وعالم,وعالم
111,DEL,الحب,
112,SUB,والمحبين,الجبوالحبين
113,OK,اما,اما
114,OK,عالم,عالم
115,OK,الضمير,الضمير
116,OK,الذي,الذي
117,SUB,يروده,راده
118,OK,الانسان,الانسان
119,OK,وحده,وحده
120,SUB,ويانس,ويا
121,SUB,فيه,تسفه
122,SUB,الى,الي
123,SUB,التفرد,المرد
124,OK,والوحشة,والوحشة
125,OK,فذلك,فذلك
126,OK,ابغض,ابغض
127,SUB,العوالم,العاالماليي
128,SUB,اليها,او
129,SUB,واثقلها,اثقلها
130,OK,وطاة,وطاة
131,OK,عليها,عليها
132,OK,لا,لا
133,OK,تمكث,تمكث
134,OK,فيه,فيه
135,SUB,هنيهة,هنه
136,DEL,الا,
137,SUB,باغراء,ةالاراغاء
138,OK,كتاب,كتاب
139,OK,وقلما,وقلما
140,OK,يكون,يكون
141,INS,,الـ
142,SUB,الكتاب,كتاب
143,OK,عندها,عندها
144,OK,الا,الا
145,OK,منفذا,منفذا
146,OK,الى,الى
147,SUB,الدنيا,الدنا
148,OK,الواسعة,الواسعة
149,SUB,ودنيا,ودنا
150,SUB,الحب,الحت
151,SUB,والمحبين,والحرن
152,OK,فسنحت,فسنحت
153,SUB,لهمام,لها
154,SUB,خاطرة,مخاطرة
155,OK,ان,ان
156,OK,يجرب,يجرب
157,SUB,الرقابة,الر
158,INS,,قائة
159,OK,داخل,داخل
160,OK,المنزل,المنزل
161,OK,لعل,لعل
162,OK,هناك,هناك
163,SUB,احدا,احداة
164,SUB,تحوم,ومو
165,SUB,حوله,له
166,OK,شبهة,شبهة
167,OK,ويصلح,ويصلح
168,SUB,لاتجاه,لاتجاة
169,OK,المظنة,المظنة
170,SUB,ولما,ولم
171,SUB,سال,اسال
172,SUB,امينا,امنا
173,OK,عن,عن
174,SUB,النور,التارف
175,DEL,في,
176,OK,جناح,جناح
177,OK,سارة,سارة
178,OK,من,من
179,OK,اين,اين
180,OK,كان,كان
181,OK,مصدره,مصدره
182,OK,في,في
183,SUB,ذلك,ذلاك
184,SUB,اليوم,اليام
185,SUB,علم,علاته
186,DEL,انه,
187,OK,كان,كان
