,operation,one,two
0,INS,,١٢٦
1,SUB,فيما,فميادعجج
2,DEL,يعجبهم,
3,OK,من,من
4,SUB,مراها,مراهاا
5,OK,لكنها,لكنها
6,OK,لم,لم
7,OK,تكن,تكن
8,OK,تلتفت,تلتفت
9,OK,الى,الى
10,OK,ما,ما
11,OK,وراء,وراء
12,OK,ذلك,ذلك
13,OK,من,من
14,SUB,تقلب,تقلت
15,OK,المعاني,المعاني
16,INS,,و
17,SUB,وتعدد,تعدد
18,OK,الشخوص,الشخوص
19,SUB,فانهما,فانهم
20,INS,,الز
21,DEL,لفي,
22,OK,يوم,يوم
23,OK,رائق,رائق
24,OK,صاف,صاف
25,SUB,جميل,يميل
26,OK,الاصيل,الاصيل
27,SUB,وهمام,وهم
28,INS,,ام
29,OK,يتامل,يتامل
30,OK,وجهها,وجهها
31,OK,الذي,الذي
32,SUB,تبدل,تسدل
33,OK,الاشعة,الاشعة
34,OK,والظلال,والظلال
35,OK,من,من
36,OK,معانيه,معانيه
37,OK,كل,كل
38,OK,لحظة,لحظة
39,OK,وتبدل,وتبدل
40,OK,العواطف,العواطف
41,SUB,والخلجات,والخلج
42,INS,,ات
43,OK,من,من
44,OK,ملامحه,ملامحه
45,OK,كل,كل
46,OK,فترة,فترة
47,OK,اذا,اذا
48,OK,به,به
49,OK,يهتف,يهتف
50,SUB,فجاة,نجاة
51,SUB,بكلمات,بك
52,INS,,ات
53,OK,لا,لا
54,OK,مقدمة,مقدمة
55,OK,لها,لها
56,OK,ولا,ولا
57,SUB,سابقة,سارقة
58,OK,لتفسيرها,لتفسيرها
59,INS,,ا
60,DEL,كم,
61,SUB,لك,كلك
62,OK,من,من
63,OK,وجوه,وجوه
64,OK,يا,يا
65,SUB,سارة,سارةة
66,OK,فانتفضت,فانتفضت
67,OK,في,في
68,OK,ذراعه,ذراعه
69,OK,وحسبت,وحسبت
70,SUB,انها,ايها
71,SUB,مقدمة,مقسمة
72,OK,لاتهام,لاتهام
73,INS,,و
74,SUB,وملاحاة,ملاحاة
75,OK,وهما,وهما
76,OK,يستمران,يستمران
77,SUB,نعيم,نة
78,OK,ذلك,ذلك
79,OK,اليوم,اليوم
80,OK,الرائق,الرائق
81,SUB,الصافي,الصاف
82,SUB,الجميل,ايلجيل
83,INS,,و
84,SUB,وقالت,قالت
85,INS,,ت
86,OK,ماذا,ماذا
87,SUB,تعني,تمن
88,OK,قال,قال
89,INS,,ل
90,SUB,هدئي,هتى
91,OK,من,من
92,SUB,روعك,روعكك
93,SUB,انما,اما
94,OK,ثناء,ثناء
95,OK,اردت,اردت
96,OK,لا,لا
97,OK,ملامة,ملامة
98,OK,واخذ,واخذ
99,OK,يشرح,يشرح
100,OK,لها,لها
101,OK,ما,ما
102,SUB,يعنيه,يعتة
103,OK,كانه,كانه
104,SUB,يحدثها,حدثها
105,OK,عن,عن
106,OK,امراة,امراة
107,SUB,غائبة,غائية
108,OK,او,او
109,OK,عن,عن
110,OK,شخص,شخص
111,OK,من,من
112,OK,شخوص,شخوص
113,SUB,الروايات,الروانات
114,SUB,وهي,و
115,SUB,تصغي,هتصغي
116,OK,اليه,اليه
117,INS,,مسيوتة
118,DEL,ثم,
119,SUB,مستريحة,ممسيريحة
120,SUB,ثم,م
121,SUB,مبتسمة,مبتسمه
122,INS,,مطراب
123,SUB,ثم,ام
124,DEL,طروبا,
125,SUB,متهللة,تهالة
126,OK,وهو,وهو
127,OK,يرى,يرى
128,SUB,فيما,في
129,SUB,يرى,ايري
130,OK,مصداق,مصداق
131,OK,ما,ما
132,OK,يلاحظه,يلاحظه
133,SUB,عليها,عليا
134,SUB,ويحدثها,وتحدثها
135,OK,عنه,عنه
136,OK,حتى,حتى
137,SUB,كان,كار
138,OK,ختام,ختام
139,SUB,الحديث,الحديت
140,OK,اقتراب,اقتراب
141,OK,الشفاه,الشفاه
142,SUB,بداهة,داهة
143,SUB,وطواعية,وطواعيةةم
144,DEL,ثم,
145,OK,نكتة,نكتة
146,OK,من,من
147,SUB,نكاتها,نـكاتها
148,DEL,سارة,
149,OK,التي,التي
150,OK,لا,لا
151,OK,تخذلها,تخذلها
152,OK,في,في
153,OK,امثال,امثال
154,OK,هذه,هذه
155,SUB,المواقف,المواقيي
156,OK,القتها,القتها
157,SUB,اليه,الي
158,INS,,هوة
159,DEL,وهي,
160,OK,تتناءى,تتناءى
161,OK,عنه,عنه
162,OK,مرحة,مرحة
163,SUB,ضاحكة,ضاحي
164,SUB,احمد,امدرب
165,SUB,ربك,كك
166,OK,عندك,عندك
167,OK,من,من
168,OK,سارة,سارة
169,OK,المظلومة,المظلومة
170,SUB,حريم,حربم
171,OK,كامل,كامل
172,OK,فلا,فلا
173,OK,تشكر,تشكر
174,DEL,نفسك,
175,SUB,كثيرا,تفسككثيرا
176,SUB,على,عل
177,SUB,الوفاء,الوفاءء
