,operation,one,two
0,INS,,٤٦
1,INS,,اسرار
2,INS,,الايات
3,OK,لها,لها
4,OK,الاضافة,الاضافة
5,OK,بعد,بعد
6,OK,تمام,تمام
7,OK,وجودها,وجودها
8,INS,,و
9,SUB,وهويتها,هويتها
10,OK,كالملك,كالملك
11,INS,,و
12,SUB,والربان,الريان
13,INS,,و
14,SUB,والرئيس,الرءيس
15,INS,,و
16,SUB,والاب,اللب
17,OK,وغير,وغير
18,OK,ذلك,ذلك
19,OK,مما,مما
20,OK,يعرض,يعرض
21,OK,له,له
22,OK,الاضافة,الاضافة
23,OK,بعد,بعد
24,OK,تمام,تمام
25,OK,الذات,الذات
26,SUB,فالاضافة,والاضافة
27,OK,التي,التي
28,OK,من,من
29,SUB,قبيل,قبيلايقسم
30,DEL,القسم,
31,OK,الاول,الاول
32,OK,يزول,يزول
33,OK,بزوالها,بزوالها
34,OK,ذات,ذات
35,OK,المضافة,المضافة
36,OK,بنفسها,بنفسها
37,OK,كهيولية,كهيولية
38,SUB,الهيولى,الهيولي
39,INS,,و
40,SUB,وكذا,كذا
41,OK,حكم,حكم
42,OK,نفسية,نفسية
43,OK,النفس,النفس
44,SUB,فيلزمهم,ويلزمهم
45,OK,بطلان,بطلان
46,OK,جوهر,جوهر
47,OK,النفوس,النفوس
48,SUB,ببطلان,باطلان
49,OK,اضافاتها,اضافاتها
50,OK,الى,الى
51,OK,البدن,البدن
52,OK,اللهم,اللهم
53,OK,الا,الا
54,OK,ان,ان
55,OK,يذهبوا,يذهبوا
56,OK,الى,الى
57,DEL,ما,
58,SUB,ذهبنا,ماذهبنا
59,OK,اليه,اليه
60,OK,من,من
61,OK,اثبات,اثبات
62,OK,الحركة,الحركة
63,OK,الجوهرية,الجوهرية
64,INS,,و
65,SUB,واثبات,اثبات
66,OK,الاشتداد,الاشتداد
67,OK,في,في
68,OK,وجود,وجود
69,OK,الجوهر,الجوهر
70,OK,النفساني,النفساني
71,SUB,كما,كمادلت
72,DEL,دلت,
73,OK,عليه,عليه
74,SUB,البراهين,البراهن
75,OK,المذكورة,المذكورة
76,OK,في,في
77,OK,كتبنا,كتبنا
78,INS,,و
79,SUB,والايات,الايات
80,OK,القرانية,القرانية
81,OK,المذكورة,المذكورة
82,SUB,انفا,اتفل
83,INS,,و
84,SUB,والمتاخرون,المتاخرون
85,OK,من,من
86,OK,الحكماء,الحكماء
87,SUB,كابي,كا
88,INS,,لبي
89,SUB,علي,على
90,INS,,و
91,SUB,ومن,من
92,OK,يحذو,يحذو
93,OK,حذوه,حذوه
94,OK,مصرون,مصرون
95,OK,غاية,غاية
96,OK,الاصرار,الاصرار
97,OK,في,في
98,OK,نفي,نفي
99,OK,هذه,هذه
100,OK,الاستحالة,الاستحالة
101,OK,الجوهرية,الجوهرية
102,INS,,و
103,SUB,ولذلك,لذلك
104,OK,قصروا,قصروا
105,INS,,و
106,SUB,وعجزوا,عجزوا
107,OK,عن,عن
108,OK,اثبات,اثبات
109,OK,كثير,كثير
110,OK,من,من
111,OK,المقاصد,المقاصد
112,OK,الحقة,الحقة
113,OK,كحدوث,كحدوث
114,OK,الاجسام,الاجسام
115,INS,,و
116,SUB,ودثور,دثور
117,OK,العالم,العالم
118,OK,الطبيعي,الطبيعي
119,OK,كله,كله
120,OK,وكاتحاد,وكاتحاد
121,OK,العاقل,العاقل
122,OK,بالمعقول,بالمعقول
123,INS,,و
124,SUB,وكاثبات,كاثبات
125,OK,المعاد,المعاد
126,OK,الجسماني,الجسماني
127,INS,,و
128,SUB,وبقاء,بقاء
129,OK,اكثر,اكثر
130,OK,النفوس,النفوس
131,INS,,و
132,SUB,وهي,هي
133,OK,الناقصة,الناقصة
134,INS,,و
135,SUB,والمتوسطة,المتوسطة
136,OK,في,في
137,OK,الكمال,الكمال
138,SUB,وغير,و
139,SUB,ذلك,عارذلك
140,OK,من,من
141,OK,المطالب,المطالب
142,OK,الشريفة,الشريفة
143,OK,التي,التي
144,OK,من,من
145,OK,اوتيها,اوتيها
146,OK,فقد,فقد
147,INS,,ا
148,SUB,اوتي,وتي
149,OK,خيرا,خيرا
150,SUB,كثيرا,كثير
151,INS,,ا
152,OK,اما,اما
153,OK,الايات,الايات
154,OK,الدالة,الدالة
155,OK,على,على
156,OK,بقاء,بقاء
157,OK,النفوس,النفوس
158,OK,بعد,بعد
159,OK,خراب,خراب
160,OK,هذا,هذا
161,OK,البدن,البدن
162,OK,الطبيعي,الطبيعي
163,OK,فكثيرة,فكثيرة
164,OK,منها,منها
165,OK,قوله,قوله
166,OK,تعالى,تعالى
167,DEL,ولا,
168,SUB,تحسبن,ولاتحسبن
169,OK,الذين,الذين
170,OK,قتلوا,قتلوا
171,OK,في,في
172,OK,سبيل,سبيل
173,OK,الله,الله
174,OK,امواتا,امواتا
175,OK,بل,بل
176,OK,احياء,احياء
177,OK,عند,عند
178,OK,ربهم,ربهم
179,OK,يرزقون,يرزقون
180,OK,فرحين,فرحين
181,OK,بما,بما
182,OK,اتاهم,اتاهم
183,OK,الله,الله
184,OK,من,من
185,OK,فضله,فضله
186,INS,,و
187,SUB,وكان,كان
188,OK,المراد,المراد
189,OK,من,من
190,OK,هذه,هذه
191,OK,الحياة,الحياة
192,OK,هي,هي
193,OK,الحياة,الحياة
194,OK,العقلية,العقلية
195,OK,المختصة,المختصة
196,OK,بالكاملين,بالكاملين
197,DEL,في,
198,SUB,العلم,فىالعلم
199,SUB,فانهم,فاتهم
200,OK,الاحياء,الاحياء
201,OK,حياة,حياة
202,SUB,عقلية,عقيبة
203,OK,الساكنون,الساكنون
204,OK,في,في
205,OK,حظيرة,حظيرة
206,OK,القدس,القدس
207,OK,عند,عند
208,OK,ربهم,ربهم
209,OK,المرزوقون,المرزوقون
210,OK,بالارزاق,بالارزاق
211,SUB,المعنوية,المعذوبة
212,INS,,و
213,SUB,والانوار,الانوار
214,OK,العقلية,العقلية
215,INS,,و
216,SUB,ويكون,يكون
217,OK,فرحهم,فرحهم
218,OK,اي,اي
219,OK,ابتهاجهم,ابتهاجهم
220,INS,,و
221,SUB,ولذتهم,لذتهم
222,OK,العقلية,العقلية
223,OK,بالحكمة,بالحكمة
224,DEL,لا,
225,SUB,بغيرها,للاغيرها
226,OK,من,من
227,OK,اللذات,اللذات
228,OK,الحسية,الحسية
229,INS,,و
230,SUB,والخيالية,الخيالية
231,OK,وقد,وقد
232,OK,وقع,وقع
233,OK,التعبير,التعبير
234,OK,عن,عن
235,OK,الحكمة,الحكمة
236,OK,بما,بما
237,OK,اتاهم,اتاهم
238,SUB,الله,اللهه
239,OK,من,من
240,OK,فضله,فضله
241,OK,على,على
242,OK,وفاق,وفاق
243,SUB,قوله,قولة
244,OK,من,من
245,OK,يؤت,يؤت
246,OK,الحكمة,الحكمة
247,OK,فقد,فقد
248,SUB,اوتي,اوى
249,OK,خيرا,خيرا
250,OK,كثيرا,كثيرا
251,INS,,و
252,SUB,وقوله,قوله
253,SUB,في,فى
254,OK,سورة,سورة
255,OK,الجمعة,الجمعة
256,OK,بعد,بعد
257,OK,ذكر,ذكر
258,OK,تعليم,تعليم
259,OK,الكتاب,الكتاب
260,INS,,و
261,SUB,والحكمة,الحكمة
262,OK,ذلك,ذلك
263,OK,فضل,فضل
264,OK,الله,الله
265,OK,يؤتيه,يؤتيه
266,OK,من,من
267,OK,يشاء,يشاء
268,INS,,و
269,SUB,والله,الله
270,DEL,ذو,
271,SUB,الفضل,ذوالفضل
272,OK,العظيم,العظيم
273,OK,فعلم,فعلم
274,OK,ان,ان
275,OK,المراد,المراد
276,OK,هاهنا,هاهنا
277,OK,بما,بما
278,OK,اتاهم,اتاهم
279,OK,الله,الله
280,OK,من,من
281,OK,فضله,فضله
282,OK,هو,هو
283,OK,بعينه,بعينه
284,OK,المذكور,المذكور
285,OK,في,في
286,OK,تينك,تينك
287,SUB,الايتين,اللبتين
288,INS,,و
289,SUB,ومنها,منها
290,OK,قوله,قوله
291,DEL,ولا,
292,SUB,تقولوا,ولاتقولوا
293,OK,لمن,لمن
294,OK,يقتل,يقتل
295,OK,في,في
296,OK,سبيل,سبيل
297,OK,الله,الله
298,SUB,اموات,امواتا
299,OK,بل,بل
300,OK,احياء,احياء
301,OK,ولكن,ولكن
302,SUB,لا,لاتشعر
303,SUB,تشعرون,وذ
304,INS,,و
305,SUB,وقوله,قوله
306,OK,الى,الى
307,OK,ربك,ربك
308,OK,يومئذ,يومئذ
309,OK,المستقر,المستقر
310,INS,,و
311,SUB,وقوله,قاله
312,OK,الى,الى
313,OK,ربك,ربك
314,OK,يومئذ,يومئذ
315,OK,المساق,المساق
316,INS,,و
317,SUB,وقوله,قوله
318,OK,الى,الى
319,OK,ربك,ربك
320,INS,,الى
321,INS,,ربك
