,operation,one,two
0,INS,,اسر
1,INS,,ار
2,INS,,الايات
3,OK,نفس,نفس
4,OK,لنفس,لنفس
5,OK,شيئا,شيئا
6,INS,,و
7,SUB,والامر,الامر
8,SUB,يومئذ,يومئن
9,OK,لله,لله
10,OK,يوم,يوم
11,SUB,تبلى,تتالى
12,OK,السرائر,السرائر
13,OK,اذا,اذا
14,OK,بعثر,بعثر
15,OK,ما,ما
16,OK,في,في
17,OK,القبور,القبور
18,INS,,و
19,SUB,وحصل,حصل
20,OK,ما,ما
21,OK,في,في
22,OK,الصدور,الصدور
23,SUB,فما,فمادام
24,DEL,دام,
25,OK,السالك,السالك
26,OK,خارج,خارج
27,OK,حجب,حجب
28,SUB,السماوات,السموات
29,INS,,و
30,SUB,والارض,الارض
31,DEL,فلا,
32,SUB,تقوم,وللنقوم
33,OK,له,له
34,OK,القيامة,القيامة
35,OK,لان,لان
36,OK,القيامة,القيامة
37,OK,كما,كما
38,OK,مر,مر
39,OK,داخل,داخل
40,OK,هذه,هذه
41,OK,الحجب,الحجب
42,OK,عند,عند
43,OK,الله,الله
44,INS,,و
45,SUB,وعنده,عنده
46,OK,علم,علم
47,OK,الساعة,الساعة
48,INS,,و
49,SUB,وقوله,قوله
50,INS,,صلى
51,SUB,صلىاللهعليهواله,الله
52,INS,,عليه
53,INS,,و
54,SUB,لا,اله
55,SUB,تقوم,لاتقوم
56,OK,الساعة,الساعة
57,OK,وفي,وفي
58,OK,وجه,وجه
59,OK,الارض,الارض
60,OK,من,من
61,OK,يقول,يقول
62,OK,الله,الله
63,OK,الله,الله
64,OK,اشارة,اشارة
65,OK,الى,الى
66,OK,ان,ان
67,OK,الرجل,الرجل
68,DEL,ما,
69,SUB,دام,مادام
70,OK,خارج,خارج
71,OK,الحجب,الحجب
72,SUB,فالقيامة,والقيمة
73,OK,سر,سر
74,OK,على,على
75,OK,علمه,علمه
76,SUB,فاذا,ولذا
77,OK,قطع,قطع
78,OK,الحجب,الحجب
79,INS,,و
80,SUB,وتبحبح,تبحبح
81,DEL,١,
82,OK,في,في
83,OK,حضرة,حضرة
84,OK,العندية,العندية
85,OK,سارت,سارت
86,OK,القيامة,القيامة
87,SUB,علانية,عيانية
88,OK,عنده,عنده
89,OK,بعد,بعد
90,OK,ما,ما
91,OK,كانت,كانت
92,OK,غيبا,غيبا
93,OK,عنه,عنه
94,INS,,و
95,SUB,ولذلك,لذلك
96,OK,لم,لم
97,OK,يجز,يجز
98,OK,ان,ان
99,OK,يرى,يرى
100,OK,الله,الله
101,OK,ولا,ولا
102,OK,امور,امور
103,OK,الاخرة,الاخرة
104,DEL,لا,
105,SUB,نبي,للنبي
106,DEL,ولا,
107,SUB,ولي,وللولي
108,DEL,ما,
109,SUB,دام,مادام
110,SUB,في,ف
111,INS,,ى
112,OK,الدنيا,الدنيا
113,INS,,و
114,SUB,وما,ما
115,SUB,لم,لمبصر
116,DEL,يصر,
117,OK,الابصار,الابصار
118,OK,بصائر,بصائر
119,INS,,و
120,SUB,وان,ان
121,SUB,نبينا,نبيا
122,INS,,صلى
123,SUB,صلىاللهعليهواله,الله
124,INS,,عليه
125,INS,,و
126,INS,,اله
127,OK,انما,انما
128,OK,كانت,كانت
129,OK,القيامة,القيامة
130,SUB,علانية,عيانية
131,OK,عنده,عنده
132,OK,حين,حين
133,OK,قطع,قطع
134,OK,حجب,حجب
135,SUB,السماوات,السموات
136,INS,,و
137,SUB,والارض,الارض
138,INS,,و
139,SUB,ونفذ,نفذ
140,OK,من,من
141,OK,اقطارها,اقطارها
142,SUB,فاوحى,واوحى
143,OK,الى,الى
144,OK,عبده,عبده
145,OK,ما,ما
146,OK,اوحى,اوحى
147,OK,ما,ما
148,OK,كذب,كذب
149,OK,الفؤاد,الفؤاد
150,DEL,ما,
151,SUB,راى,ماراى
152,OK,افتمارونه,افتمارونه
153,OK,على,على
154,SUB,ما,مايري
155,DEL,يرى,
156,OK,ولقد,ولقد
157,OK,راه,راه
158,OK,نزلة,نزلة
159,OK,اخرى,اخرى
160,OK,عند,عند
161,OK,سدرة,سدرة
162,OK,المنتهى,المنتهى
163,OK,عندها,عندها
164,OK,جنة,جنة
165,SUB,الماوى,الملوى
166,OK,اذ,اذ
167,OK,يغشى,يغشى
168,OK,السدرة,السدرة
169,DEL,ما,
170,SUB,يغشى,مايغشى
171,OK,ما,ما
172,OK,زاغ,زاغ
173,OK,البصر,البصر
174,SUB,وما,و
175,SUB,طغى,ملطغى
176,OK,لقد,لقد
177,OK,راى,راى
178,OK,من,من
179,OK,ايات,ايات
180,OK,ربه,ربه
181,OK,الكبرى,الكبرى
182,OK,ثم,ثم
183,OK,اذا,اذا
184,OK,رجع,رجع
185,OK,الى,الى
186,OK,مستقره,مستقره
187,INS,,و
188,SUB,ومهبطه,مهبطه
189,OK,من,من
190,OK,خارج,خارج
191,OK,هذه,هذه
192,OK,الحجب,الحجب
193,OK,صار,صار
194,OK,ذلك,ذلك
195,OK,الشهود,الشهود
196,OK,عنده,عنده
197,OK,سرا,سرا
198,INS,,و
199,SUB,وغيبا,غيبا
200,INS,,و
201,SUB,وانقلبت,انقلبت
202,OK,المعاينة,المعاينة
203,OK,خبرا,خبرا
204,OK,كما,كما
205,OK,كان,كان
206,OK,قبل,قبل
207,OK,العروج,العروج
208,SUB,وانما,انما
209,OK,كان,كان
210,OK,عينا,عينا
211,INS,,و
212,SUB,وعلانية,علانية
213,OK,حين,حين
214,OK,قطع,قطع
215,OK,حجب,حجب
216,SUB,السماوات,السموات
217,INS,,و
218,SUB,والارض,الارض
219,OK,وكان,وكان
220,DEL,من,
221,SUB,وراء,منوراء
222,SUB,الحجب,الحجا
223,INS,,و
224,SUB,وعلى,على
225,OK,الجملة,الجملة
226,SUB,فالسر,والسر
227,OK,سر,سر
228,OK,ابدا,ابدا
229,OK,حيث,حيث
230,OK,هو,هو
231,OK,سر,سر
232,INS,,و
233,SUB,والعلانية,العلانية
234,OK,علانية,علانية
235,OK,حيث,حيث
236,OK,هي,هي
237,OK,علانية,علانية
238,INS,,و
239,SUB,واعلم,اعلم
240,OK,ان,ان
241,OK,سر,سر
242,OK,القيامة,القيامة
243,OK,من,من
244,OK,الاسرار,الاسرار
245,OK,العظيمة,العظيمة
246,OK,التي,التي
247,DEL,لم,
248,SUB,يجز,لميجز
249,OK,للانبياء,للانبياء
250,INS,,علبهم
251,SUB,عليهمالسلام,السلم
252,OK,كشفها,كشفها
253,OK,لانهم,لانهم
254,OK,من,من
255,OK,حيث,حيث
256,OK,كونهم,كونهم
257,OK,رسلا,رسلا
258,OK,اصحاب,اصحاب
259,OK,شرائع,شرائع
260,INS,,و
261,SUB,والقيامة,القيامة
262,OK,يوم,يوم
263,OK,جزاء,جزاء
264,SUB,بلا,بياعمي
265,INS,,و
266,DEL,عمل,
267,SUB,ويوم,يوم
268,OK,الشريعة,الشريعة
269,OK,يوم,يوم
270,OK,عمل,عمل
271,DEL,بلا,
272,SUB,جزاء,يلاحزاء
273,INS,,و
274,SUB,وتعب,تعب
275,DEL,بلا,
276,SUB,ثواب,يلاثواب
277,INS,,و
278,SUB,والاولياء,الاولياء
279,OK,اهل,اهل
280,OK,قيامة,قيامة
281,OK,من,من
282,OK,حيث,حيث
283,OK,ولايتهم,ولايتهم
284,INS,,و
285,SUB,وقربهم,فربهم
286,OK,عند,عند
287,OK,الله,الله
288,OK,كما,كما
289,OK,في,في
290,OK,قوله,قوله
291,INS,,صلى
292,SUB,صلىاللهعليهواله,الله
293,INS,,عليه
294,INS,,و
295,INS,,اله
296,OK,لي,لي
297,OK,مع,مع
298,OK,الله,الله
299,OK,وقت,وقت
300,DEL,لا,
301,SUB,يسعني,لليسعني
302,OK,فيه,فيه
303,OK,ملك,ملك
304,OK,مقرب,مقرب
305,SUB,ولا,و
306,SUB,نبي,لانبى
307,OK,مرسل,مرسل
308,OK,اخبر,اخبر
309,OK,عن,عن
310,OK,حاله,حاله
311,INS,,و
312,SUB,ومرتبته,مرتبته
313,OK,الباطنية,الباطنية
314,INS,,و
315,SUB,واما,اما
316,OK,حاله,حاله
317,OK,في,في
318,SUB,غير,غيرذلك
319,DEL,ذلك,
320,OK,المقام,المقام
321,SUB,فكما,وكما
322,OK,في,في
323,OK,قوله,قوله
324,OK,تعالى,تعالى
325,OK,ما,ما
326,OK,ادري,ادري
327,DEL,ما,
328,SUB,يفعل,مايفعل
329,OK,بي,بي
330,SUB,ولا,ويليكم
331,DEL,بكم,
332,OK,ان,ان
333,OK,الحكم,الحكم
334,OK,الا,الا
335,OK,لله,لله
336,INS,,و
337,SUB,وقوله,قوله
338,INS,,و
339,OK,يسئلونك,يسئلونك
340,OK,عن,عن
341,OK,الساعة,الساعة
342,OK,١,١
343,OK,اذا,اذا
344,OK,تمكن,تمكن
345,INS,,و
346,SUB,وتوسط,توسط
347,SUB,المنزل,المنز
348,INS,,لو
349,SUB,والمقام,المقام
