,operation,one,two
0,INS,,اسرار
1,INS,,الايات
2,OK,لقوله,لقوله
3,OK,فجعلناه,فجعلناه
4,OK,سميعا,سميعا
5,INS,,ا
6,SUB,بصيرا,بصير
7,SUB,ثم,لم
8,SUB,يصير,يصب
9,OK,انسانا,انسانا
10,SUB,بشريا,بشرب
11,INS,,ا
12,OK,متفكرا,متفكرا
13,OK,متصرفا,متصرفا
14,SUB,في,فى
15,OK,الامور,الامور
16,OK,لقوله,لقوله
17,OK,انا,انا
18,OK,هديناه,هديناه
19,OK,السبيل,السبيل
20,OK,اما,اما
21,OK,شاكرا,شاكرا
22,OK,واما,واما
23,OK,كفورا,كفورا
24,OK,وقوله,وقوله
25,OK,اكفرت,اكفرت
26,SUB,بالذي,بالذى
27,DEL,خلقك,
28,OK,من,من
29,SUB,تراب,ترا
30,INS,,لب
31,OK,ثم,ثم
32,OK,من,من
33,OK,نطفة,نطفة
34,DEL,ثم,
35,SUB,سواك,ا
36,SUB,رجلا,كجلاد
37,INS,,سور
38,SUB,ثم,لم
39,OK,يصير,يصير
40,OK,انسانا,انسانا
41,SUB,معنويا,مع
42,SUB,ذا,نوباذان
43,SUB,نفس,س
44,INS,,س
45,OK,ناطقة,ناطقة
46,OK,لقوله,لقوله
47,OK,ثم,ثم
48,OK,انشاناه,انشاناه
49,OK,خلقا,خلقا
50,OK,اخر,اخر
51,OK,فتبارك,فتبارك
52,OK,الله,الله
53,OK,احسن,احسن
54,OK,الخالقين,الخالقين
55,OK,ثم,ثم
56,OK,يصير,يصير
57,OK,ان,ان
58,OK,ساعده,ساعده
59,OK,التوفيق,التوفيق
60,OK,والعناية,والعناية
61,OK,جوهرا,جوهرا
62,OK,قدسيا,قدسيا
63,OK,وروحا,وروحا
64,SUB,الهيا,الهبا
65,OK,لقوله,لقوله
66,OK,فاذا,فاذا
67,OK,سويته,سويته
68,OK,ونفخت,ونفخت
69,OK,فيه,فيه
70,OK,من,من
71,SUB,روحي,روحى
72,OK,فقعوا,فقعوا
73,OK,له,له
74,OK,ساجدين,ساجدين
75,OK,واول,واول
76,OK,ما,ما
77,OK,يظهر,يظهر
78,OK,فيه,فيه
79,OK,قوة,قوة
80,OK,النزاع,النزاع
81,OK,الموجودة,الموجودة
82,SUB,في,فى
83,OK,النبات,النبات
84,OK,والحيوان,والحيوان
85,OK,وهو,وهو
86,OK,الميل,الميل
87,OK,الى,الى
88,SUB,الملائم,الملايم
89,SUB,ميلا,ميلاب
90,SUB,بالطبع,الطبع
91,OK,ثم,ثم
92,OK,قوة,قوة
93,OK,تناول,تناول
94,OK,الموافق,الموافق
95,OK,ودفع,ودفع
96,OK,المخالف,المخالف
97,SUB,وهي,وهى
98,OK,قوة,قوة
99,OK,الشهوة,الشهوة
100,OK,والنفره,والنفره
101,OK,ثم,ثم
102,OK,الاحساس,الاحساس
103,OK,ثم,ثم
104,OK,التخيل,التخيل
105,OK,ثم,ثم
106,OK,التصور,التصور
107,OK,ثم,ثم
108,OK,التفكر,التفكر
109,OK,ثم,ثم
110,OK,التعقل,التعقل
111,SUB,النفساني,النفسانى
112,INS,,ال
113,SUB,التفصيلي,تفصيلى
114,OK,ثم,ثم
115,OK,العقل,العقل
116,OK,البسيط,البسيط
117,SUB,الاجمالي,الاجمالى
118,OK,لكنه,لكنه
119,SUB,لم,ل
120,SUB,يصر,مبصر
121,OK,انسانا,انسانا
122,OK,الا,الا
123,OK,بالفكرة,بالفكرة
124,OK,وبالعقل,وبالعقل
125,SUB,الذي,الذى
126,OK,به,به
127,OK,يتميز,يتميز
128,SUB,في,فى
129,OK,الجملة,الجملة
130,OK,بين,بين
131,OK,الحلال,الحلال
132,OK,والحرام,والحرام
133,SUB,في,فى
134,OK,الافعال,الافعال
135,OK,وبين,وبين
136,OK,الخير,الخير
137,OK,والشر,والشر
138,SUB,في,فى
139,OK,الذوات,الذوات
140,OK,والجميل,والجميل
141,OK,والقبيح,والقبيح
142,SUB,في,فى
143,OK,الصفات,الصفات
144,OK,وهو,وهو
145,OK,اول,اول
146,OK,درجة,درجة
147,OK,الانسانية,الانسانية
148,OK,والى,والى
149,OK,العقل,العقل
150,OK,اشار,اشار
151,OK,بقوله,بقوله
152,OK,تعالى,تعالى
153,OK,وصوركم,وصوركم
154,OK,فاحسن,فاحسن
155,OK,صوركم,صوركم
156,INS,,ف
