,operation,one,two
0,INS,,٧٦
1,INS,,٦
2,SUB,لله,الله
3,OK,ويطيل,ويطيل
4,OK,عمرك,عمرك
5,OK,يا,يا
6,OK,سيدنا,سيدنا
7,OK,وتزوج,وتزوج
8,OK,سائر,سائر
9,SUB,بناتي,بناتى
10,SUB,كما,ما
11,OK,زوجت,زوجت
12,OK,من,من
13,OK,تزوجت,تزوجت
14,SUB,منهن,ممهذن
15,OK,قال,قال
16,OK,الشيخ,الشيخ
17,OK,وهو,وهو
18,OK,يضحك,يضحك
19,INS,,ك
20,OK,يا,يا
21,OK,غلام,غلام
22,INS,,م
23,OK,قهوة,قهوة
24,OK,سوداء,سوداء
25,SUB,للحاج,احاج
26,OK,مسعود,مسعود
27,SUB,فما,وا
28,SUB,يرقئ,يرفئ
29,SUB,عبرته,ءارته
30,OK,هذه,هذه
31,OK,الا,الا
32,OK,القهوة,القهوة
33,OK,السوداء,السوداء
34,INS,,ء
35,OK,اجلس,اجلس
36,DEL,يا,
37,SUB,مسعود,يامسعود
38,OK,بارك,بارك
39,SUB,لله,الله
40,OK,عليك,عليك
41,OK,وبارك,وبارك
42,OK,لك,لك
43,OK,في,في
44,SUB,بناتك,بذلتك
45,SUB,وفي,وفى
46,OK,ذريتك,ذريتك
47,INS,,ك
48,SUB,ثم,م
49,OK,استانف,استانف
50,OK,حديثه,حديثه
51,OK,من,من
52,OK,حيث,حيث
53,DEL,قطعه,
54,OK,وجلساؤه,وجلساؤه
55,OK,يرون,يرون
56,INS,,و
57,SUB,ويسمعون,يسمعول
58,INS,,و
59,SUB,ويعجبون,يعجران
60,INS,,و
61,SUB,ويقول,يقال
62,SUB,بعضهم,بعههم
63,SUB,لبعض,لاحص
64,INS,,ص
65,SUB,لقد,لقمد
66,SUB,نالها,تلها
67,SUB,الحاج,الى
68,OK,مسعود,مسعود
69,INS,,د
70,OK,من,من
71,OK,يعدل,يعدل
72,SUB,الحاج,الحا
73,INS,,ج
74,SUB,مسعود,سعوة
75,INS,,ة
76,SUB,ليتني,اوتي
77,OK,مسعود,مسعود
78,INS,,د
79,SUB,على,عل
80,OK,ان,ان
81,OK,شهر,شهر
82,OK,الصوم,الصوم
83,SUB,لم,لمم
84,OK,ينته,ينته
85,OK,دون,دون
86,OK,ان,ان
87,SUB,يحمل,حمل
88,OK,الى,الى
89,OK,الشيخ,الشيخ
90,OK,والى,والى
91,SUB,اصحابه,اصابه
92,SUB,نبا,نا
93,SUB,محزنا,زناا
94,SUB,فقد,وقد
95,SUB,جاءهم,جاءه
96,INS,,م
97,OK,من,من
98,OK,القاهرة,القاهرة
99,OK,نعي,نعي
100,OK,عبد,عبد
101,OK,الرحمن,الرحمن
102,OK,قبل,قبل
103,OK,ان,ان
104,OK,ينقضي,ينقضي
105,SUB,الشهر,الكمر
106,OK,بثلاثة,بثلاثة
107,OK,ايام,ايام
108,INS,,م
109,OK,فلما,فلما
110,OK,اقبل,اقبل
111,SUB,علي,عل
112,SUB,يحمل,يجمل
113,OK,النبا,النبا
114,OK,الى,الى
115,OK,الشيخ,الشيخ
116,OK,بكى,بكى
117,SUB,واسترجع,واسرجع
118,OK,وقال,وقال
119,INS,,ل
120,SUB,تبارك,تارك
121,SUB,لله,اليه
122,INS,,ه
123,OK,لقد,لقد
124,OK,كنت,كنت
125,OK,اظن,اظن
126,SUB,اني,اى
127,SUB,ساسبقه,سلسبقه
128,OK,فقد,فقد
129,SUB,سبقني,سوءقيى
130,SUB,ثم,م
131,OK,سكت,سكت
132,SUB,لحظة,حظة
133,SUB,واستانف,واستلتف
134,OK,حديثه,حديثه
135,OK,فقال,فقال
136,SUB,لعلي,لعل
137,OK,وابنه,وابنه
138,OK,خالد,خالد
139,INS,,د
140,SUB,فانكما,فانككا
141,INS,,تذ
142,SUB,تذكران,كران
143,INS,,١٠
144,DEL,ما,
145,OK,اعطيت,اعطيت
146,SUB,عنكما,عنككا
147,OK,من,من
148,OK,العهد,العهد
149,INS,,د
150,OK,قالا,قالا
151,INS,,ا
152,DEL,نعم,
153,OK,قال,قال
154,INS,,ل
155,OK,فاذهبا,فاذهبا
156,OK,الى,الى
157,SUB,القاهرة,القماهرة
158,SUB,فاديا,واديا
159,SUB,الواجب,الواح
160,OK,وضما,وضما
161,OK,اليكما,اليكما
162,DEL,شجرة,
163,DEL,البؤس,
164,OK,نفيسة,نفيسة
165,SUB,وابنتيها,ولاتتمها
166,SUB,وامها,واهها
167,INS,,ا
168,SUB,ثم,م
169,OK,التفت,التفت
170,OK,الى,الى
171,SUB,علي,عليي
172,OK,وقال,وقال
173,OK,له,له
174,OK,كالساخر,كالساخر
175,SUB,منه,منة
176,SUB,الراثي,الراني
177,OK,له,له
178,INS,,ه
179,OK,ولا,ولا
180,OK,تنتظر,تنتظر
181,OK,مالا,مالا
182,OK,يا,يا
183,SUB,علي,عل
184,SUB,فقد,ومد
185,OK,اتينا,اتينا
186,OK,على,على
187,OK,مال,مال
188,OK,عبد,عبد
189,OK,الرحمن,الرحمن
190,OK,كله,كله
191,OK,حين,حين
192,OK,زرناه,زرناه
193,INS,,ه
194,OK,وانصرف,وانصرف
195,OK,الان,الان
196,OK,فان,فان
197,OK,لي,لي
198,OK,مع,مع
199,OK,خالد,خالد
200,SUB,حديثا,حدرثا
201,OK,لا,لا
202,SUB,احب,ا
203,INS,,ح
204,OK,ان,ان
205,OK,تسمعه,تسمعه
206,OK,ولا,ولا
207,OK,ان,ان
208,OK,ينبئك,ينبئك
209,OK,به,به
210,INS,,ه
211,SUB,قال,قلل
212,SUB,علي,عل
213,OK,وهو,وهو
214,OK,ينتحب,ينتحب
215,INS,,ب
216,OK,فانك,فانك
217,OK,ساخط,ساخط
218,OK,علي,علي
219,OK,يا,يا
220,OK,سيدنا,سيدنا
221,INS,,ا
222,OK,قال,قال
223,SUB,الشيخ,الث
224,SUB,اعوذ,اعود
225,OK,بالله,بالله
226,INS,,ه
227,INS,,ر
228,DEL,من,
229,SUB,ذلك,ذللث
230,INS,,و
231,INS,,ا
232,SUB,وانما,اما
233,OK,اريد,اريد
234,OK,ان,ان
235,OK,اتحدث,اتحدث
236,OK,الى,الى
237,OK,خالد,خالد
238,SUB,حديثا,حدرثا
239,OK,لا,لا
240,SUB,ينبغي,يامغي
241,OK,ان,ان
242,SUB,يعلمه,رعلمه
243,OK,غيره,غيره
244,OK,انصرف,انصرف
245,OK,مصاحبا,مصاحبا
246,OK,قال,قال
247,SUB,علي,عل
248,INS,,ل
249,SUB,سانصرف,سازصرف
250,OK,طاعة,طاعة
251,OK,لامرك,لامرك
252,OK,ولكني,ولكني
253,OK,لست,لست
254,OK,راضيا,راضيا
255,INS,,ا
256,SUB,قال,قلل
257,SUB,الشيخ,الم
258,INS,,م
259,INS,,ع
260,INS,,ع
