,operation,one,two
0,INS,,١٣٢
1,OK,تريد,تريد
2,OK,ان,ان
3,OK,تراهم,تراهم
4,INS,,اي
5,DEL,متى,
6,OK,شاءت,شاءت
7,OK,تريد,تريد
8,OK,ان,ان
9,SUB,تراهم,تراه
10,OK,مصبحة,مصبحة
11,OK,ان,ان
12,OK,اعجبها,اعجبها
13,OK,ان,ان
14,SUB,تراهم,تراه
15,OK,مصبحة,مصبحة
16,SUB,وان,ولن
17,SUB,تراهم,تراه
18,OK,ممسية,ممسية
19,OK,ان,ان
20,OK,احبت,احبت
21,OK,ان,ان
22,SUB,تراهم,تراهة
23,OK,اخر,اخر
24,OK,النهار,النهار
25,OK,وان,وان
26,SUB,يزوروها,يزورها
27,OK,ان,ان
28,OK,ارادوا,ارادوا
29,SUB,وتستزيرهم,وتستز
30,INS,,يرهم
31,OK,هي,هي
32,OK,ان,ان
33,OK,ارادت,ارادت
34,OK,فاما,فاما
35,OK,هذه,هذه
36,OK,المدينة,المدينة
37,SUB,التي,الى
38,OK,يسافر,يسافر
39,OK,المسافر,المسافر
40,SUB,اليها,الها
41,SUB,على,عل
42,OK,ظهور,ظهور
43,SUB,الخيل,الحال
44,OK,او,او
45,OK,الابل,الابل
46,OK,او,او
47,SUB,الحمر,المر
48,OK,او,او
49,OK,في,في
50,OK,هذا,هذا
51,OK,القطار,القطار
52,OK,البغيض,البغيض
53,SUB,فليس,وليس
54,SUB,لها,ها
55,SUB,فيها,وها
56,OK,ارب,ارب
57,OK,لن,لن
58,OK,تاذن,تاذن
59,OK,بان,بان
60,SUB,يفرق,يفري
61,SUB,مفرق,مقري
62,SUB,بينها,بئرا
63,INS,,و
64,SUB,وبين,بين
65,SUB,ابنتها,ابنا
66,SUB,وحسبها,وحسم
67,SUB,بالموت,بالات
68,OK,مفرقا,مفرقا
69,SUB,للمحبين,للمحران
70,OK,فاذا,فاذا
71,OK,ذكر,ذكر
72,SUB,لها,ذا
73,OK,ارتفاع,ارتفاع
74,OK,الراتب,الراتب
75,SUB,وكثرة,وكترة
76,OK,ما,ما
77,OK,سيصيب,سيصيب
78,SUB,ابنتها,ابنها
79,OK,من,من
80,SUB,الخير,ابر
81,SUB,سخرت,بحرت
82,OK,من,من
83,SUB,ذلك,ذث
84,OK,ورفعت,ورفعت
85,OK,له,له
86,SUB,كتفيها,دتفها
87,OK,وقالت,وقالت
88,OK,ما,ما
89,OK,حاجة,حاجة
90,OK,خالد,خالد
91,OK,الى,الى
92,OK,ارتفاع,ارتفاع
93,OK,الراتب,الراتب
94,SUB,والى,والي
95,OK,هدايا,هدايا
96,SUB,الناس,النا
97,INS,,ص
98,SUB,والخير,والبر
99,OK,عندنا,عندنا
100,SUB,كثير,دثار
101,INS,,ا
102,OK,وهل,وهل
103,OK,شكا,شكا
104,OK,خالد,خالد
105,OK,او,او
106,OK,احد,احد
107,OK,من,من
108,OK,اهله,اهله
109,OK,تقتيرا,تقتيرا
110,OK,في,في
111,OK,الرزق,الرزق
112,OK,او,او
113,SUB,ضيقا,ضيفا
114,OK,في,في
115,OK,ذات,ذات
116,OK,اليد,اليد
117,SUB,فاذا,فلذا
118,OK,ذكر,ذكر
119,OK,لها,لها
120,OK,ان,ان
121,OK,الشيخ,الشيخ
122,OK,هو,هو
123,OK,الذي,الذي
124,OK,وجد,وجد
125,OK,هذا,هذا
126,OK,العمل,العمل
127,OK,واختار,واختار
128,OK,له,له
129,OK,خالدا,خالدا
130,OK,اخذها,اخذها
