,operation,one,two
0,INS,,٥٣
1,SUB,اظن,اقظ
2,INS,,ب
3,SUB,وارجو,وارجر
4,OK,ان,ان
5,SUB,يكون,يسكون
6,SUB,ظنيصحيحا,فيي
7,INS,,رراى
8,OK,انك,انك
9,SUB,تخدعين,خدعن
10,OK,نفسك,نفسك
11,SUB,ياصديقتي,ناصد
12,INS,,رقتي
13,OK,الخادعة,الخادعة
14,OK,المخدوعة,المخدوعة
15,OK,لست,لست
16,INS,,د
17,DEL,انت,
18,OK,التي,التي
19,OK,تشعر,تشعر
20,OK,بالسعادة,بالسعادة
21,OK,في,في
22,OK,هذه,هذه
23,SUB,العيشة,العشة
24,SUB,الاسيفة,الاسقة
25,SUB,غيرك,عبر
26,INS,,لـ
27,SUB,من,م
28,SUB,النساء,ا
29,INS,,دج
30,DEL,تنعم,
31,SUB,بها,ما
32,OK,وتستطيبها,وتستطيبها
33,SUB,ولكن,ولـكن
34,OK,شقاءك,شقاءك
35,OK,انت,انت
36,SUB,بها,ها
37,INS,,٢
38,OK,لا,لا
39,SUB,يعدله,لعدله
40,SUB,شقاء,شماء
41,OK,انظري,انظري
42,OK,الى,الى
43,SUB,وجهك,وحاك
44,SUB,في,ف
45,OK,المراة,المراة
46,OK,انظري,انظري
47,SUB,الى,ال
48,OK,الم,الم
49,OK,ضميرك,ضميرك
50,OK,الذي,الذي
51,SUB,يبكيك,سكك
52,SUB,كثيرا,ثررا
53,OK,ولا,ولا
54,SUB,ريب,راب
55,SUB,في,فى
56,OK,ساعات,ساعات
57,OK,الوحدة,الوحدة
58,OK,والانفراد,والانفراد
59,SUB,ثم,م
60,OK,اسالي,اسالي
61,SUB,نفسك,تفسك
62,DEL,ما,
63,SUB,نهاية,مااهلية
64,OK,كل,كل
65,OK,هذا,هذا
66,OK,وما,وما
67,OK,العاقبة,العاقبة
68,SUB,وما,و
69,SUB,المصير,ماالمصار
70,OK,لو,لو
71,OK,بقيت,بقيت
72,SUB,على,عل
73,OK,هذه,هذه
74,OK,الحالة,الحالة
75,OK,سنة,سنة
76,OK,واحدة,واحدة
77,SUB,لفقدت,افقدت
78,SUB,جمالك,مايك
79,INS,,ى
80,DEL,في,
81,SUB,عنفوان,كممو
82,INS,,ل
83,SUB,شبابك,شبايك
84,INS,,و
85,SUB,وفقدت,وعلت
86,OK,كل,كل
87,SUB,ثقتك,تقت
88,INS,,بنقسك
89,SUB,واحترامك,واحرامك
90,OK,لشعور,لشعور
91,SUB,الانوثة,اللتاتة
92,OK,الذي,الذي
93,DEL,لا,
94,SUB,سعادة,للسعادة
95,SUB,لامراة,للمراة
96,OK,بغيره,بغيره
97,OK,وماذا,وماذا
98,SUB,في,ف
99,SUB,الحياة,الحملة
100,SUB,بعد,دعد
101,OK,فقد,فقد
102,OK,الثقة,الثقة
103,OK,وفقد,وفقد
104,OK,احترام,احترام
105,OK,الشعور,الشعور
106,DEL,انت,
107,OK,في,في
108,SUB,تلك,تللك
109,SUB,الحالة,الخلية
110,OK,بين,بين
111,OK,اثنتين,اثنتين
112,INS,,ط
113,DEL,اما,
114,OK,ان,ان
115,SUB,تالفي,يللي
116,OK,العيشة,العيشة
117,OK,التي,التي
118,INS,,ت
119,SUB,تؤلمك,لماك
120,OK,الان,الان
121,OK,وهذا,وهذا
122,OK,هو,هو
123,OK,موت,موت
124,OK,النفس,النفس
125,OK,الذي,الذي
126,OK,يموت,يموت
127,INS,,تو
128,INS,,كل
129,DEL,به,
130,SUB,كلسرور,سرور
131,SUB,صحيح,ماح
132,OK,واما,واما
133,OK,ان,ان
134,SUB,تتعذبي,تتعذي
135,OK,بها,بها
136,SUB,ابدا,اردا
137,OK,بغير,بغير
138,OK,عزاء,عزاء
139,SUB,يهون,يهن
140,SUB,عليك,عيبك
141,SUB,فقد,وقدة
142,OK,الصحة,الصحة
143,OK,والنضارة,والنضارة
144,OK,وانت,وانت
145,SUB,انما,اتما
146,SUB,تفرين,تقران
147,INS,,ت
148,DEL,من,
149,OK,العذاب,العذاب
150,OK,وتطلبين,وتطلبين
151,OK,الراحة,الراحة
152,SUB,والاطمئنان,وللاطمثتان
153,DEL,علاج,
154,DEL,الشك,
155,OK,انت,انت
156,OK,تتالمين,تتالمين
157,OK,ولكنك,ولكنك
158,OK,تجهلين,تجهلين
159,DEL,ما,
160,SUB,يدفع,مايدفع
161,OK,عنك,عنك
162,OK,هذا,هذا
163,SUB,الالم,الا
164,SUB,المخيف,المخف
165,SUB,فاذكري,واذكري
166,SUB,نوبات,نوتات
167,SUB,الحيرة,ساره
168,SUB,وتبكيت,واب
169,INS,,ت
170,INS,,ال
171,OK,الضمير,الضمير
172,SUB,التي,الي
173,OK,كانت,كانت
174,OK,تساورك,تساورك
175,OK,حين,حين
176,SUB,تحضرين,حضران
177,OK,الي,الي
178,OK,واذكري,واذكري
179,OK,كيف,كيف
180,OK,كنا,كنا
181,OK,نفترق,نفترق
182,OK,وقد,وقد
183,SUB,هدات,هدلت
184,OK,نفسك,نفسك
185,INS,,بعض
