,operation,one,two
0,INS,,١٤٨
1,OK,فاذا,فاذا
2,OK,اكثر,اكثر
3,SUB,سليم,سل
4,SUB,همت,ههتت
5,DEL,ان,
6,SUB,تظهر,انتظهر
7,OK,غيظها,غيظها
8,DEL,منى,
9,DEL,وكانت,
10,OK,ولكن,ولكن
11,OK,سليما,سليما
12,OK,يضطرها,يضطرها
13,OK,الى,الى
14,OK,الضحك,الضحك
15,OK,حين,حين
16,OK,ينتقل,ينتقل
17,OK,من,من
18,SUB,عمه,مهعل
19,INS,,ا
20,DEL,علي,
21,SUB,الى,لى
22,INS,,ا
23,INS,,بس
24,SUB,ابيها,ها
25,OK,الحاج,الحاج
26,OK,مسعود,مسعود
27,OK,ذلك,ذلك
28,SUB,الذي,الذى
29,OK,اتاح,اتاح
30,SUB,لله,الله
31,OK,له,له
32,OK,تجارة,تجارة
33,OK,رابحة,رابحة
34,OK,وصلاحا,وصلاحا
35,OK,متصلا,متصلا
36,OK,ولكنه,ولكنه
37,DEL,ما,
38,SUB,زال,مازال
39,OK,يجلس,يجلس
40,SUB,على,عل
41,OK,الارض,الارض
42,OK,اذا,اذا
43,OK,اراد,اراد
44,OK,ان,ان
45,SUB,يطعم,يطع
46,INS,,و
47,SUB,وما,ما
48,OK,زال,زال
49,OK,احب,احب
50,OK,الطعام,الطعام
51,SUB,اليه,اليها
52,SUB,الثريد,لنري
53,INS,,دو
54,SUB,والكشك,الكشك
55,OK,يغمس,يغمس
56,OK,فيه,فيه
57,OK,يده,يده
58,OK,الى,الى
59,OK,مرفقه,مرفقه
60,OK,فلا,فلا
61,SUB,تفخري,تفخرى
62,SUB,يا,ياسيلى
63,DEL,سيدتي,
64,SUB,فلم,فله
65,OK,يلدك,يلدك
66,OK,الترك,الترك
67,OK,ولا,ولا
68,OK,انت,انت
69,OK,بنت,بنت
70,OK,المدير,المدير
71,OK,هنالك,هنالك
72,DEL,لا,
73,SUB,تملك,لاتملك
74,OK,الاسرة,الاسرة
75,OK,نفسها,نفسها
76,OK,من,من
77,OK,الضحك,الضحك
78,OK,والاغراق,والاغراق
79,OK,فيه,فيه
80,OK,وكان,وكان
81,OK,سليم,سليم
82,OK,اسرعهم,اسرعهم
83,OK,الى,الى
84,OK,الضحك,الضحك
85,SUB,وابطاهم,وابطاه
86,SUB,في,فى
87,OK,الرجوع,الرجوع
88,OK,الى,الى
89,OK,الجد,الجد
90,OK,لا,لا
91,OK,يسخر,يسخر
92,OK,من,من
93,SUB,الاسرة,الاسره
94,OK,وحدها,وحدها
95,SUB,وانما,وات
96,INS,,ما
97,OK,يسخر,يسخر
98,OK,من,من
99,OK,نفسه,نفسه
100,OK,قبل,قبل
101,OK,ان,ان
102,OK,يسخر,يسخر
103,OK,من,من
104,SUB,اي,اى
105,OK,انسان,انسان
106,OK,اخر,اخر
107,OK,وكان,وكان
108,OK,اشد,اشد
109,OK,الاشياء,الاشياء
110,OK,اثارة,اثارة
111,SUB,للغيظ,للغيظى
112,DEL,في,
113,OK,نفسه,نفسه
114,OK,ان,ان
115,OK,يرى,يرى
116,SUB,الاسرة,الا
117,INS,,سرة
118,OK,تعاف,تعاف
119,OK,الماء,الماء
120,SUB,الكدر,الكدرو
121,SUB,وتحرص,بحرص
122,OK,على,على
123,DEL,شجرة,
124,DEL,البؤس,
125,DEL,ان,
