,operation,one,two
0,INS,,٦
1,OK,ورضا,ورضا
2,OK,اذا,اذا
3,OK,سمعوا,سمعوا
4,SUB,احاديث,احاديت
5,SUB,الشباب,الشبات
6,OK,بذلك,بذلك
7,OK,وقلما,وقلما
8,OK,كانوا,كانوا
9,SUB,يردونهم,يردوهم
10,OK,عن,عن
11,OK,هذا,هذا
12,SUB,الخطا,الحطاالذى
13,DEL,الذي,
14,OK,يصور,يصور
15,OK,مثلا,مثلا
16,OK,نادرا,نادرا
17,SUB,للمودة,لامودة
18,OK,والاخاء,والاخاء
19,OK,وقد,وقد
20,OK,بعدت,بعدت
21,SUB,الاسباب,الاس
22,INS,,بات
23,OK,شيئا,شيئا
24,OK,بين,بين
25,OK,هذين,هذين
26,OK,الصديقين,الصديقين
27,OK,الاخوين,الاخوين
28,OK,حين,حين
29,SUB,بلغ,بلغسله
30,DEL,سليم,
31,OK,رشده,رشده
32,SUB,واسلم,واسله
33,OK,اليه,اليه
34,SUB,علي,علم
35,DEL,ما,
36,SUB,ترك,اترك
37,OK,له,له
38,OK,ابوه,ابوه
39,INS,,و
40,INS,,و
41,SUB,ولم,سلمم
42,DEL,يكن,
43,OK,شيئا,شيئا
44,OK,ذا,ذا
45,OK,غناء,غناء
46,OK,فقد,فقد
47,OK,جد,جد
48,DEL,الفصل,
49,DEL,العاشر,
50,SUB,الفتى,الفيى
51,SUB,واجتهد,واجمهدوا
52,SUB,واصلح,صاح
53,OK,من,من
54,SUB,امره,اهره
55,SUB,واتخذ,واتحذ
56,OK,لنفسه,لنفسه
57,OK,زوجا,زوجا
58,OK,احبها,احبها
59,OK,واحبته,واحبته
60,OK,واقام,واقام
61,SUB,مع,بعام
62,SUB,امراته,راته
63,SUB,في,فى
64,OK,دار,دار
65,OK,خاصة,خاصة
66,OK,به,به
67,OK,مقصورة,مقصورة
68,INS,,ع
69,SUB,عليه,ايه
70,OK,فاذى,فاذى
71,SUB,ذلك,ذكعهبعض
72,DEL,عمه,
73,SUB,بعضالشيء,السىء
74,INS,,و
75,SUB,اول,ال
76,OK,الامر,الامر
77,SUB,ثم,م
78,OK,اطمان,اطمان
79,OK,اليه,اليه
80,SUB,بعد,رعد
81,OK,ذلك,ذلك
82,INS,,ك
83,OK,وكانت,وكانت
84,OK,زبيدة,زبيدة
85,OK,زوج,زوج
86,DEL,سليم,
87,SUB,معتدلة,مسامعتدلة
88,INS,,ابل
89,SUB,الجمال,حمال
90,SUB,ولكنها,ولك
91,INS,,زاك
92,SUB,كانت,انت
93,OK,خفيفة,خفيفة
94,OK,الروح,الروح
95,OK,كثيرة,كثيرة
96,OK,المرح,المرح
97,SUB,والدعابة,والدعاية
98,INS,,ى
99,DEL,في,
100,OK,براءة,براءة
101,OK,وطهر,وطهر
102,OK,وخفر,وخفر
103,INS,,ر
104,SUB,وكانت,وكا
105,INS,,نت
106,SUB,اسباب,اسبا
107,OK,المودة,المودة
108,OK,قد,قد
109,OK,اتصلت,اتصلت
110,DEL,بينها,
111,SUB,وبين,بي
112,SUB,نفيسة,ماوبينفيسةعلم
113,DEL,على,
114,DEL,ما,
115,SUB,كان,اكان
116,SUB,بينهما,بيم
117,INS,,هما
118,OK,من,من
119,OK,اختلاف,اختلاف
120,DEL,في,
121,OK,النشاة,النشاة
122,OK,والتربية,والتربية
123,OK,ومن,ومن
124,OK,اختلاف,اختلاف
125,SUB,في,فى
126,OK,المنظر,المنظر
127,OK,بنوع,بنوع
128,OK,خاص,خاص
129,INS,,ب
130,SUB,فقد,فق
131,INS,,مد
132,OK,نشات,نشات
133,INS,,ى
134,SUB,في,فى
135,OK,القاهرة,القاهرة
136,OK,ونشات,ونشات
137,SUB,مترفة,مير
138,SUB,في,فهى
139,SUB,بيت,نيت
140,SUB,ثروة,ثروه
141,SUB,وغنى,وعى
142,SUB,على,عل
143,OK,حين,حين
144,OK,نشات,نشات
145,OK,زبيدة,زبيدة
146,SUB,في,فى
147,OK,المدينة,المدينة
148,SUB,وفي,و
149,INS,,فى
150,OK,اسرة,اسرة
151,OK,لا,لا
152,OK,تكاد,تكاد
153,OK,تبلغ,تبلغ
154,OK,الطبقة,الطبقة
155,SUB,الوسطى,ا
156,DEL,من,
157,SUB,الناس,اوسطىمنالناسس
158,OK,وكان,وكان
159,OK,الصديقان,الصديقان
160,OK,الاخوان,الاخوان
161,OK,سعيدين,سعيدين
162,OK,بهذه,بهذه
163,DEL,لم,
164,DEL,تكد,
165,DEL,جلنار,
166,OK,المودة,المودة
167,OK,المتصلة,المتصلة
168,OK,بين,بين
169,SUB,زوجيهما,زوج
170,INS,,ما
171,OK,ينتظران,ينتظران
172,SUB,منها,ممها
173,SUB,خيرا,خبرا
174,OK,كثيرا,كثيرا
175,INS,,ا
176,OK,واية,واية
177,SUB,ذلك,ذلاث
178,SUB,ان,انن
179,INS,,جلنارر
180,INS,,لم
181,INS,,تكد
182,OK,تبلغ,تبلغ
183,OK,الشهر,الشهر
184,SUB,السادس,السادب
185,DEL,من,
186,SUB,عمرها,نورهاجى
187,DEL,حتى,
188,SUB,خطبتها,خطب
189,INS,,مها
190,OK,زبيدة,زبيدة
191,SUB,لابنها,لاب
192,INS,,مها
193,OK,سالم,سالم
194,OK,وكان,وكان
195,OK,سالم,سالم
196,SUB,في,ففى
197,INS,,ا
198,INS,,اث
199,SUB,الثانية,اذية
200,DEL,من,
201,SUB,عمره,ونعمرهه
202,SUB,وتضاحكت,وضاحكت
203,SUB,المراتان,المرات
204,INS,,ان
205,SUB,لهذه,هذه
206,SUB,الخطبة,الحطبة
207,OK,وقالت,وقالت
208,OK,نفيسة,نفيسة
209,SUB,لصاحبتها,اصاحب
210,INS,,ماا
211,SUB,انك,اناث
212,SUB,لتسيئين,اتسه
213,INS,,بن
214,OK,الاختيار,الاختيار
215,OK,لابنك,لابنك
216,OK,فاين,فاين
217,OK,انت,انت
218,OK,من,من
219,OK,سميحة,سميحة
220,SUB,وهي,وهى
221,SUB,على,علما
222,DEL,ما,
223,OK,ترين,ترين
224,INS,,ب
225,INS,,ب
226,DEL,من,
227,SUB,جمال,مال
228,OK,ورواء,ورواء
229,OK,قالت,قالت
230,OK,زبيدة,زبيدة
231,SUB,ضاحكة,ضاحكةة
232,OK,ان,ان
233,OK,سميحة,سميحة
234,OK,اكبر,اكبر
235,OK,من,من
236,OK,سالم,سالم
237,SUB,واني,واف
238,OK,ارى,ارى
239,OK,البركة,البركة
240,INS,,ى
241,DEL,في,
242,OK,جلنار,جلنار
243,OK,وان,وان
244,OK,اسمها,اسمها
245,SUB,يعجبني,يعج
246,INS,,بيى
247,INS,,فانه
248,INS,,من
249,INS,,اسماء
250,INS,,ء
251,INS,,الذواتت
252,SUB,وسيسعدني,وسيسعدنى
253,OK,ان,ان
254,OK,اسمع,اسمع
255,SUB,ابني,ابى
256,OK,يدعو,يدعو
257,OK,زوجه,زوجه
258,SUB,فيقول,فيقولل
259,OK,يا,يا
260,OK,جلنار,جلنار
261,DEL,الذوات,
262,DEL,فانه,
263,DEL,من,
264,DEL,اسماء,
265,OK,فاما,فاما
266,OK,سميحة,سميحة
267,DEL,فاسم,
268,SUB,بلدي,فابلدى
269,SUB,كاسمك,كاسم
270,SUB,وكاسمي,كوكا
271,INS,,سمىى
272,SUB,واي,واى
273,SUB,فرق,فرى
274,OK,بين,بين
275,OK,سميحة,سميحة
276,OK,وحميدة,وحميدة
277,SUB,وخديجة,وخديجةة
278,SUB,قلت,قاتل
279,INS,,ثث
280,DEL,لك,
