,operation,one,two
0,INS,,٢
1,OK,والشعائر,والشعائر
2,OK,فلا,فلا
3,SUB,تستولي,تستولى
4,SUB,على,عل
5,INS,,النفس
6,INS,,حى
7,INS,,برسملها
8,INS,,طقوسا
9,OK,وعادات,وعادات
10,OK,تذكر,تذكر
11,OK,الانسان,الانسان
12,OK,بطقوس,بطقوس
13,OK,العقائد,العقائد
14,INS,,و
15,SUB,والعبادات,العبادات
16,DEL,طقوسا,
17,SUB,النفس,فلما
18,INS,,خطر
19,DEL,حتى,
20,DEL,ترسم,
21,OK,لها,لها
22,INS,,سيقصد
23,SUB,الذي,الى
24,SUB,كان,داراصور
25,SUB,الحرم,المتحركة
26,DEL,او,
27,SUB,الى,اوالى
28,OK,ذلك,ذلك
29,DEL,الصور,
30,SUB,المتحركة,الحرم
31,DEL,فلما,
32,DEL,خطر,
33,DEL,له,
34,DEL,ان,
35,DEL,يقصد,
36,SUB,الى,الذى
37,SUB,دار,كان
38,OK,ممنوعا,ممنوعا
39,OK,حتى,حتى
40,OK,ذلك,ذلك
41,OK,المساء,المساء
42,INS,,ـ
43,OK,لم,لم
44,OK,يكتف,يكتف
45,OK,بتذكرة,بتذكرة
46,OK,واحدة,واحدة
47,DEL,بل,
48,SUB,طلب,لطلب
49,OK,له,له
50,OK,تذكرتين,تذكرتين
51,OK,اثنتين,اثنتين
52,OK,وهو,وهو
53,OK,لا,لا
54,SUB,ينوي,ينوى
55,OK,ان,ان
56,SUB,يصطحب,يصطح
57,OK,احدا,احدا
58,OK,ولو,ولو
59,OK,جاءه,جاءه
60,OK,احد,احد
61,SUB,يصطحبه,يصلح
62,INS,,به
63,OK,لفر,لفر
64,SUB,منه,منهكا
65,DEL,كما,
66,OK,يفر,يفر
67,OK,المرء,المرء
68,SUB,من,مرع
69,SUB,غريم,ريم
70,INS,,وقضى
71,SUB,وقضىالوقت,الوقت
72,SUB,الباقي,الباق
73,OK,الى,الى
74,OK,الساعة,الساعة
75,OK,التاسعة,التاسعة
76,OK,في,في
77,OK,قلق,قلق
78,OK,واشتياق,واشتياق
79,OK,كان,كان
80,OK,موعد,موعد
81,SUB,التمثيل,التقثيل
82,OK,هو,هو
83,OK,موعد,موعد
84,OK,اللقاء,اللقاء
85,SUB,المنظور,المنظو
86,DEL,سارة,
87,OK,ثم,ثم
88,OK,بدا,بدا
89,INS,,عرض
90,SUB,عرضالصور,الصور
91,SUB,وهو,ومزء
92,DEL,يزعم,
93,OK,لنفسه,لنفسه
94,OK,انه,انه
95,OK,يشهد,يشهد
96,OK,الرواية,الرواية
97,SUB,ويتتبع,وينتبع
98,OK,الممثلين,الممثلين
99,INS,,و
100,SUB,والممثلات,الممثلات
101,OK,وليس,وليس
102,OK,في,في
103,INS,,ش
104,DEL,خلده,
105,SUB,من,اامتلك
106,DEL,ذلكشيء,
107,OK,الا,الا
108,DEL,كما,
109,SUB,يرى,ايرى
110,OK,الناعس,الناعس
111,SUB,المهموم,المهو
112,SUB,ما,مما
113,OK,حوله,حوله
114,OK,من,من
115,OK,الاشباح,الاشباح
116,OK,او,او
117,OK,يسمع,يسمع
118,OK,ما,ما
119,OK,حوله,حوله
120,OK,من,من
121,OK,الاصداء,الاصداء
122,OK,كل,كل
123,OK,ما,ما
124,OK,يثبت,يثبت
125,SUB,في,فى
126,OK,خلده,خلده
127,SUB,منها,منهاابها
128,DEL,انها,
129,OK,اشباح,اشباح
130,SUB,وانها,واها
131,OK,اصداء,اصداء
132,SUB,ثم,ام
133,OK,جاءت,جاءت
134,OK,فترة,فترة
135,OK,الاستراحة,الاستراحة
136,OK,فاذا,فاذا
137,SUB,بالفتى,الفتى
138,SUB,الذي,الذى
139,OK,يبيع,يبيع
140,OK,هناك,هناك
141,OK,بعض,بعض
142,OK,الحلوى,الحلوى
143,OK,والمرطبات,والمرطبات
144,OK,مقبل,مقبل
145,OK,عليه,عليه
146,DEL,في,
147,DEL,دهشة,
148,SUB,واستفهام,فدهشةواستفهاميس
149,SUB,يساله,اله
150,OK,اكنت,اكنت
151,OK,مسافرا,مسافرا
152,DEL,يا,
153,SUB,بك,بابك
154,DEL,وقبل,
155,SUB,ان,وفلان
156,DEL,يسمع,
157,SUB,الجواب,نعالجوا
158,SUB,اسرع,باسرع
159,OK,فقال,فقال
160,OK,ان,ان
161,OK,السيدة,السيدة
162,OK,كانت,كانت
163,OK,هنا,هنا
164,OK,في,في
165,OK,حفلة,حفلة
166,OK,الغروب,الغروب
167,OK,واذا,واذا
168,SUB,بصاحبنا,بصاحنا
169,OK,يساله,يساله
170,SUB,وهو,وهر
171,DEL,لا,
172,SUB,يقصد,لايقصد
173,OK,السؤال,السؤال
174,OK,ولو,ولو
175,OK,فكر,فكر
176,OK,في,في
177,OK,سؤاله,سؤاله
178,OK,قبل,قبل
179,OK,ان,ان
180,OK,يلفظ,يلفظ
181,OK,به,به
182,SUB,لكتمه,لكتم
183,INS,,هو
184,SUB,واخفاه,اخفاه
