,operation,one,two
0,DEL,المسز,
1,SUB,فولرتون,المسزفولرتون
2,OK,بالطبع,بالطبع
3,SUB,ساؤيدك,ساؤ
4,INS,,يدك
5,OK,بكل,بكل
6,OK,ما,ما
7,SUB,في,فومى
8,DEL,وسعي,
9,SUB,ولكن,دلهن
10,OK,لا,لا
11,OK,استطيع,استطيع
12,OK,ان,ان
13,SUB,اخترع,اخر
14,SUB,شيئا,عشية
15,SUB,كلير,ككير
16,OK,الا,الا
17,SUB,تدعينني,تدع
18,INS,,مننا
19,SUB,اجيء,جيء
20,OK,اليك,اليك
21,OK,قليلا,قليلا
22,SUB,حتى,حى
23,OK,اجد,اجد
24,SUB,قدمي,قدى
25,SUB,المسز,المسزف
26,SUB,فولرتون,ولربونت
27,SUB,تفاجا,فاجاف
28,SUB,فلا,لا
29,OK,يسعها,يسعها
30,OK,الا,الا
31,OK,ان,ان
32,OK,تنظر,تنظر
33,OK,الى,الى
34,OK,ناحية,ناحية
35,OK,المستر,المستر
36,SUB,فولرتون,فوارن
37,INS,,ود
38,SUB,الذي,الذى
39,SUB,يحدق,عدق
40,SUB,في,فى
41,SUB,وجه,وجهك
42,SUB,كلير,ليروه
43,DEL,وهو,
44,SUB,يحادث,ويجاد
45,INS,,ث
46,OK,اخاها,اخاها
47,DEL,المسز,
48,SUB,فولرتون,المسزفولرتون
49,OK,بالطبع,بالطبع
50,OK,والمسالة,والمسالة
51,OK,الوحيدة,الوحيدة
52,SUB,هي,هى
53,SUB,كلير,كاير
54,OK,بابتسام,بابتسام
55,OK,خفيف,خفيف
56,OK,حسن,حسن
57,OK,جدا,جدا
58,SUB,يا,يادو
59,DEL,دولي,
60,SUB,لن,لاناجى
61,DEL,اجيء,
62,SUB,المسز,المسزفولرت
63,SUB,فولرتون,وذل
64,DEL,لا,
65,SUB,تقدمي,انقد
66,SUB,على,بى
67,INS,,لثى
68,DEL,شيء,
69,SUB,فيه,فمه
70,INS,,ع
71,SUB,مجازفة,واوز
72,SUB,فانك,تظن
73,SUB,شديدة,كشدددة
74,SUB,المجازفة,المجازوة
75,SUB,احيانا,ايا
76,SUB,وينبغي,اويد
77,INS,,بشى
78,OK,ان,ان
79,INS,,تح
80,SUB,تتفاهمي,فامسى
81,OK,لا,لا
82,SUB,ان,انت
83,DEL,تتركي,
84,SUB,اثارا,فكاثا
85,SUB,كلير,كلي
86,SUB,اساوم,راسا
87,INS,,وم
88,INS,,ت
89,OK,تهز,تهز
90,OK,راسها,راسها
91,SUB,اتفاهم,اتفام
92,INS,,م
93,OK,على,على
94,OK,اي,اي
95,SUB,شيء,مىء
96,INS,,٤
97,OK,ان,ان
98,SUB,الذي,الذى
99,DEL,لا,
100,SUB,يزال,لازال
101,SUB,يطلبه,يطلبهمى
102,DEL,مني,
103,SUB,هو,هرت
104,SUB,تماما,عاما
105,OK,ما,ما
106,OK,اكره,اكره
107,OK,ان,ان
108,OK,اعطيه,اعطيه
109,SUB,المسز,المسزفول
110,SUB,فولرتون,رنون
111,INS,,ـ
112,SUB,ولكن,واكني
113,DEL,يا,
114,SUB,كلير,اكر
115,SUB,كلير,كل
116,SUB,كلا,يركلا
117,INS,,اد
118,DEL,يا,
119,SUB,دوللي,ولى
120,SUB,حتى,حى
121,OK,انت,انت
122,OK,لا,لا
123,OK,تفهمين,تفهمين
124,SUB,اننا,انن
125,SUB,طول,اول
126,OK,النهار,النهار
127,SUB,ابعد,اب
128,INS,,ود
129,OK,ما,ما
130,SUB,يكون,بكون
131,OK,احدنا,احدنا
132,OK,عن,عن
133,OK,الاخر,الاخر
134,OK,ولا,ولا
135,OK,نزال,نزال
136,OK,حسن,حسن
137,OK,هذا,هذا
138,OK,اليس,اليس
139,OK,كذلك,كذلك
140,OK,اذا,اذا
141,OK,كان,كان
142,OK,للواحدة,للواحدة
143,OK,روح,روح
144,SUB,المسز,المسزفوا
145,DEL,فولرتون,
146,SUB,ان,رنونان
147,OK,هذا,هذا
148,SUB,فظيع,فظيحة
149,SUB,حقيقة,يةة
150,SUB,كلير,ككر
151,OK,اظن,اظن
152,OK,ان,ان
153,OK,هناك,هناك
154,OK,نساء,نساء
155,SUB,كثيرات,كثيرا
156,SUB,يشعرن,تشعرنا
157,DEL,كما,
158,SUB,اشعر,ادعر
159,OK,ومع,ومع
160,OK,ذلك,ذلك
161,OK,يحتملن,يحتملن
162,OK,اما,اما
163,OK,انا,انا
164,SUB,فان,تظن
165,SUB,في,فذمى
166,DEL,نفسي,
167,SUB,شيئا,ييا
168,OK,قد,قد
169,OK,انقطع,انقطع
170,OK,انتهى,انتهى
171,OK,لا,لا
172,OK,استطيع,استطيع
173,OK,ان,ان
174,SUB,احتمل,احتملا
175,DEL,اكثر,
176,SUB,من,كمن
177,OK,زمن,زمن
178,SUB,معين,مين
179,SUB,تتناول,نتناول
180,OK,زهرة,زهرة
181,OK,من,من
182,SUB,ثيابها,ثياها
183,SUB,وفجاة,وجاة
184,SUB,تمزقها,مزقها
185,OK,وهذه,وهذه
186,INS,,مى
187,DEL,هي,
188,OK,العلامة,العلامة
189,OK,الوحيدة,الوحيدة
190,SUB,على,لى
191,SUB,تاثرها,تامرها
192,SUB,المسز,المسزفولرتو
193,SUB,فولرتون,ن
194,SUB,اسمعي,الممى
195,SUB,يا,ي
196,SUB,كلير,اكار
197,OK,ان,ان
198,OK,هذا,هذا
199,OK,لا,لا
200,SUB,ينفع,يتهمج
201,DEL,يجب,
202,SUB,ان,بان
203,SUB,تستريحي,تستري
204,INS,,محى
205,OK,الا,الا
206,SUB,يستطيع,يستطييع
207,OK,اخوك,اخوك
208,OK,ان,ان
209,SUB,ياخذك,ياخذكم
210,SUB,معه,ع
211,INS,,ه
212,OK,الى,الى
213,OK,الهند,الهند
214,OK,زمنا,زمنا
215,OK,ما,ما
216,DEL,الفصل,
217,DEL,الاول,
218,SUB,كلير,كل
219,INS,,يرسلا
220,SUB,تهز,تمز
221,SUB,راسها,راسهاهان
222,DEL,ان,
223,SUB,ريجي,رجى
224,OK,يعيش,يعيش
225,SUB,على,ملى
226,OK,مرتبه,مرتبه
227,SUB,المسز,المسزف
228,SUB,فولرتون,وارتون
229,OK,بنظرة,بنظرة
230,SUB,من,ظان
231,SUB,نظراتها,رما
232,SUB,السريعة,السر
233,INS,,بهة
234,OK,اذن,اذن
235,OK,كان,كان
236,OK,هذا,هذا
237,OK,المستر,المستر
238,INS,,ما
239,SUB,ماليس,ليس
240,INS,,فو
241,SUB,فولرتون,لرتون
242,OK,مقبلا,مقبلا
243,SUB,عليهما,عليه
244,INS,,ما
245,OK,اقول,اقول
246,OK,لك,لك
247,OK,يا,يا
248,INS,,ء
249,SUB,مسز,س
250,INS,,ز
251,SUB,ديدموند,ديدم
252,INS,,وند
253,OK,الا,الا
254,OK,تغنين,تغنين
255,SUB,لي,لى
256,SUB,تلك,ت
257,DEL,الاغنية,
258,SUB,لو,لا
259,DEL,تركتني,
260,DEL,اكون,
261,SUB,النحلة,كالاغيهة
262,DEL,الواقفة,
263,OK,الصغيرة,الصغيرة
264,SUB,التي,التى
265,SUB,انشدتها,ان
266,INS,,شد
267,INS,,ما
268,INS,,اى
269,DEL,تلك,
270,OK,الليلة,الليلة
271,INS,,اؤى
272,INS,,اع
273,INS,,هو
274,INS,,١٨
