,operation,one,two
0,SUB,نعم,ام
1,SUB,ماليس,الوسافنع
2,DEL,اني,
3,DEL,فخور,
4,SUB,باني,وربانى
5,SUB,قدمت,ودمت
6,OK,لك,لك
7,OK,هذه,هذه
8,SUB,النصيحة,النصييحة
9,OK,متى,متى
10,SUB,صممت,صممتم
11,SUB,على,لى
12,OK,ذلك,ذلك
13,SUB,كلير,كل
14,INS,,ير
15,INS,,ـ
16,SUB,في,فى
17,OK,صباح,صباح
18,OK,اليوم,اليوم
19,SUB,التالي,التالى
20,OK,لليلة,لليلة
21,SUB,التي,الى
22,INS,,بص
23,SUB,نصحتني,حتى
24,SUB,فيها,فما
25,SUB,ماليس,ما
26,INS,,لي
27,SUB,وماذا,سوماذا
28,SUB,فعلت,ومات
29,SUB,كلير,كار
30,INS,,ـ
31,OK,ذهبت,ذهبت
32,OK,الى,الى
33,SUB,ابي,اى
34,OK,وكنت,وكنت
35,OK,اعرف,اعرف
36,OK,انه,انه
37,OK,سيتالم,سيتالم
38,OK,جدا,جدا
39,SUB,ولكني,ولكن
40,OK,اعتقدت,اعتقدت
41,SUB,ان,اذفوس
42,DEL,في,
43,DEL,وسعي,
44,SUB,ان,مىانا
45,SUB,اجعله,جعله
46,OK,يفهم,يفهم
47,OK,لا,لا
48,SUB,فائدة,فاثدة
49,OK,لقد,لقد
50,INS,,ك
51,SUB,كان,ان
52,SUB,رقيقا,رقية
53,SUB,جدا,اجدا
54,SUB,ولكنه,واكنه
55,OK,لم,لم
56,OK,يفهم,يفهم
57,INS,,ما
58,SUB,ماليسبرقة,ايس
59,INS,,ـ
60,SUB,نحن,برقةعن
61,SUB,الانجليز,الاج
62,SUB,نحب,ازب
63,OK,الحرية,الحرية
64,OK,فيمن,فيمن
65,SUB,ليسوا,ايسوا
66,SUB,منا,من
67,SUB,نعم,اذم
68,SUB,كلير,لر
69,INS,,ـ
70,SUB,كان,كن
71,OK,هذا,هذا
72,SUB,فظيعا,فظيم
73,INS,,اف
74,SUB,فهناك,هنا
75,SUB,الاطفال,كالاطفال
76,SUB,ومربيتي,ومبيبى
77,OK,العجوز,العجوز
78,OK,كلا,كلا
79,OK,لا,لا
80,OK,استطيع,استطيع
81,SUB,ابدا,ابدة
82,OK,ان,ان
83,SUB,اعيش,اعي
84,SUB,في,شفيت
85,DEL,بيت,
86,SUB,ابي,اى
87,SUB,الان,الا
88,SUB,فانهم,نفاهم
89,OK,خليقون,خليقون
90,OK,ان,ان
91,SUB,يظنوا,يظوا
92,SUB,اني,اي
93,SUB,كنت,كنتك
94,SUB,كلا,لا
95,OK,مستحيل,مستحيل
96,SUB,تماما,عاما
97,OK,فعزمت,فعزمت
98,SUB,على,علانا
99,DEL,ان,
100,SUB,ارجع,رجع
101,OK,لمالك,لمالك
102,SUB,رقي,رق
103,SUB,ثم,مما
104,SUB,جاء,ء
105,SUB,هو,هونه
106,DEL,نفسه,
107,SUB,لم,سهم
108,OK,استطع,استطع
109,OK,صبرا,صبرا
110,OK,على,على
111,OK,هذا,هذا
112,OK,لم,لم
113,OK,اطق,اطق
114,OK,ان,ان
115,SUB,احمل,اعلال
116,DEL,الى,
117,SUB,بيته,بيتها
118,SUB,ثانية,ذمة
119,SUB,وان,واناسة
120,SUB,استانف,اذفت
121,SUB,تلك,لا
122,SUB,الحياة,كالحهاه
123,OK,من,من
124,OK,جديد,جديد
125,OK,كلا,كلا
126,INS,,٠
127,DEL,لم,
128,SUB,استطع,ماستطعاندا
129,DEL,ابدا,
130,OK,فانتظرت,فانتظرت
131,OK,ان,ان
132,OK,تتاح,تتاح
133,SUB,لي,لى
134,OK,فرصة,فرصة
135,SUB,ثم,مم
136,OK,ركبت,ركبت
137,OK,القطار,القطار
138,SUB,ونزلت,وزات
139,SUB,في,فى
140,OK,فندق,فندق
141,SUB,ماليس,الرسرا
142,SUB,برافو,فو
143,DEL,كلير,
144,SUB,لا,ل
145,INS,,ر
146,SUB,ادري,لاادري
147,OK,ليس,ليس
148,SUB,عندي,عندى
149,OK,ذرة,ذرة
150,OK,من,من
151,OK,الشجاعة,الشجاعة
152,OK,هذا,هذا
153,OK,الصباح,الصباح
154,OK,ان,ان
155,SUB,علي,على
