,operation,one,two
0,INS,,ه
1,OK,اما,اما
2,OK,انت,انت
3,OK,فتذوقينها,فتذوقينها
4,OK,باليقظة,باليقظة
5,SUB,يبقى,يمق
6,SUB,العرش,المرش
7,OK,الجاريجاري,الجاريجاري
8,OK,متقلقلا,متقلقلا
9,OK,الى,الى
10,OK,ان,ان
11,OK,تستوي,تستوي
12,OK,انت,انت
13,OK,عليه,عليه
14,OK,والدولة,والدولة
15,SUB,تبقى,تبق
16,OK,قلقة,قلقة
17,OK,الى,الى
18,OK,ان,ان
19,SUB,تقبضيعلى,تقبضي
20,INS,,على
21,INS,,صو
22,SUB,صولجانها,لجاها
23,SUB,هلم,هل
24,OK,انتقلي,انتقلي
25,OK,من,من
26,OK,هذا,هذا
27,SUB,العرش,المرش
28,SUB,المملوء,المماره
29,OK,من,من
30,OK,المخاوف,المخاوف
31,OK,والانذارات,والانذارات
32,OK,الى,الى
33,OK,العرش,العرش
34,SUB,المطمئن,المطمن
35,OK,الوطيد,الوطيد
36,OK,والشعب,والشعب
37,OK,الجاريجاري,الجاريجاري
38,OK,ماذا,ماذا
39,OK,يقول,يقول
40,SUB,يغتبط,يغتمط
41,SUB,عظيم,عظ
42,OK,الاغتباط,الاغتباط
43,OK,اذ,اذ
44,OK,يعد,يعد
45,SUB,جلوسك,جاوسك
46,SUB,على,عل
47,OK,عرشه,عرشه
48,OK,انتصارا,انتصارا
49,OK,لالهه,لالهه
50,SUB,ودسائس,ودمالاى
51,SUB,كهنتكم,كبنته
52,SUB,تحبط,محبط
53,OK,لدى,لدى
54,OK,انتصار,انتصار
55,OK,الههم,الههم
56,OK,وهل,وهل
57,SUB,يجهل,يجل
58,SUB,شعبك,شمبك
59,OK,ماذا,ماذا
60,OK,يكون,يكون
61,OK,حقد,حقد
62,OK,الامازونيات,الامازونيات
63,OK,وغضبهن,وغضبهن
64,OK,وهن,وهن
65,SUB,اللواتي,اللاواي
66,OK,قد,قد
67,SUB,دوخن,دو
68,INS,,عن
69,OK,الاقطار,الاقطار
70,OK,وفتحن,وفتحن
71,OK,الامصار,الامصار
72,SUB,تنحل,تنول
73,SUB,قوتهن,قو
74,INS,,ن
75,OK,حالما,حالما
76,OK,يبرز,يبرز
77,SUB,كيوبد,كيو
78,INS,,بد
79,OK,لهن,لهن
80,SUB,بسهامه,بسامه
81,SUB,ويحي,وجي
82,OK,من,من
83,SUB,ينقذني,ينقدي
84,OK,من,من
85,OK,غضب,غضب
86,OK,اجكس,اجكس
87,OK,وارس,وارس
88,OK,العظيمين,العظيمين
89,INS,,٩
90,OK,لا,لا
91,OK,يتجاوز,يتجاوز
92,OK,غضبهما,غضبهما
93,OK,حدود,حدود
94,OK,بنطس,بنطس
95,DEL,وسحر,
96,SUB,كيوبد,وسحركيوبد
97,OK,يخبلهما,يخبلهما
98,OK,ويشل,ويشل
99,OK,عضلات,عضلات
100,SUB,الامازونيات,الامازونسات
101,SUB,كما,ا
102,OK,شل,شل
103,OK,عضلاتك,عضلاتك
104,SUB,فاعتنقي,اعتنق
105,OK,دين,دين
106,SUB,كيوبد,كيو
107,INS,,بد
108,SUB,فهو,فبو
109,OK,اقوى,اقوى
110,OK,الالهة,الالهة
111,SUB,واوسعها,واوسع
112,OK,سلطانا,سلطانا
113,OK,وافعلها,وافعلها
114,OK,سحرا,سحرا
115,OK,وامنحها,وامنحها
116,OK,للسعادة,للسعادة
117,OK,والهناء,والهناء
118,OK,هو,هو
119,OK,اله,اله
120,SUB,جميع,مججيع
121,SUB,البشر,البشرابدلي
122,DEL,ابدلي,
123,OK,الها,الها
124,SUB,باله,بالو
125,OK,وعرشا,وعرشا
126,SUB,بعرش,بعرض
127,SUB,وحياة,وحداة
