,operation,one,two
0,DEL,الفصل,
1,DEL,السادسعشر,
2,OK,قالت,قالت
3,SUB,زبيدة,زيادة
4,OK,لزوجها,لزوجها
5,SUB,سليم,سلم
6,OK,لقد,لقد
7,SUB,سمعتك,ممعتك
8,OK,تتحدث,تتحدث
9,OK,الى,الى
10,OK,خالد,خالد
11,OK,امس,امس
12,OK,بان,بان
13,OK,اكثر,اكثر
14,OK,اهل,اهل
15,OK,النار,النار
16,OK,من,من
17,OK,النساء,النساء
18,OK,قال,قال
19,SUB,سليم,سيم
20,OK,وهو,وهو
21,SUB,يتكلف,يتكيف
22,OK,الغضب,الغضب
23,SUB,فقد,وقد
24,OK,كنت,كنت
25,OK,تتسمعين,تتسمعين
26,SUB,علينا,عيبنا
27,OK,اذا,اذا
28,SUB,قالت,قللت
29,SUB,زبيدة,زيادة
30,OK,لا,لا
31,SUB,ولله,والله
32,OK,ما,ما
33,OK,تسمعت,تسمعت
34,SUB,عليكما,عليكا
35,OK,ولا,ولا
36,SUB,احتجت,ان
37,SUB,الى,الي
38,OK,ان,ان
39,OK,اتسمع,اتسمع
40,SUB,اليكما,الاكا
41,SUB,فقد,وقد
42,OK,كان,كان
43,SUB,حديثكما,حداتها
44,OK,عاليا,عاليا
45,OK,مرتفعا,مرتفعا
46,SUB,يسمعه,سمعه
47,OK,من,من
48,INS,,ق
49,DEL,في,
50,OK,الدار,الدار
51,OK,ويسمعه,ويسمعه
52,OK,من,من
53,OK,يمر,يمر
54,SUB,بها,بيا
55,INS,,ق
56,DEL,في,
57,OK,الطريق,الطريق
58,OK,كان,كان
59,OK,خالد,خالد
60,OK,فخورا,فخورا
61,OK,مغتبطا,مغتبطا
62,OK,لانه,لانه
63,SUB,سمع,مم
64,OK,هذا,هذا
65,SUB,الحديث,الحد
66,INS,,يث
67,OK,من,من
68,OK,شيخه,شيخه
69,OK,فاقبل,فاقبل
70,OK,فرحا,فرحا
71,OK,به,به
72,OK,يعيده,يعيده
73,OK,عليك,عليك
74,OK,وقبلته,وقبلته
75,OK,انت,انت
76,OK,راضيا,راضيا
77,OK,مسرورا,مسرورا
78,OK,كان,كان
79,OK,لك,لك
80,OK,عند,عند
81,OK,النساء,النساء
82,OK,ثارا,ثارا
83,SUB,ثم,م
84,OK,مضيت,مضيت
85,OK,تفسره,تفسره
86,SUB,وتعلله,وتعييه
87,OK,وتزيد,وتزيد
88,OK,فيه,فيه
89,OK,قال,قال
90,SUB,سليم,سلم
91,OK,وهو,وهو
92,OK,مغرق,مغرق
93,OK,في,في
94,OK,الضحك,الضحك
95,OK,وماذا,وماذا
96,OK,فهمت,فهمت
97,OK,من,من
98,OK,هذا,هذا
99,OK,كله,كله
100,OK,قالت,قالت
101,OK,زبيدة,زبيدة
102,OK,فهمت,فهمت
103,OK,ان,ان
104,OK,النساء,النساء
105,OK,كافرات,كافرات
106,OK,للنعمة,للنعمة
107,SUB,جاحدات,جاحدلت
108,SUB,للجميل,للحمال
109,OK,مضيعات,مضيعات
110,SUB,للمعروف,ليمعروف
111,SUB,تحسنون,تحسئون
112,OK,اليهن,اليهن
113,SUB,فيفرحن,ويفرحن
114,SUB,ثم,مم
115,SUB,يسرع,يهرع
116,OK,اليهن,اليهن
117,OK,النسيان,النسيان
118,OK,فهن,فهن
119,OK,لا,لا
120,OK,يذكرن,يذكرن
121,SUB,لكم,ل
122,SUB,خيرا,خبرا
123,OK,ولا,ولا
124,OK,يعرفن,يعرفن
125,DEL,لكم,
126,SUB,جميلا,جمالا
127,OK,وهن,وهن
128,OK,مع,مع
129,SUB,ذلك,ذلث
130,INS,,ذا
131,SUB,ذاكرات,كرات
132,INS,,للشر
133,SUB,للشرحافظات,حافظات
134,OK,للسيئة,للسيئة
135,OK,لا,لا
136,OK,يكاد,يكاد
137,OK,زوج,زوج
138,OK,المراة,المراة
139,SUB,منهن,مهن
140,OK,يؤذيها,يؤذيها
141,SUB,بالهين,بلهان
142,OK,او,او
143,SUB,العظيم,العظام
144,OK,من,من
145,OK,الامر,الامر
146,SUB,حتى,جى
147,SUB,تنسى,تندي
148,OK,حبه,حبه
149,OK,لها,لها
150,SUB,وبره,ويرويها
151,DEL,لها,
152,OK,وما,وما
153,OK,قدم,قدم
154,OK,اليها,اليها
155,OK,من,من
156,SUB,معروف,معرو
157,OK,وتاخذه,وتاخذه
158,SUB,بسيئات,بساثات
159,OK,لا,لا
160,OK,تحصى,تحصى
161,SUB,فاثمهن,وانمهن
162,SUB,الاعظم,اللعظ
163,INS,,وحر
164,SUB,وجريمتهن,يمهن
165,OK,الكبرى,الكبرى
166,OK,هي,هي
167,OK,هذا,هذا
168,SUB,العقوق,العقاق
169,OK,واي,واي
170,SUB,اثم,اتم
171,SUB,اعظم,اعظر
172,SUB,من,ن
173,OK,العقوق,العقوق
174,OK,وكفران,وكفران
175,OK,النعمة,النعمة
176,OK,وهن,وهن
177,OK,من,من
178,OK,اجل,اجل
179,OK,ذلك,ذلك
180,OK,يصرن,يصرن
181,SUB,الى,الي
182,OK,النار,النار
183,SUB,فيؤلفن,ويؤلفن
184,OK,من,من
185,OK,اهلها,اهلها
186,OK,الكثرة,الكثرة
187,OK,الساحقة,الساحقة
188,OK,قال,قال
189,SUB,سليم,سلام
190,OK,وهو,وهو
191,OK,لا,لا
192,OK,يكاد,يكاد
193,OK,يفيق,يفيق
194,OK,من,من
195,OK,ضحكه,ضحكه
196,OK,وهل,وهل
197,SUB,تنكرين,تذكرين
198,OK,ذلك,ذلك
199,OK,او,او
