,operation,one,two
0,INS,,٤٣
1,SUB,والتسبيح,والتسميع
2,SUB,لله,الله
3,OK,اكبر,اكبر
4,OK,كبيرا,كبيرا
5,OK,والحمد,والحمد
6,OK,لله,لله
7,OK,كثيرا,كثيرا
8,OK,وسبحان,وسبحان
9,SUB,لله,الله
10,OK,وتعالى,وتعالى
11,OK,بكرة,بكرة
12,OK,واصيلا,واصيلا
13,SUB,ثم,م
14,SUB,تحول,محول
15,OK,الى,الى
16,OK,ابنه,ابنه
17,OK,وهو,وهو
18,OK,يقول,يقول
19,INS,,ل
20,OK,اصبح,اصبح
21,SUB,بخير,جار
22,OK,يا,يا
23,SUB,ابني,ا
24,SUB,ما,ا
25,OK,وراءك,وراءك
26,OK,قال,قال
27,OK,الفتى,الفتى
28,OK,في,في
29,OK,صوت,صوت
30,SUB,منخفض,منخمض
31,INS,,ض
32,OK,اصبح,اصبح
33,SUB,بخير,يجار
34,OK,يا,يا
35,OK,ابت,ابت
36,INS,,ت
37,OK,ان,ان
38,SUB,ورائي,وراف
39,OK,الا,الا
40,OK,خير,خير
41,SUB,فقد,وقد
42,OK,الم,الم
43,SUB,بنفيسة,بنفاسة
44,SUB,بعض,بعضن
45,SUB,المرض,المرفر
46,OK,قال,قال
47,OK,علي,علي
48,INS,,ى
49,OK,وما,وما
50,OK,ذاك,ذاك
51,OK,قال,قال
52,OK,خالد,خالد
53,INS,,د
54,INS,,ا
55,SUB,احسب,حسب
56,OK,ان,ان
57,SUB,طائفا,طاثفا
58,OK,من,من
59,OK,الشيطان,الشيطان
60,OK,قد,قد
61,SUB,مسها,مسيا
62,SUB,ثم,م
63,SUB,قص,وص
64,OK,على,على
65,OK,ابيه,ابيه
66,SUB,الخبر,االدارو
67,SUB,في,ميقصا
68,DEL,جمل,
69,SUB,قصار,اا
70,INS,,ر
71,SUB,والشيخ,و
72,INS,,سبح
73,SUB,يصغي,يصغى
74,OK,اليه,اليه
75,OK,في,في
76,SUB,شيء,ثيا
77,SUB,من,هن
78,SUB,الوجوم,الوحام
79,INS,,م
80,OK,فلما,فلما
81,SUB,فرغ,ارع
82,SUB,الفتى,الذي
83,OK,من,من
84,OK,حديثه,حديثه
85,OK,لم,لم
