,operation,one,two
0,OK,ينال,ينال
1,OK,منها,منها
2,SUB,ما,مالا
3,DEL,لا,
4,OK,تنال,تنال
5,SUB,ولا,ول
6,SUB,تستضعف,استضع
7,SUB,عزيمتك,زبمتات
8,OK,هذا,هذا
9,OK,الاستضعاف,الاستضعاف
10,OK,المهين,المهين
11,OK,وانت,وانت
12,OK,رجل,رجل
13,OK,ذو,ذو
14,SUB,عزيمة,عزم
15,INS,,هو
16,SUB,ومضاء,مضاء
17,OK,فاذا,فاذا
18,DEL,موعد,
19,OK,عاودتك,عاودتك
20,SUB,الشكوك,اشكوك
21,OK,فانت,فانت
22,OK,قادر,قادر
23,OK,على,على
24,OK,قطع,قطع
25,OK,العلاقة,العلاقة
26,OK,بينك,بينك
27,OK,وبينها,وبينها
28,DEL,كما,
29,SUB,قطعتها,كاقطعتها
30,OK,من,من
31,OK,قبل,قبل
32,OK,والا,والا
33,OK,فانت,فانت
34,SUB,رابح,راح
35,OK,ما,ما
36,INS,,ا
37,INS,,سه
38,SUB,استرجعت,رجعت
39,OK,من,من
40,SUB,متعة,ودعه
41,OK,وسرور,وسرور
42,SUB,عزيمتي,عزيى
43,SUB,واين,داينهم
44,SUB,هي,زيى
45,DEL,عزيمتي,
46,SUB,ان,اركنت
47,DEL,كانت,
48,SUB,لا,لاتن
49,SUB,تنجدني,جدى
50,SUB,في,فيمذا
51,DEL,هذا,
52,OK,النزاع,النزاع
53,OK,العنيف,العنيف
54,SUB,انها,اما
55,OK,تنجدك,تنجدك
56,OK,في,في
57,OK,كل,كل
58,OK,حين,حين
59,OK,ولكنك,ولكنك
60,OK,انت,انت
61,OK,لا,لا
62,INS,,تر
63,SUB,تريدها,بدها
64,SUB,الان,الا
65,INS,,ن
66,OK,لا,لا
67,SUB,تريد,تربد
68,SUB,عزيمة,عزمة
69,OK,الجفاء,الجفاء
70,SUB,والقطيعة,والقمامعة
71,SUB,ومتى,ومى
72,OK,اردتها,اردتها
73,OK,غدا,غدا
74,SUB,فهي,فهى
75,OK,حاضرة,حاضرة
76,OK,لديك,لديك
77,SUB,وهي,وى
78,DEL,في,
79,SUB,كل,فكل
80,OK,ساعة,ساعة
81,SUB,طوع,طو
82,SUB,يديك,عبديك
83,INS,,و
84,SUB,ومع,مع
85,OK,هذا,هذا
86,OK,الا,الا
87,OK,يشوقك,يشوقك
88,DEL,ان,
89,SUB,تستمع,انتستمع
90,OK,الى,الى
91,SUB,حديثها,حديث
92,INS,,ب
93,SUB,عن,اعن
94,INS,,ان
95,SUB,ايام,ام
96,OK,القطيعة,القطيعة
97,SUB,بينكما,بينا
98,SUB,الا,الاوز
99,DEL,يجوز,
100,OK,ان,ان
101,OK,تفسر,تفسر
102,OK,لك,لك
103,INS,,بعض
104,SUB,بعضالغوامض,الموامض
105,SUB,وتريك,وريك
106,OK,من,من
107,SUB,البواطن,البون
108,SUB,ما,ماينةض
109,SUB,ينقضالظواهر,الظواهر
110,INS,,و
111,SUB,وتصف,بصف
112,INS,,ا
113,INS,,اثم
114,DEL,لك,
115,DEL,من,
116,OK,حالها,حالها
117,SUB,في,فى
118,SUB,غيابها,غياها
119,OK,عنك,عنك
120,SUB,ما,مايك
121,INS,,و
122,DEL,يهمك,
123,SUB,ولو,لو
124,OK,من,من
125,OK,باب,باب
126,OK,الدراسة,الدراسة
127,OK,والاستقصاء,والاستقصاء
128,OK,وتعاقبت,وتعاقبت
129,SUB,الساعات,الساع
130,SUB,ساعة,اتساءة
131,DEL,بعد,
132,SUB,ساعة,بعدساعة
133,DEL,في,
134,SUB,هذا,فىهذا
135,SUB,الحوار,احوارا
136,SUB,الحثيث,حميت
137,OK,ولا,ولا
138,OK,قرار,قرار
139,OK,وتناول,وتناول
140,SUB,صاحبنا,صاحنا
141,OK,غداءه,غداءه
142,OK,ولا,ولا
143,OK,قرار,قرار
144,OK,وجاءت,وجاءت
145,OK,الساعة,الساعة
146,OK,الرابعة,الرابعة
147,OK,ولا,ولا
148,OK,قرار,قرار
149,SUB,نعم,لعر
150,DEL,لا,
151,SUB,قرار,لامرار
152,SUB,فيما,فها
153,SUB,يشعر,يشهر
154,OK,به,به
155,SUB,صاحبنا,صاح
156,INS,,من
157,SUB,او,ااو
158,SUB,صاحبانا,صحاب
159,INS,,انا
160,INS,,ا
161,SUB,المتحاوران,لتحاوران
162,OK,على,على
163,OK,اصح,اصح
164,OK,التعبيرين,التعبيرين
165,OK,غير,غير
166,OK,ان,ان
167,SUB,الذي,الذى
168,OK,حدث,حدث
169,SUB,بعد,لحد
170,OK,ذلك,ذلك
171,SUB,يدل,بدل
172,OK,دلالة,دلالة
173,OK,لا,لا
174,OK,شك,شك
175,SUB,فيها,فيي
176,SUB,على,اعل
177,DEL,ان,
178,SUB,الانسان,ارالانسان
179,OK,يقرر,يقرر
180,OK,ما,ما
181,SUB,ينويه,ينوه
182,OK,وهو,وهو
183,OK,لا,لا
184,OK,يشعر,يشعر
185,OK,ولا,ولا
186,OK,يعترف,يعترف
187,OK,بشعوره,بشعوره
188,OK,بل,بل
189,SUB,يدل,بدل
190,SUB,على,عل
191,OK,ان,ان
192,OK,صاحبينا,صاحبينا
193,SUB,المتحاورين,المتحاورن
194,OK,لم,لم
195,OK,ينفردا,ينفردا
196,OK,بالميدان,بالميدان
197,SUB,فيما,في
198,INS,,ا
