,operation,one,two
0,INS,,٧
1,INS,,اسرار
2,INS,,الايات
3,OK,كرمنا,كرمنا
4,SUB,بني,بنى
5,OK,ادم,ادم
6,OK,الاية,الاية
7,OK,فكذا,فكذا
8,OK,جعل,جعل
9,OK,قوة,قوة
10,OK,العقل,العقل
11,OK,والمعرفة,والمعرفة
12,OK,غاية,غاية
13,OK,وجود,وجود
14,OK,الانسان,الانسان
15,OK,والغرض,والغرض
16,OK,منه,منه
17,OK,اذ,اذ
18,OK,ليس,ليس
19,OK,فضل,فضل
20,OK,الانسان,الانسان
21,OK,بقوة,بقوة
22,OK,الجسم,الجسم
23,OK,فالفيل,فالفيل
24,OK,والبعير,والبعير
25,OK,اقوى,اقوى
26,OK,منه,منه
27,OK,اجساما,اجساما
28,OK,ولا,ولا
29,OK,بطول,بطول
30,OK,البقاء,البقاء
31,SUB,في,فى
32,OK,الدنيا,الدنيا
33,OK,فالنسر,فالنسر
34,OK,والفيل,والفيل
35,OK,اطول,اطول
36,OK,منه,منه
37,OK,عمرا,عمرا
38,OK,ولا,ولا
39,OK,بقوة,بقوة
40,OK,الغضب,الغضب
41,OK,وشدة,وشدة
42,OK,البطش,البطش
43,OK,فالاسد,فالاسد
44,OK,والنمر,والنمر
45,SUB,منه,من
46,SUB,اشد,هاشد
47,OK,بطشا,بطشا
48,OK,ولا,ولا
49,OK,باللباس,باللباس
50,INS,,و
51,SUB,والزينة,الزينة
52,OK,فالطاوس,فالطاوس
53,OK,والدراج,والدراج
54,OK,احسن,احسن
55,OK,منه,منه
56,OK,لباسا,لباسا
57,OK,ولا,ولا
58,OK,بقوة,بقوة
59,OK,النكاح,النكاح
60,OK,فالحمار,فالحمار
61,INS,,و
62,SUB,والعصفور,العصفور
63,OK,اقوى,اقوى
64,OK,منه,منه
65,OK,نكاحا,نكاحا
66,OK,ولا,ولا
67,OK,بكثرة,بكثرة
68,OK,الذهب,الذهب
69,OK,والفضة,والفضة
70,OK,فالمعادن,فالمعادن
71,OK,والجبال,والجبال
72,OK,اكثر,اكثر
73,OK,منه,منه
74,OK,ذهبا,ذهبا
75,OK,وفضة,وفضة
76,OK,وما,وما
77,OK,احسن,احسن
78,OK,قول,قول
79,OK,الشاعر,الشاعر
80,SUB,لو,لولا
81,DEL,لا,
82,OK,العقول,العقول
83,OK,لكان,لكان
84,OK,ادنى,ادنى
85,SUB,ضيغم,ضيغمادنى
86,SUB,ادنى,ا
87,SUB,الى,لـى
88,OK,شرف,شرف
89,OK,من,من
90,OK,الانسان,الانسان
91,OK,لما,لما
92,OK,تفاضلت,تفاضلت
93,OK,النفوس,النفوس
94,OK,ودبرت,ودبرت
95,SUB,ايدي,ايدى
96,OK,الكماة,الكماة
97,SUB,عوالي,عوالى
98,OK,المران,المران
99,OK,وليس,وليس
100,OK,فضل,فضل
101,OK,الناس,الناس
102,OK,على,على
103,OK,غيره,غيره
104,OK,بعنصره,بعنصره
105,OK,الموجود,الموجود
106,OK,منه,منه
107,OK,كما,كما
108,OK,زعم,زعم
109,OK,ابليس,ابليس
110,OK,اللعين,اللعين
111,OK,حيث,حيث
112,OK,قال,قال
113,SUB,خلقتني,خلقتنى
114,OK,من,من
115,OK,نار,نار
116,OK,وخلقته,وخلقته
117,OK,من,من
118,OK,طين,طين
119,OK,بل,بل
120,OK,ذلك,ذلك
121,OK,بما,بما
122,OK,خصه,خصه
123,OK,الله,الله
124,SUB,تعالى,نعالى
125,OK,من,من
126,OK,المعنى,المعنى
127,SUB,الذي,الذى
128,OK,ضمنه,ضمنه
129,OK,فيه,فيه
130,OK,والامر,والامر
131,SUB,الذي,الذى
132,OK,اعطاه,اعطاه
133,OK,له,له
134,OK,وبه,وبه
135,OK,استحق,استحق
136,OK,سجدة,سجدة
137,OK,الملائكة,الملائكة
138,OK,فاشار,فاشار
139,OK,اليه,اليه
140,OK,بقوله,بقوله
141,OK,تعالى,تعالى
142,OK,فاذا,فاذا
143,OK,سويته,سويته
144,OK,ونفخت,ونفخت
145,OK,فيه,فيه
146,OK,من,من
147,SUB,روحي,روحى
148,OK,فقعوا,فقعوا
149,OK,له,له
150,OK,ساجدين,ساجدين
151,OK,والملئكة,والملئكة
152,OK,لما,لما
153,OK,تنبهوا,تنبهوا
154,OK,بذلك,بذلك
155,OK,فاذعنوا,فاذعنوا
156,OK,وسجدوا,وسجدوا
157,OK,له,له
158,OK,كما,كما
159,OK,امرهم,امرهم
160,OK,الله,الله
161,INS,,و
162,SUB,وابليس,ابليس
163,OK,لما,لما
164,OK,نظر,نظر
165,OK,ظاهر,ظاهر
166,OK,ادم,ادم
167,SUB,ومبدا,ومبدء
168,OK,امره,امره
169,OK,تغلظ,تغلظ
170,OK,وتعامى,وتعامى
171,OK,فيما,فيما
172,OK,ذكره,ذكره
173,OK,الله,الله
174,INS,,نع
175,SUB,تعالى,الى
176,INS,,و
177,SUB,ولم,لم
178,OK,يتامل,يتامل
179,OK,المعنى,المعنى
180,SUB,الذي,الذى
181,OK,ضمنه,ضمنه
182,OK,الله,الله
183,OK,فيه,فيه
184,OK,والعاقبة,والعاقبة
185,SUB,التي,التى
186,OK,حوله,حوله
187,OK,الله,الله
188,OK,اليها,اليها
189,SUB,ابى,ايى
190,OK,واستكبر,واستكبر
191,OK,وقد,وقد
192,OK,اقتدى,اقتدى
193,SUB,بابليس,باب
194,INS,,ليس
195,OK,الكفار,الكفار
196,SUB,في,فى
197,OK,رد,رد
198,OK,الانبياء,الانبياء
199,OK,حيث,حيث
200,OK,قالوا,قالوا
201,OK,ما,ما
202,OK,هذا,هذا
203,OK,الا,الا
204,OK,بشر,بشر
205,OK,مثلكم,مثلكم
206,OK,يريد,يريد
207,OK,ان,ان
208,OK,يتفضل,يتفضل
209,OK,عليكم,عليكم
210,OK,وقوله,وقوله
211,SUB,ما,وما
212,OK,لهذا,لهذا
213,OK,الرسول,الرسول
214,OK,ياكل,ياكل
215,OK,الطعام,الطعام
216,SUB,ويمشي,ويمشى
217,SUB,في,فى
218,OK,الاسواق,الاسواق
219,OK,ونبه,ونبه
220,OK,الله,الله
221,OK,تعالى,تعالى
222,OK,ان,ان
223,OK,الاعتبار,الاعتبار
224,OK,بفضلهم,بفضلهم
225,OK,ليس,ليس
226,OK,بظاهر,بظاهر
227,OK,ابدانهم,ابدانهم
228,OK,وانما,وانما
229,OK,ذلك,ذلك
230,OK,لمعنى,لمعنى
231,OK,مستودع,مستودع
232,SUB,في,فى
233,OK,نفوسهم,نفوسهم
234,OK,تعمى,تعمى
235,OK,الكفار,الكفار
236,OK,عنها,عنها
237,SUB,فقال,فقالو
238,SUB,وتراهم,نريهم
239,OK,ينظرون,ينظرون
240,OK,اليك,اليك
241,OK,وهم,وهم
242,OK,لا,لا
243,OK,يبصرون,يبصرون
244,SUB,اي,اى
245,OK,لا,لا
246,OK,يعرفون,يعرفون
247,OK,ما,ما
248,OK,فضلهم,فضلهم
249,OK,الله,الله
250,OK,به,به
251,OK,ومن,ومن
252,OK,يؤت,يؤت
253,OK,الحكمة,الحكمة
254,OK,فقد,فقد
255,SUB,اوتي,اوتى
256,OK,خيرا,خيرا
257,OK,كثيرا,كثيرا
258,OK,وما,وما
259,OK,يذكر,يذكر
260,OK,الا,الا
261,OK,اولوا,اولوا
262,OK,الالباب,الالباب
263,INS,,ذ
264,SUB,ذلك,لك
265,OK,فضل,فضل
266,OK,الله,الله
267,OK,يؤتيه,يؤتيه
268,OK,من,من
269,OK,يشاء,يشاء
270,OK,والله,والله
271,OK,ذو,ذو
272,OK,الفضل,الفضل
273,OK,العظيم,العظيم
