,operation,one,two
0,INS,,١٢
1,OK,المشاهد,المشاهد
2,SUB,القديمة,القدمةبعد
3,DEL,بعد,
4,OK,سنة,سنة
5,OK,او,او
6,OK,سنتين,سنتين
7,OK,من,من
8,SUB,عرضها,عرضيا
9,OK,في,في
10,OK,المسارح,المسارح
11,OK,الكبيرة,الكبيرة
12,SUB,وشهدا,وشهد
13,SUB,هناك,اهتاك
14,SUB,رواية,رواة
15,OK,هزلية,هزلية
16,INS,,عن
17,SUB,عنصياد,صياد
18,SUB,فاشل,فاش
19,SUB,يستعيضمن,ليستعيض
20,INS,,من
21,OK,فشله,فشله
22,OK,في,في
23,SUB,الصيد,الصد
24,SUB,بالمبالغة,بالما
25,INS,,لغة
26,OK,في,في
27,OK,الوصف,الوصف
28,OK,والحكاية,والحكاية
29,OK,فكان,فكان
30,OK,يرفع,يرفع
31,OK,البندقية,البندقية
32,OK,ويطلق,ويطلق
33,OK,الطلقة,الطلقة
34,OK,الواحدة,الواحدة
35,OK,في,في
36,OK,اتجاه,اتجاه
37,OK,واحد,واحد
38,OK,فيقع,فيقع
39,OK,الطير,الطير
40,DEL,على,
41,SUB,يمينه,عليمينه
42,OK,وشماله,وشماله
43,OK,من,من
44,SUB,جميع,يع
45,OK,الجوانب,الجوانب
46,OK,ويظل,ويظل
47,OK,يتساقط,يتساقط
48,OK,من,من
49,OK,هنا,هنا
50,OK,وهناك,وهناك
51,OK,الى,الى
52,OK,ما,ما
53,OK,بعد,بعد
54,OK,اطلاق,اطلاق
55,SUB,البندقية,الند
56,INS,,قرة
57,SUB,بلحظة,لحظة
58,OK,غير,غير
59,OK,قصيرة,قصيرة
60,OK,فقال,فقال
61,SUB,لها,لمها
62,OK,اليس,اليس
63,OK,الاحسن,الاحسن
64,SUB,والابرع,والارع
65,OK,ان,ان
66,OK,يسقط,يسقط
67,OK,هذا,هذا
68,OK,الطير,الطير
69,OK,مشويا,مشويا
70,SUB,على,عل
71,OK,الاطباق,الاطباق
72,OK,فضحكت,فضحكت
73,OK,طويلا,طويلا
74,SUB,وقالت,وقاات
75,OK,اتذكر,اتذكر
76,OK,انك,انك
77,OK,قلت,قلت
78,OK,هذه,هذه
79,OK,الكلمة,الكلمة
80,OK,بعينها,بعينها
81,SUB,عندما,عند
82,INS,,ما
83,SUB,شهدنا,شهدناهـذه
84,DEL,هذه,
85,SUB,الرواية,اووايةفاليل
86,DEL,في,
87,SUB,البلد,الر
88,SUB,للمرة,ة
89,SUB,الاولى,الاولا
90,DEL,اهو,
91,DEL,انت,
92,OK,ولا,ولا
93,OK,يندر,يندر
94,OK,ان,ان
95,OK,يسمع,يسمع
96,OK,منها,منها
97,OK,اثناء,اثناء
98,SUB,التمثيل,القثيل
99,OK,كلمات,كلمات
100,OK,سريعة,سريعة
101,INS,,ول
102,SUB,وتعليقات,عليقات
103,INS,,ميت
104,SUB,مبتدرة,درة
105,OK,تكشف,تكشف
106,SUB,بها,ما
107,OK,على,على
108,OK,غير,غير
109,OK,قصد,قصد
110,OK,منها,منها
111,INS,,ـ
112,OK,عن,عن
113,SUB,اعمق,اعق
114,SUB,اعماق,اصاق
115,OK,المراة,المراة
116,OK,وتهزا,وتهزا
117,OK,فيها,فيها
118,OK,بالرياء,بالرياء
119,SUB,الانثوي,الا
120,INS,,تثوي
121,OK,الذي,الذي
122,OK,يبدو,يبدو
123,OK,في,في
124,OK,خجل,خجل
125,OK,المراة,المراة
126,OK,وامتناعها,وامتناعها
127,DEL,من,
128,OK,ذلك,ذلك
129,SUB,انهما,اهم
130,SUB,شهدا,اشهدا
131,SUB,رواية,رواة
132,OK,من,من
133,OK,روايات,روايات
134,OK,الثورات,الثورات
135,OK,يبدو,يبدو
136,SUB,فيها,فيا
137,OK,طريد,طريد
138,SUB,جريح,جرج
139,SUB,مهدد,مهددا
140,SUB,الحياة,لحاة
141,OK,بجراحه,بجراحه
142,SUB,ومهدد,ومهددا
143,SUB,الحياة,لحاة
144,SUB,بمطاردة,مطاردة
145,OK,اعدائه,اعدائه
146,OK,وقد,وقد
147,OK,لاذ,لاذ
148,SUB,باحد,احد
149,OK,البيوت,البيوت
150,OK,فاكرمه,فاكرمه
151,OK,اهل,اهل
152,SUB,البيت,الميت
153,OK,وكتموا,وكتموا
154,OK,امره,امره
155,OK,وتعهدته,وتعهدته
156,SUB,بالعلاج,بالحلاج
157,OK,فتاة,فتاة
158,SUB,فيما,في
159,INS,,يا
160,OK,دون,دون
161,OK,العشرين,العشرين
162,OK,من,من
163,OK,العمر,العمر
164,OK,سليمة,سليمة
165,OK,القلب,القلب
166,OK,وسيمة,وسيمة
167,OK,الطلعة,الطلعة
