,operation,one,two
0,INS,,سسس
1,OK,منهما,منهما
2,DEL,فيقول,
3,DEL,مولانا,
4,DEL,وماذا,
5,DEL,تصنع,
6,DEL,بكل,
7,DEL,هذه,
8,DEL,فيقول,
9,DEL,احد,
10,DEL,الاعضاء,
11,OK,ذات,ذات
12,OK,سبع,سبع
13,OK,طبقات,طبقات
14,SUB,فى,في
15,OK,شارع,شارع
16,OK,الملكة,الملكة
17,SUB,نازلى,نازلي
18,INS,,ى
19,INS,,ويقال
20,INS,,احد
21,INS,,الاعضاء
22,INS,,ء
23,INS,,وماذا
24,INS,,تصنع
25,INS,,بكل
26,INS,,هذه
27,INS,,الثروة
28,INS,,٤
29,INS,,٤
30,INS,,فبقول
31,INS,,ل
32,INS,,لا
33,SUB,اوه,ااه
34,OK,لا,لا
35,OK,اصنع,اصنع
36,OK,شيئا,شيئا
37,INS,,ا
38,OK,كل,كل
39,OK,ما,ما
40,OK,زاد,زاد
41,OK,على,على
42,SUB,حاجاتى,حاجاتي
43,OK,الضرورية,الضرورية
44,OK,جدا,جدا
45,OK,اضيفه,اضيفه
46,INS,,الى
47,INS,,المدخر
48,INS,,ر
49,SUB,فيقول,وتقول
50,SUB,الثروة,اللجنة
51,INS,,ة
52,OK,شىء,شىء
53,OK,جميل,جميل
54,INS,,ل
55,OK,اهذا,اهذا
56,OK,رايك,رايك
57,OK,فيما,فيما
58,SUB,ينبغى,ينبغي
59,OK,ان,ان
60,OK,يصنع,يصنع
61,OK,المرء,المرء
62,OK,بالمال,بالمال
63,DEL,فتقول,
64,DEL,اللجنة,
65,DEL,الى,
66,DEL,المدخر,
67,DEL,فاقول,
68,DEL,ردا,
69,DEL,على,
70,OK,لا,لا
71,SUB,باس,يا
72,OK,اسالوا,اسالوا
73,OK,احمد,احمد
74,SUB,اى,اي
75,OK,العبد,العبد
76,OK,الخاضع,الخاضع
77,OK,المطيع,المطيع
78,INS,,ـ
79,OK,ماذا,ماذا
80,OK,يكفيه,يكفيه
81,DEL,احمد,
82,SUB,فتقول,واقول
83,INS,,ردا
84,INS,,على
85,SUB,اللجنة,السؤال
86,INS,,ل
87,OK,اوه,اوه
88,SUB,يكفينى,يكفيني
89,OK,القليل,القليل
90,INS,,ل
91,OK,خمسون,خمسون
92,OK,الفا,الفا
93,INS,,ا
94,SUB,كفاية,كفلتة
95,INS,,ة
96,SUB,اعنى,اعتى
97,SUB,مؤقتا,مؤقتاا
98,DEL,السؤال,
99,SUB,فاقبض,وتقول
100,SUB,المبلغ,اللجنة
101,INS,,ة
102,DEL,واشكرهم,
103,SUB,وافرك,احمد
104,DEL,يدى,
105,OK,هذا,هذا
106,OK,رجل,رجل
107,OK,يحسن,يحسن
108,OK,انفاق,انفاق
109,OK,المال,المال
110,INS,,ل
111,OK,اعطوه,اعطوه
112,OK,ما,ما
113,SUB,يطلب,يطيب
114,INS,,ب
115,INS,,واقيض
116,INS,,المبلغ
117,INS,,واشكرهم
118,INS,,وافرك
119,INS,,يدي
120,INS,,واقول
121,INS,,ل
122,OK,اذا,اذا
123,OK,سمحتم,سمحتم
124,OK,لى,لى
125,OK,يا,يا
126,OK,حضرات,حضرات
127,SUB,الاعضاء,الاعضائ
128,SUB,الموقرين,المو
129,INS,,قرين
130,INS,,ن
131,SUB,استاذنكم,استاذتكم
132,SUB,فى,في
133,OK,لفت,لفت
134,OK,نظركم,نظركم
135,OK,الى,الى
136,INS,,رجل
137,INS,,يعرف
138,INS,,كيف
139,INS,,يععلىىيارع
140,INS,,جدا
141,INS,,في
142,INS,,الانفاق
143,INS,,ق
144,SUB,واقول,ويسال
145,INS,,احدهم
146,INS,,م
147,OK,من,من
148,OK,هذا,هذا
149,OK,قل,قل
150,OK,بسرعة,بسرعة
151,INS,,ة
152,SUB,فيسال,واقول
153,DEL,احدهم,
154,SUB,رجل,ل
155,DEL,يعرف,
156,DEL,كيف,
157,DEL,يعطى,
158,SUB,بارع,انة
159,SUB,جدا,المازني
160,SUB,فى,ى
161,INS,,فبقول
162,SUB,الانفاق,ل
163,OK,اه,اه
164,OK,صحيح,صحيح
165,INS,,ح
166,OK,كيف,كيف
167,OK,نسيناه,نسيناه
168,INS,,ه
169,OK,هاتوه,هاتوه
170,OK,حالا,حالا
171,INS,,ا
172,SUB,علينا,عيانا
173,SUB,به,ته
174,OK,اقبضوا,اقبضوا
175,DEL,فيقول,
176,SUB,انه,عليه
177,SUB,المازنى,فى
178,INS,,حيثما
179,SUB,فاقول,تجدونه
180,INS,,ه
181,SUB,فيقبض,فاقبض
182,OK,عليك,عليك
183,OK,الشرطة,الشرطة
184,SUB,ويجرونك,وبحرانك
185,OK,مصفدا,مصفدا
186,OK,الى,الى
187,SUB,اللجنة,اللحنة
188,SUB,فيضحك,فاضحك
189,SUB,عليه,الاعضاء
190,INS,,ويقولون
191,INS,,ن
192,INS,,خذ
193,INS,,خذ
194,DEL,فى,
195,SUB,حيثما,ايضا
196,INS,,ا
197,DEL,تجدونه,
198,OK,فتخرج,فتخرج
199,SUB,معى,معي
200,OK,مسرورا,مسرورا
201,OK,وتروح,وتروح
202,SUB,تنفق,تزقق
203,OK,باليمين,باليمين
204,DEL,خذ,
205,DEL,خذ,
206,DEL,خذ,
207,DEL,ايضا,
208,DEL,الاعضاء,
209,DEL,ويقولون,
210,OK,وبالشمال,وبالشمال
211,OK,حتى,حتى
212,OK,يحين,يحين
213,OK,موعد,موعد
214,OK,الامتحان,الامتحان
215,SUB,التالى,التالي
216,INS,,ى
217,OK,ما,ما
218,OK,قولك,قولك
219,INS,,فقلت
220,INS,,وانا
221,INS,,اضحك
222,INS,,ك
223,OK,شىء,شىء
224,OK,عظيم,عظيم
225,OK,جدا,جدا
226,INS,,ا
227,SUB,ولكن,ويكن
228,OK,الى,الى
229,OK,ان,ان
230,OK,يتيسر,يتيسر
231,OK,ان,ان
232,SUB,تلى,تلي
233,OK,امور,امور
234,OK,الناس,الناس
235,OK,ماذا,ماذا
236,INS,,ا
237,SUB,فقلت,وقال
238,DEL,وانا,
239,DEL,اضحك,
240,DEL,تصنع,
241,SUB,البحث,ل
242,DEL,عن,
243,DEL,الذهب,
244,OK,اه,اه
245,OK,هذه,هذه
246,SUB,هى,هي
247,OK,المسالة,المسالة
248,INS,,ة
249,OK,ما,ما
250,SUB,رايك,راتك
251,OK,انت,انت
252,SUB,فقال,قلت
253,INS,,ت
254,OK,يمكننا,يمكننا
255,OK,ان,ان
256,SUB,نكسب,تكسب
257,OK,الورقة,الورقة
258,OK,الاولى,الاولى
259,OK,الرابحة,الرابحة
260,OK,من,من
261,SUB,يانصيب,تانصاب
262,OK,المواساة,المواساة
263,OK,او,او
264,OK,اليانصيب,اليانصيب
265,DEL,قلت,
266,SUB,الارلندى,اللرلندي
267,INS,,ى
268,INS,,قال
269,INS,,ل
270,OK,هذا,هذا
271,OK,ممكن,ممكن
272,INS,,ن
273,OK,ولكن,ولكن
274,OK,ذلك,ذلك
275,OK,يتطلب,يتطلب
276,OK,ان,ان
277,OK,ننتظر,ننتظر
278,DEL,بضعة,
279,OK,شهور,شهور
280,OK,والعجلة,والعجلة
281,OK,من,من
282,DEL,قال,
283,OK,الشيطان,الشيطان
284,INS,,ن
285,INS,,قلت
286,INS,,ت
287,OK,صدقت,صدقت
288,OK,يمكن,يمكن
289,OK,ان,ان
290,OK,نخترع,نخترع
291,OK,شيئا,شيئا
292,OK,ونحتكر,ونحتكر
293,SUB,بيعه,باهو
294,INS,,ـ
295,SUB,وصنعه,وصنعة
296,OK,بالطبع,بالطبع
297,INS,,ـ
298,DEL,قلت,
299,SUB,فنغتنى,فتغتذي
300,INS,,ى
301,INS,,٤
302,INS,,٢
