,operation,one,two
0,INS,,٨٦
1,OK,يوشك,يوشك
2,OK,ان,ان
3,OK,يكون,يكون
4,OK,دارا,دارا
5,OK,مستقلة,مستقلة
6,INS,,وت
7,SUB,وكان,ان
8,OK,حريصا,حريصا
9,OK,ان,ان
10,OK,يقرهن,يقرهن
11,OK,في,في
12,OK,هذه,هذه
13,OK,الناحية,الناحية
14,OK,ليعشن,ليعشن
15,OK,بمعزل,بمعزل
16,OK,عن,عن
17,OK,هذه,هذه
18,OK,الضوضاء,الضوضاء
19,SUB,التي,الى
20,SUB,تمتلئ,متليه
21,DEL,بها,
22,SUB,داره,اداره
23,SUB,والتي,والب
24,SUB,تاتي,ىتاى
25,OK,من,من
26,OK,نسائه,نسائه
27,OK,المختصمات,المختصمات
28,OK,دائما,دائما
29,OK,ومن,ومن
30,OK,بنيه,بنيه
31,OK,وبناته,وبناته
32,OK,الذين,الذين
33,OK,لم,لم
34,OK,يكونوا,يكونوا
35,OK,يعرفون,يعرفون
36,OK,السكون,السكون
37,OK,وقال,وقال
38,OK,خالد,خالد
39,OK,لابيه,لابيه
40,OK,وهما,وهما
41,OK,يتحدثان,يتحدثان
42,OK,في,في
43,OK,ذلك,ذلك
44,OK,انه,انه
45,OK,لراي,لراي
46,SUB,صائب,صائبس
47,SUB,سيكن,يكن
48,OK,مستقلات,مستقلات
49,OK,او,او
50,OK,كالمستقلات,كالمستقلات
51,OK,ولن,ولن
52,OK,ترى,ترى
53,OK,نفيسة,نفيسة
54,SUB,السلم,السل
55,OK,فليس,فليس
56,OK,في,في
57,OK,هذا,هذا
58,SUB,الجناح,الحناهسة
59,DEL,سلم,
60,OK,ولن,ولن
61,SUB,تلقى,تلو
62,OK,جنية,جنية
63,OK,البيت,البيت
64,SUB,هذه,هذ
65,INS,,ه
66,OK,المجرمة,المجرمة
67,SUB,التي,الئى
68,OK,تسكن,تسكن
69,OK,حنايا,حنايا
70,SUB,السلم,السل
71,SUB,وتسعى,وتسي
72,OK,بالفساد,بالفساد
73,OK,بين,بين
74,DEL,شجرة,
75,DEL,البؤس,
76,SUB,الازواج,الازواح
77,OK,قال,قال
78,OK,ذلك,ذلك
79,OK,وهو,وهو
80,OK,يضحك,يضحك
81,OK,ضحكا,ضحكا
82,OK,حزينا,حزينا
83,OK,قال,قال
84,SUB,علي,علوس
85,SUB,وستقيم,تقي
86,SUB,معهن,عهن
87,OK,قال,قال
88,OK,خالد,خالد
89,OK,اما,اما
90,OK,هذه,هذه
91,OK,فلا,فلا
92,OK,فان,فان
93,OK,نفيسة,نفيسة
94,OK,لا,لا
95,OK,تصلح,تصلح
96,OK,لي,لي
97,OK,زوجا,زوجا
98,OK,ولا,ولا
99,OK,تقدر,تقدر
100,SUB,على,عل
101,OK,عشرتي,عشرتي
102,OK,الم,الم
103,OK,تر,تر
104,OK,اليها,اليها
105,OK,تحتجب,تحتجب
106,OK,من,من
107,INS,,د
108,SUB,دوني,وفي
109,SUB,انها,اه
110,INS,,ا
111,OK,لا,لا
112,OK,تكاد,تكاد
113,SUB,تعلم,تعل
114,SUB,بمقدمي,بمقدي
115,INS,,عي
116,DEL,حتى,
117,SUB,تلقي,تلى
118,OK,على,على
119,OK,راسها,راسها
120,OK,ووجهها,ووجهها
121,OK,ما,ما
122,SUB,يسترهما,يسررهما
123,SUB,وانها,وا
124,INS,,س
125,INS,,ا
126,OK,لا,لا
127,OK,تتحدث,تتحدث
128,DEL,الي,
129,SUB,الا,الىالاها
130,DEL,همسا,
131,OK,ومن,ومن
132,OK,طرف,طرف
133,SUB,لسانها,لساها
134,SUB,واني,وانى
135,INS,,لا
136,SUB,لاوجه,وجه
137,OK,القول,القول
138,OK,اليها,اليها
139,OK,فلا,فلا
140,OK,تملك,تملك
141,OK,ان,ان
142,SUB,تجيبني,تجة
