,operation,one,two
0,INS,,١٢
1,OK,المشاهد,المشاهد
2,INS,,ال
3,SUB,القديمة,قدمة
4,OK,بعد,بعد
5,OK,سنة,سنة
6,OK,او,او
7,OK,سنتين,سنتين
8,OK,من,من
9,SUB,عرضها,عرضيا
10,OK,في,في
11,OK,المسارح,المسارح
12,OK,الكبيرة,الكبيرة
13,SUB,وشهدا,وشهد
14,SUB,هناك,اهناك
15,SUB,رواية,رواة
16,OK,هزلية,هزلية
17,INS,,عن
18,SUB,عنصياد,صياد
19,OK,فاشل,فاشل
20,SUB,يستعيضمن,يستعيض
21,INS,,من
22,OK,فشله,فشله
23,OK,في,في
24,SUB,الصيد,الصد
25,SUB,بالمبالغة,بالما
26,INS,,لغة
27,OK,في,في
28,OK,الوصف,الوصف
29,OK,والحكاية,والحكاية
30,OK,فكان,فكان
31,OK,يرفع,يرفع
32,OK,البندقية,البندقية
33,OK,ويطلق,ويطلق
34,OK,الطلقة,الطلقة
35,OK,الواحدة,الواحدة
36,OK,في,في
37,OK,اتجاه,اتجاه
38,OK,واحد,واحد
39,OK,فيقع,فيقع
40,OK,الطير,الطير
41,SUB,على,عل
42,OK,يمينه,يمينه
43,OK,وشماله,وشماله
44,OK,من,من
45,DEL,جميع,
46,SUB,الجوانب,يعالجوانب
47,OK,ويظل,ويظل
48,OK,يتساقط,يتساقط
49,OK,من,من
50,OK,هنا,هنا
51,OK,وهناك,وهناك
52,OK,الى,الى
53,OK,ما,ما
54,OK,بعد,بعد
55,OK,اطلاق,اطلاق
56,SUB,البندقية,التدقرةلحظة
57,DEL,بلحظة,
58,OK,غير,غير
59,OK,قصيرة,قصيرة
60,OK,فقال,فقال
61,SUB,لها,لمها
62,OK,اليس,اليس
63,OK,الاحسن,الاحسن
64,INS,,و
65,SUB,والابرع,الار
66,INS,,ع
67,OK,ان,ان
68,OK,يسقط,يسقط
69,OK,هذا,هذا
70,OK,الطير,الطير
71,OK,مشويا,مشويا
72,SUB,على,عل
73,OK,الاطباق,الاطباق
74,OK,فضحكت,فضحكت
75,OK,طويلا,طويلا
76,SUB,وقالت,وقاات
77,OK,اتذكر,اتذكر
78,OK,انك,انك
79,OK,قلت,قلت
80,SUB,هذه,هذة
81,OK,الكلمة,الكلمة
82,OK,بعينها,بعينها
83,OK,عندما,عندما
84,SUB,شهدنا,شهدناه
85,SUB,هذه,ـذه
86,SUB,الرواية,اوواية
87,SUB,في,ف
88,SUB,البلد,البلال
89,SUB,للمرة,ر
90,INS,,ة
91,SUB,الاولى,الاولا
92,DEL,اهو,
93,DEL,انت,
94,OK,ولا,ولا
95,OK,يندر,يندر
96,OK,ان,ان
97,OK,يسمع,يسمع
98,OK,منها,منها
99,OK,اثناء,اثناء
100,SUB,التمثيل,القثي
101,SUB,كلمات,لكلمات
102,OK,سريعة,سريعة
103,INS,,ولعل
104,SUB,وتعليقات,يقات
105,OK,مبتدرة,مبتدرة
106,OK,تكشف,تكشف
107,INS,,م
108,SUB,بها,ا
109,OK,على,على
110,OK,غير,غير
111,OK,قصد,قصد
112,OK,منها,منها
113,INS,,ـ
114,OK,عن,عن
115,SUB,اعمق,اعق
116,SUB,اعماق,اصا
117,INS,,ق
118,OK,المراة,المراة
119,OK,وتهزا,وتهزا
120,OK,فيها,فيها
121,OK,بالرياء,بالرياء
122,SUB,الانثوي,الات
123,INS,,ثاي
124,OK,الذي,الذي
125,OK,يبدو,يبدو
126,OK,في,في
127,OK,خجل,خجل
128,OK,المراة,المراة
129,OK,وامتناعها,وامتناعها
130,DEL,من,
131,OK,ذلك,ذلك
132,SUB,انهما,اهم
133,SUB,شهدا,اشهدا
134,SUB,رواية,رواة
135,OK,من,من
136,OK,روايات,روايات
137,OK,الثورات,الثورات
138,OK,يبدو,يبدو
139,SUB,فيها,في
140,INS,,ا
141,OK,طريد,طريد
142,SUB,جريح,جرجم
143,SUB,مهدد,هدد
144,SUB,الحياة,الحاة
145,OK,بجراحه,بجراحه
146,SUB,ومهدد,ومهددا
147,SUB,الحياة,لحاة
148,SUB,بمطاردة,مطاردة
149,SUB,اعدائه,اعداءه
150,OK,وقد,وقد
151,OK,لاذ,لاذ
152,SUB,باحد,احد
153,OK,البيوت,البيوت
154,OK,فاكرمه,فاكرمه
155,OK,اهل,اهل
156,SUB,البيت,الميت
157,OK,وكتموا,وكتموا
158,OK,امره,امره
159,OK,وتعهدته,وتعهدته
160,SUB,بالعلاج,بالحلاج
161,OK,فتاة,فتاة
162,SUB,فيما,فيئا
163,OK,دون,دون
164,OK,العشرين,العشرين
165,OK,من,من
166,OK,العمر,العمر
167,SUB,سليمة,سليم
168,SUB,القلب,ةالقلب
169,DEL,وسيمة,
170,SUB,الطلعة,وسئمةالطلعة
