,operation,one,two
0,SUB,ان,ن
1,OK,من,من
2,SUB,الواضح,الواضحان
3,DEL,ان,
4,OK,تربيتك,تربيتك
5,OK,ناقصة,ناقصة
6,OK,ناقصة,ناقصة
7,SUB,جدا,حدا
8,OK,هذا,هذا
9,SUB,انا,ان
10,INS,,ا
11,INS,,ـ
12,OK,بجلال,بجلال
13,OK,قدرى,قدرى
14,OK,اكلمك,اكلمك
15,OK,منذ,منذ
16,OK,عشر,عشر
17,OK,ساعات,ساعات
18,OK,وخمس,وخمس
19,OK,وعشرين,وعشرين
20,OK,دقيقة,دقيقة
21,OK,وثلاث,وثلاث
22,OK,واربعين,واربعين
23,OK,ثانية,ثانية
24,OK,وانت,وانت
25,OK,لا,لا
26,OK,تجيبين,تجيبين
27,OK,فقالت,فقالت
28,OK,زوجتى,زوجتى
29,OK,اخيرا,اخيرا
30,INS,,و
31,SUB,والقت,القت
32,SUB,ما,مابيده
33,SUB,بيدها,ا
34,INS,,ـ
35,OK,وكان,وكان
36,OK,شيئا,شيئا
37,SUB,تطرزه,تطرزها
38,SUB,او,و
39,DEL,لا,
40,SUB,ادرى,لاادرى
41,OK,ماذا,ماذا
42,OK,تعنى,تعنى
43,INS,,به
44,OK,انى,انى
45,OK,لست,لست
46,OK,اليوم,اليوم
47,SUB,كفؤا,كفوا
48,OK,لك,لك
49,OK,ولهزلك,ولهزلك
50,OK,فاسكت,فاسكت
51,OK,من,من
52,OK,فضلك,فضلك
53,INS,,قلت
54,DEL,به,
55,OK,هذا,هذا
56,SUB,بديل,بدي
57,SUB,جميل,لجميل
58,OK,من,من
59,OK,الاعتذار,الاعتذار
60,SUB,الا,الاسس
61,SUB,تستحيين,حس
62,DEL,يا,
63,SUB,امراة,باامرم
64,DEL,ثم,
65,OK,ما,ما
66,SUB,هذه,هذا
67,OK,الذى,الذى
68,DEL,قلت,
69,OK,تتشاغلين,تتشاغلين
70,OK,به,به
71,OK,عن,عن
72,OK,التقاط,التقاط
73,OK,الحكمة,الحكمة
74,OK,من,من
75,SUB,فم,فمس
76,SUB,سيدك,يدك
77,SUB,وتاج,وتاجر
78,SUB,راسك,اسكوع
79,SUB,وبعلك,لك
80,INS,,قالت
81,OK,ارجوك,ارجوك
82,OK,ارجوك,ارجوك
83,OK,يا,يا
84,OK,مسلم,مسلم
85,SUB,ثم,ثمان
86,DEL,ان,
87,OK,الطباخة,الطباخة
88,SUB,خرجت,خرحت
89,SUB,قالت,فانتفضت
90,INS,,واقفا
91,INS,,وصحت
92,OK,نهارها,نهارها
93,OK,اسود,اسود
94,OK,لماذا,لماذا
95,SUB,فانتفضت,قالت
96,DEL,واقفا,
97,DEL,وصحت,
98,SUB,استحسن,استحس
99,SUB,زوجها,نزوجها
100,OK,ان,ان
101,OK,يكون,يكون
102,OK,ذهابها,ذهابها
103,OK,اليه,اليه
104,OK,يوم,يوم
105,OK,الجمعة,الجمعة
106,OK,بدلا,بدلا
107,OK,من,من
108,OK,يوم,يوم
109,OK,الاحد,الاحد
110,DEL,قالت,
111,DEL,ووافقت,
112,DEL,انت,
113,DEL,بالطبع,
114,OK,فانحططت,فانحططت
115,OK,على,على
116,OK,الكرسى,الكرسى
117,OK,وقلت,وقلت
118,INS,,ووافقت
119,INS,,انت
120,INS,,بالطبع
121,INS,,قاات
122,SUB,وماذا,وما
123,INS,,ذا
124,OK,اصنع,اصنع
125,SUB,غير,غي
126,OK,ذلك,ذلك
127,SUB,وقد,اوقد
128,OK,اصرا,اصرا
129,OK,على,على
130,OK,يوم,يوم
131,OK,الجمعة,الجمعة
132,OK,فلو,فلو
133,SUB,رفضت,رفض
134,INS,,تل
135,SUB,لفارقتنا,فارق
136,SUB,قالت,تناول
137,SUB,ولعدنا,عدنا
138,OK,الى,الى
139,OK,حيرتنا,حيرتنا
140,OK,القديمة,القديمة
141,SUB,يا,قلتتا
142,OK,امراة,امراة
143,OK,هل,هل
144,OK,تعرفين,تعرفين
145,OK,انى,انى
146,OK,اتضور,اتضور
147,OK,فى,فى
148,OK,هذا,هذا
149,SUB,البيت,الديت
150,OK,يوم,يوم
151,OK,الجمعة,الجمعة
152,OK,الذى,الذى
153,OK,استريح,استريح
154,DEL,قلت,
155,OK,فيه,فيه
156,SUB,واظل,واظلاح
157,SUB,احلم,لم
158,OK,طول,طول
159,OK,الليل,الليل
160,OK,بما,بما
161,OK,اطمع,اطمع
162,OK,ان,ان
163,OK,انعم,انعم
164,OK,به,به
165,OK,من,من
166,SUB,الاكل,الا
167,SUB,اوه,كالاوهان
168,DEL,ان,
169,SUB,هذا,هذ
170,DEL,لا,
171,SUB,يطاق,الانطاق
172,OK,هذه,هذه
173,OK,هذه,هذه
174,OK,هذه,هذه
175,INS,,هذ
176,INS,,ه
177,DEL,نعم,
178,SUB,بلشفية,الشفية
179,OK,صريحة,صريحة
180,OK,ومع,ومع
181,OK,ذلك,ذلك
182,SUB,تزعم,تز
183,INS,,عمال
184,SUB,الحكومة,حكومة
185,OK,انها,انها
186,OK,تكافحها,تكافحها
187,SUB,ما,ماعي
188,DEL,عيب,
189,SUB,يوم,بيوم
190,OK,الاحد,الاحد
191,OK,بالله,بالله
192,SUB,لماذا,لا
193,INS,,ذا
194,SUB,يجب,رحب
195,INS,,ـ
196,OK,حتما,حتما
197,INS,,ـ
198,OK,ان,ان
199,OK,تكون,تكون
200,OK,بطالتها,بطالتها
201,OK,يوم,يوم
202,OK,الجمعة,الجمعة
203,OK,لا,لا
204,SUB,غيره,غيه
205,INS,,١٧٤
