,operation,one,two
0,DEL,ثم,
1,SUB,اقبلت,اقلت
2,OK,في,في
3,SUB,ثوبها,ثومها
4,INS,,ال
5,SUB,العنابي,عناي
6,SUB,وطرتها,وطرته
7,INS,,ا
8,SUB,المشتهاة,المشتياة
9,OK,ونظرت,ونظرت
10,OK,اليه,اليه
11,SUB,وهمت,ود
12,INS,,ست
13,SUB,ان,انت
14,SUB,تنحرف,تحرف
15,DEL,الى,
16,SUB,ناحية,الناحية
17,OK,الصحراء,الصحراء
18,SUB,ثم,لم
19,SUB,انهما,اهما
20,OK,اتفقا,اتفقا
21,SUB,على,عل
22,OK,اللقاء,اللقاء
23,OK,لحظة,لحظة
24,SUB,في,فقي
25,OK,مفترق,مفترق
26,SUB,الطريق,الطريت
27,OK,ياخذ,ياخذ
28,OK,منها,منها
29,OK,ويعطيها,ويعطيها
30,OK,ولا,ولا
31,OK,حاجة,حاجة
32,OK,بهما,بهما
33,OK,الى,الى
34,OK,مراجعة,مراجعة
35,OK,وكانت,وكانت
36,SUB,الطريق,الطريت
37,OK,في,في
38,OK,تلك,تلك
39,OK,الساعة,الساعة
40,SUB,خالية,خالة
41,SUB,الا,ال
42,DEL,من,
43,SUB,عابر,اعار
44,SUB,بعيد,يعيد
45,DEL,او,
46,SUB,عابرة,اوعارة
47,SUB,بعيدة,بعدة
48,INS,,ذ
49,DEL,ففيم,
50,OK,انحرفت,انحرفت
51,OK,الى,الى
52,OK,ناحية,ناحية
53,OK,الصحراء,الصحراء
54,OK,ولو,ولو
55,OK,شاء,شاء
56,SUB,المراجعة,االمراجعة
57,OK,هنالك,هنالك
58,OK,لما,لما
59,SUB,اعانهما,اعاما
60,SUB,غبش,غش
61,OK,المساء,المساء
62,SUB,انه,انهح
63,DEL,حكم,
64,OK,العادة,العادة
65,OK,على,على
66,OK,ما,ما
67,OK,يظهر,يظهر
68,SUB,اما,ا
69,SUB,هو,ماهر
70,OK,فكل,فكل
71,OK,ما,ما
72,OK,ساوره,ساوره
73,OK,في,في
74,OK,تلك,تلك
75,OK,اللحظة,اللحظة
76,DEL,خشية,
77,SUB,الانفراد,خثسةالانفراد
78,OK,والامن,والامن
79,OK,من,من
80,OK,الانظار,الانظار
81,OK,وخشية,وخشية
82,SUB,ما,مازجه
83,DEL,يزجيه,
84,OK,الموقف,الموقف
85,OK,المنفرد,المنفرد
86,OK,من,من
87,OK,كلمة,كلمة
88,OK,او,او
89,SUB,عبرة,عرة
90,OK,او,او
91,OK,نظرة,نظرة
92,OK,وجيعة,وجيعة
93,SUB,وخشية,وخثسة
94,OK,الوهن,الوهن
95,OK,والتردد,والتردد
96,OK,والارجاء,والارجاء
97,OK,وخشية,وخشية
98,OK,العودة,العودة
99,OK,من,من
100,SUB,البداية,المدانة
101,DEL,الى,
102,SUB,التيه,الىالتيه
103,OK,المفزع,المفزع
104,SUB,الذي,التي
105,SUB,اشرف,امر
106,SUB,في,ففيت
107,SUB,تلك,لا
108,INS,,تا
109,SUB,اللحظة,للحفظة
110,SUB,على,عل
111,OK,النهاية,النهاية
112,SUB,وتلك,وتل
113,INS,,لكع
114,SUB,جرعات,ات
115,OK,لا,لا
116,OK,يطيب,يطيب
117,SUB,للفم,لله
118,OK,ان,ان
119,SUB,يترشف,يرتفمي
120,DEL,منها,
121,SUB,كل,البرم
122,DEL,يوم,
123,OK,اخذ,اخذ
124,SUB,منها,ميا
125,OK,واعطاها,واعطاها
126,SUB,وسلم,وس
127,SUB,ولم,ل
128,SUB,تجبه,ولهها
129,DEL,او,
130,SUB,سلمت,وسلت
131,OK,ولم,ولم
132,SUB,يجبها,جيا
133,OK,او,او
134,OK,نسيا,نسيا
135,OK,السلام,السلام
136,OK,والوداع,والوداع
137,SUB,معا,معـ
138,INS,,ال
139,DEL,لا,
140,SUB,يذكر,الذكر
141,SUB,وافترقا,وافرقا
142,OK,في,في
143,OK,طريقين,طريقين
144,SUB,متدابرين,متدارين
145,DEL,لو,
146,SUB,كان,لرانهم
147,SUB,همام,ام
148,OK,في,في
149,OK,غير,غير
150,OK,ذلك,ذلك
151,OK,الموقف,الموقف
152,OK,لتذكر,لتذكر
153,OK,وقال,وقال
154,SUB,وتدبر,وتديرت
155,SUB,تذكر,دكر
156,SUB,مفترق,متر
157,DEL,الطريق,
158,SUB,بالامس,قالها
159,INS,,ريتيار
160,INS,,مسو
161,INS,,ت
162,SUB,وتذكر,ذكر
163,OK,مفترق,مفترق
164,OK,الطريق,الطريق
165,OK,في,في
166,OK,هذا,هذا
167,OK,المساء,المساء
168,SUB,وقارن,ووارتيين
169,DEL,بين,
170,SUB,لقاء,اقاء
171,OK,قلما,قلما
172,OK,يضن,يضن
173,SUB,فيه,فهدمي
174,SUB,بشيء,ء
175,SUB,ولقاء,ولتاء
176,SUB,قلما,قم
177,SUB,يجاد,ايجاد
178,DEL,فيه,
179,SUB,بسلام,فهبسلا
180,OK,الوداع,الوداع
181,OK,الاخير,الاخير
182,OK,ولكنه,ولكنه
183,OK,كان,كان
184,OK,مغمور,مغمور
185,SUB,الفؤاد,الفؤا
186,INS,,د
187,SUB,في,ف
188,OK,جو,جو
189,OK,من,من
190,SUB,الغم,اله
191,OK,والياس,والياس
192,DEL,كجو,
193,SUB,الضباب,ا
194,SUB,الكثيف,الكث
195,SUB,لا,فلا
196,OK,تسترسل,تسترسل
197,OK,فيه,فيه
198,SUB,العين,المين
199,OK,الى,الى
200,OK,مدى,مدى
201,SUB,بعيد,يميد
202,OK,ولا,ولا
203,INS,,ترى
