,operation,one,two
0,INS,,١٣٩
1,OK,المتحذرات,المتحذرات
2,OK,من,من
3,SUB,كل,ك
4,INS,,ل
5,SUB,ما,مال
6,DEL,يجلب,
7,SUB,السمنة,السمتة
8,OK,في,في
9,OK,طعام,طعام
10,OK,وشراب,وشراب
11,SUB,فصدقت,فصدفت
12,SUB,على,عن
13,OK,كل,كل
14,OK,ما,ما
15,OK,اقترحه,اقترحه
16,OK,عليها,عليها
17,SUB,الا,الاصجفة
18,DEL,صفحة,
19,OK,شواء,شواء
20,OK,لا,لا
21,SUB,تشبع,تشمع
22,SUB,فاراد,فارادار
23,DEL,ان,
24,SUB,يحذرها,عذرها
25,OK,من,من
26,SUB,القسوة,المسوةعلى
27,DEL,على,
28,OK,جسدها,جسدها
29,SUB,وقال,وقالها
30,DEL,لها,
31,OK,ان,ان
32,OK,بعض,بعض
33,OK,الاجسام,الاجسام
34,OK,اذا,اذا
35,OK,خف,خف
36,DEL,لم,
37,DEL,تكن,
38,SUB,خفته,نخفته
39,OK,على,على
40,OK,استواء,استواء
41,OK,واحد,واحد
42,SUB,فيخف,فيخفهن
43,INS,,او
44,DEL,هنا,
45,SUB,ويسمن,يس
46,INS,,من
47,OK,هناك,هناك
48,OK,ويشوه,ويشوه
49,OK,من,من
50,SUB,حيث,حيتر
51,DEL,يراد,
52,SUB,له,ادلة
53,OK,حسن,حسن
54,OK,الهندام,الهندام
55,OK,ولا,ولا
56,OK,ينال,ينال
57,SUB,اصحابه,اتحايه
58,OK,الا,الا
59,OK,الجوع,الجوع
60,OK,والندم,والندم
61,SUB,فنظرت,فتظرتالية
62,INS,,د
63,INS,,متى
64,DEL,اليه,
65,DEL,بعيني,
66,OK,طفلة,طفلة
67,OK,تخاف,تخاف
68,OK,وسالته,وسالته
69,OK,مستوثقة,مستوثقة
70,SUB,احق,اسق
71,OK,ما,ما
72,OK,تقول,تقول
73,DEL,سارة,
74,OK,قال,قال
75,OK,حق,حق
76,OK,كل,كل
77,SUB,الحق,الحقى
78,OK,وساريك,وساريك
79,OK,اذا,اذا
80,OK,زرتني,زرتني
81,OK,في,في
82,OK,المنزل,المنزل
83,SUB,صور,صار
84,SUB,التماثيل,القائيل
85,OK,التي,التي
86,SUB,يعدونها,يعدومها
87,OK,في,في
88,OK,العالم,العالم
89,OK,باسره,باسره
90,SUB,نماذج,بما
91,INS,,ذ
92,INS,,ج
93,SUB,لجمال,جال
94,OK,الانوثة,الانوثة
95,OK,فان,فان
96,OK,تماثيل,تماثيل
97,SUB,الزهرة,الرهرة
98,OK,التي,التي
99,OK,صنعها,صنعها
100,SUB,اليونان,اليان
101,SUB,وهم,اروم
102,OK,اساتذة,اساتذة
103,SUB,الذوق,الداق
104,SUB,السليم,السال
105,SUB,ليست,يستعل
106,DEL,على,
107,OK,نحافة,نحافة
108,INS,,و
109,SUB,ولا,لا
110,SUB,ودقة,دقة
111,OK,في,في
112,OK,الخصور,الخصور
113,INS,,ور
114,SUB,والاطراف,الا
115,INS,,طاف
116,SUB,ولكنها,ولـكته
117,SUB,مثال,امثال
118,SUB,الجسم,الجسر
119,OK,المتين,المتين
120,SUB,المنسوق,الم
121,INS,,تساقوس
122,SUB,وسيفسد,مفسد
123,SUB,علينا,علنا
124,OK,سماسرة,سماسرة
125,OK,البدع,البدع
126,OK,الحديثة,الحديثة
127,OK,تنويع,تنويع
128,SUB,الجمال,الممالف
129,DEL,في,
130,OK,بنات,بنات
131,OK,حواء,حواء
132,INS,,ا
133,SUB,فاين,اين
134,OK,نرى,نرى
135,SUB,البضاضة,الضاضة
136,INS,,وا
137,SUB,والسموق,اسوق
138,SUB,اذ,اذا
139,INS,,ر
140,OK,اصبح,اصبح
141,OK,النساء,النساء
142,SUB,وكلهن,وكاان
143,OK,نحيفات,نحيفات
144,OK,هزيلات,هزيلات
145,OK,وكيف,وكيف
146,OK,تتعدد,تتعدد
147,SUB,القوالب,القو
148,INS,,الت
149,SUB,اذا,اذان
150,SUB,كانت,اتت
151,OK,المراة,المراة
152,OK,لا,لا
153,OK,تخلق,تخلق
154,OK,لنا,لنا
155,OK,الا,الا
156,OK,في,في
157,OK,قالب,قالب
158,OK,واحد,واحد
159,SUB,وسرها,وسره
160,DEL,ما,
161,SUB,سمعت,اماسمعت
162,OK,فسالته,فسالته
163,OK,عفوا,عفوا
164,SUB,ايعجبك,ايعجم
165,SUB,اذن,كاذنهن
166,SUB,هندام,دام
167,SUB,جسمي,جسم
168,SUB,على,علما
169,DEL,ما,
170,OK,هو,هو
171,SUB,عليه,علته
172,OK,قال,قال
173,INS,,مر
174,SUB,متماجنا,اجنا
175,OK,ومن,ومن
176,OK,اين,اين
177,OK,لي,لي
178,OK,ان,ان
179,SUB,احكم,اسي
