,operation,one,two
0,INS,,٨٠
1,SUB,وشيوخه,وسياتحة
2,SUB,فقد,همد
3,OK,سمع,سمع
4,OK,منهم,منهم
5,OK,وتحدث,وتحدث
6,OK,اليهم,اليهم
7,INS,,م
8,OK,وراى,وراى
9,SUB,فيهم,واهم
10,SUB,ميلا,ميالا
11,SUB,الى,ال
12,SUB,التاويل,الااال
13,SUB,واقبالا,واقاللا
14,SUB,على,عل
15,OK,التكلف,التكلف
16,OK,وربما,وربما
17,OK,راى,راى
18,OK,من,من
19,OK,بعضهم,بعضهم
20,OK,ازورارا,ازورارا
21,OK,عن,عن
22,OK,الشيخ,الشيخ
23,OK,فكان,فكان
24,OK,هذا,هذا
25,OK,كله,كله
26,DEL,يسيء,
27,OK,ظنه,ظنه
28,OK,في,في
29,OK,الازهر,الازهر
30,SUB,والازهريين,والازهربان
31,OK,ويملا,ويملا
32,OK,نفسه,نفسه
33,SUB,اشفاقا,اشقاقا
34,SUB,على,عل
35,SUB,ابراهيم,براهيم
36,OK,من,من
37,OK,لزومه,لزومه
38,OK,لحلقات,لحلقات
39,OK,الدرس,الدرس
40,SUB,واستماعه,واسباعة
41,SUB,لهؤلاء,هؤلاء
42,OK,الشيوخ,الشيوخ
43,OK,الاعلام,الاعلام
44,INS,,م
45,SUB,وقد,وود
46,OK,اجترا,اجترا
47,OK,مرة,مرة
48,SUB,على,عل
49,OK,الشيخ,الشيخ
50,SUB,فقال,وقال
51,OK,له,له
52,SUB,في,فى
53,SUB,لهجته,هجتة
54,SUB,القروية,القرابة
55,OK,التي,التي
56,OK,لم,لم
57,OK,تكن,تكن
58,OK,تخلو,تخلو
59,OK,من,من
60,DEL,عنف,
61,OK,حلو,حلو
62,INS,,و
63,SUB,الا,الاا
64,INS,,ى
65,DEL,تنبئني,
66,OK,فيم,فيم
67,OK,ترسل,ترسل
68,OK,ابنك,ابنك
69,SUB,الى,ايي
70,OK,القاهرة,القاهرة
71,OK,ليطلب,ليطلب
72,SUB,العلم,العل
73,SUB,في,ف
74,OK,الازهر,الازهر
75,OK,وعلماء,وعلماء
76,OK,الازهر,الازهر
77,OK,يتكلفون,يتكلفون
78,OK,الرحلة,الرحلة
79,SUB,اليك,البك
80,OK,لياخذوا,لياخذوا
81,OK,قليلا,قليلا
82,OK,من,من
83,OK,علمك,علمك
84,SUB,ومنهم,ومهم
85,OK,هؤلاء,هؤلاء
86,OK,الثلاثة,الثلاثة
87,OK,الذين,الذين
88,OK,يلزمونك,يلزمونك
89,OK,منذ,منذ
90,SUB,اعوام,اعولم
91,OK,لا,لا
92,SUB,يفارقونك,يفارقانك
93,INS,,ك
94,SUB,والذين,وللذين
95,OK,تشتد,تشتد
96,OK,عليهم,عليهم
97,SUB,في,ف
98,SUB,تاديبك,تادييك
99,INS,,ط
100,DEL,لهم,
101,SUB,وتاخذهم,وتاخذه
102,OK,بالعنف,بالعنف
103,SUB,اكثر,اكتر
104,OK,مما,مما
105,SUB,تاخذهم,تاخذه
106,OK,بالرفق,بالرفق
107,SUB,وهم,وه
108,SUB,راضون,راضود
109,OK,بذلك,بذلك
110,OK,متهالكون,متهالكون
111,SUB,عليه,علية
112,OK,فهلا,فهلا
113,OK,امسكت,امسكت
114,OK,ابنك,ابنك
115,OK,وعلمته,وعلمته
116,OK,مما,مما
117,OK,علمك,علمك
118,SUB,لله,الله
119,OK,وادبته,وادبته
120,SUB,كما,كا
121,OK,تؤدب,تؤدب
122,OK,هؤلاء,هؤلاء
123,OK,النفر,النفر
124,OK,واعددته,واعددته
125,SUB,لخلافتك,لحياقتك
126,OK,في,في
127,SUB,اصحابك,احليك
128,SUB,كما,كا
129,OK,اعدك,اعدك
130,SUB,شيحنا,شمخنا
131,SUB,لخلافته,لحلاقته
132,SUB,فينا,وتا
133,SUB,وهنا,وهذا
134,SUB,تحطم,تحط
135,OK,صوته,صوته
136,SUB,وانهلت,وامهيت
137,SUB,دموعه,دموعهه
138,SUB,فرحمه,فرحمة
139,SUB,الشيخ,الشايخ
140,OK,وقال,وقال
141,OK,ضاحكا,ضاحكا
142,INS,,ا
143,OK,ما,ما
144,OK,انت,انت
145,SUB,وذاك,وذلك
146,OK,يا,يا
147,OK,مسعود,مسعود
148,INS,,د
149,SUB,اتراني,اترلي
150,OK,كنت,كنت
151,SUB,ابنا,ابذا
152,INS,,ته
153,DEL,للشيخ,
154,OK,قال,قال
155,OK,مسعود,مسعود
156,OK,لا,لا
157,INS,,ا
158,SUB,قال,قلل
159,SUB,الشيخ,الشرخ
160,INS,,خ
161,OK,اترى,اترى
162,OK,ان,ان
163,OK,قد,قد
164,OK,كان,كان
165,OK,لشيخنا,لشيخنا
166,SUB,ابناء,ااذلا
167,OK,قال,قال
168,OK,مسعود,مسعود
169,INS,,د
170,SUB,نعم,لعم
171,INS,,م
172,OK,قال,قال
173,OK,الشيخ,الشيخ
174,INS,,خ
175,SUB,ومع,وع
176,OK,ذلك,ذلك
177,SUB,فقدصرف,فقد
178,INS,,صرف
179,OK,خلافته,خلافته
180,OK,عن,عن
181,SUB,ابنائه,ااذاءة
182,OK,واثرني,واثرني
183,DEL,بها,
184,DEL,فما,
185,OK,يدريك,يدريك
186,OK,ان,ان
187,SUB,ابني,اببى
188,OK,سيكون,سيكون
189,SUB,خليقتي,خليفي
190,SUB,فيكم,وبكة
191,OK,وهؤلاء,وهؤلاء
192,OK,الثلاثة,الثلاثة
193,OK,الذين,الذين
