,operation,one,two
0,INS,,اسرار
1,INS,,الايات
2,OK,ومرتضع,ومرتضع
3,SUB,بدر,يدر
4,OK,طيب,طيب
5,OK,ماخوذا,ماخوذا
6,OK,في,في
7,OK,صغره,صغره
8,OK,من,من
9,OK,قبل,قبل
10,SUB,مربية,مرباة
11,OK,بالاداب,بالاداب
12,OK,الصالحة,الصالحة
13,INS,,و
14,SUB,وبالصيانة,بالصيانة
15,OK,عن,عن
16,OK,مصاحبة,مصاحبة
17,OK,الاشرار,الاشرار
18,OK,ومتخصصا,ومتخصصا
19,OK,بعد,بعد
20,OK,بلوغه,بلوغه
21,OK,بمذهب,بمذهب
22,OK,حق,حق
23,INS,,و
24,SUB,ومجتهدا,مجتهدا
25,OK,بنفسه,بنفسه
26,OK,في,في
27,OK,تعرف,تعرف
28,OK,الحق,الحق
29,OK,مسارعا,مسارعا
30,OK,الى,الى
31,OK,الخير,الخير
32,OK,فمن,فمن
33,OK,وفق,وفق
34,OK,في,في
35,OK,هذه,هذه
36,OK,الاشياء,الاشياء
37,SUB,يجمع,يجمح
38,OK,فيه,فيه
39,OK,الخيرات,الخيرات
40,OK,من,من
41,OK,جميع,جميع
42,OK,الجهات,الجهات
43,OK,كما,كما
44,OK,قال,قال
45,OK,تعالى,تعالى
46,OK,لاكلوا,لاكلوا
47,OK,من,من
48,OK,فوقهم,فوقهم
49,OK,ومن,ومن
50,OK,تحت,تحت
51,OK,ارجلهم,ارجلهم
52,OK,ويكون,ويكون
53,OK,جديرا,جديرا
54,OK,ان,ان
55,OK,يعد,يعد
56,OK,ممن,ممن
57,OK,وصفه,وصفه
58,OK,الله,الله
59,OK,تعالى,تعالى
60,OK,وانهم,وانهم
61,OK,عندنا,عندنا
62,OK,لمن,لمن
63,OK,المصطفين,المصطفين
64,OK,الاخيار,الاخيار
65,OK,والرذل,والرذل
66,OK,التام,التام
67,SUB,الرذيلة,الرذالة
68,OK,هو,هو
69,OK,من,من
70,OK,يكون,يكون
71,OK,بعكس,بعكس
72,OK,ذلك,ذلك
73,OK,في,في
74,OK,الامور,الامور
75,OK,التي,التي
76,OK,ذكرناها,ذكرناها
77,OK,قاعدة,قاعدة
78,OK,في,في
79,OK,ان,ان
80,OK,افراد,افراد
81,OK,البشر,البشر
82,OK,ذوات,ذوات
83,OK,نفوس,نفوس
84,OK,حيوانية,حيوانية
85,SUB,جزئية,جزثاة
86,OK,مجردة,مجردة
87,OK,كلها,كلها
88,OK,عن,عن
89,OK,البدن,البدن
90,OK,الطبيعي,الطبيعي
91,OK,لا,لا
92,OK,عن,عن
93,OK,الصورة,الصورة
94,OK,المثالية,المثالية
95,OK,اعلم,اعلم
96,OK,ان,ان
97,OK,لكل,لكل
98,OK,من,من
99,OK,افراد,افراد
100,OK,البشر,البشر
101,OK,قوة,قوة
102,OK,خيالية,خيالية
103,OK,يحضر,يحضر
104,OK,عندها,عندها
105,OK,الصور,الصور
106,OK,الادراكية,الادراكية
107,OK,الغير,الغير
108,OK,الموجودة,الموجودة
109,OK,في,في
110,SUB,مواد,مولد
111,OK,هذا,هذا
112,OK,العالم,العالم
113,OK,اذ,اذ
114,OK,ليست,ليست
115,OK,هي,هي
116,OK,ذوات,ذوات
117,OK,جهات,جهات
118,SUB,واوضاع,ولو
119,INS,,ضاعوا
120,SUB,واحياز,حياز
121,OK,من,من
122,OK,هذا,هذا
123,OK,العالم,العالم
124,OK,الطبيعي,الطبيعي
125,OK,وكل,وكل
126,OK,قوة,قوة
127,OK,هذا,هذا
128,OK,شانها,شانها
129,OK,فهي,فهي
130,OK,مجردة,مجردة
131,OK,الذات,الذات
132,OK,عن,عن
133,OK,المواد,المواد
134,OK,الطبيعية,الطبيعية
135,OK,فلكل,فلكل
136,OK,من,من
137,OK,افراد,افراد
138,OK,البشر,البشر
139,OK,خيال,خيال
140,OK,بالفعل,بالفعل
141,OK,ولاجل,ولاجل
142,OK,ذلك,ذلك
143,OK,يحشرون,يحشرون
144,OK,في,في
145,OK,الاخرة,الاخرة
146,OK,ويبعثون,ويبعثون
147,OK,الى,الى
148,OK,عالم,عالم
149,OK,اخر,اخر
150,OK,قوله,قوله
151,OK,تعالى,تعالى
152,OK,يوم,يوم
153,OK,ينفخ,ينفخ
154,OK,في,في
155,OK,الصور,الصور
156,OK,فتاتون,فتاتون
157,OK,افواجا,افواجا
