,operation,one,two
0,SUB,ماليس,ما
1,INS,,ليسى
2,INS,,ـ
3,OK,انه,انه
4,OK,لا,لا
5,SUB,يبرح,يبر
6,INS,,ح
7,SUB,المكان,المسكان
8,OK,على,على
9,OK,ما,ما
10,OK,قيل,قيل
11,SUB,لي,لى
12,SUB,كلير,كلر
13,INS,,ـ
14,OK,اوه,اوه
15,OK,ولكن,ولكن
16,OK,هذا,هذا
17,SUB,معناه,مهناه
18,SUB,انهم,امهم
19,SUB,توقعوا,بوقموا
20,SUB,ان,اذ
21,OK,لا,لا
22,SUB,ماليس,مالر
23,INS,,س
24,OK,ان,ان
25,OK,الثقة,الثقة
26,INS,,ى
27,SUB,بي,لي
28,SUB,ليست,ست
29,SUB,عظيمة,عظمة
30,SUB,كلير,كاير
31,INS,,ـ
32,OK,يبثون,يبثون
33,SUB,علي,عل
34,OK,الجواسيس,الجواسيس
35,DEL,الفصل,
36,SUB,الثاني,ما
37,SUB,ماليس,ليس
38,INS,,ـ
39,OK,الا,الا
40,OK,تدخلين,تدخلين
41,SUB,في,فى
42,OK,هذه,هذه
43,OK,الغرفة,الغرفة
44,OK,لحظة,لحظة
45,OK,ام,ام
46,OK,ندعهم,ندعهم
47,OK,يدقون,يدقون
48,OK,الجرس,الجرس
49,OK,ام,ام
50,OK,ماذا,ماذا
51,OK,قد,قد
52,OK,لا,لا
53,OK,يكون,يكون
54,SUB,هناكشيء,هناك
55,INS,,شيء
56,SUB,بالطبع,بااطبع
57,SUB,كلير,كلر
58,OK,لست,لست
59,SUB,انوي,انوى
60,OK,ان,ان
61,SUB,اختفي,اختن
62,OK,يدق,يدق
63,OK,الجرس,الجرس
64,SUB,للمرة,لمرة
65,OK,الثالثة,الثالثة
66,SUB,ماليسيفتح,مالد
67,INS,,يس
68,INS,,ـ
69,INS,,يذتح
70,OK,باب,باب
71,OK,الغرفة,الغرفة
72,OK,الداخلية,الداخلية
73,DEL,يا,
74,SUB,مسز,يامسز
75,SUB,ميلر,ميلراانخظرى
76,DEL,انظري,
77,SUB,من,مت
78,OK,الطارق,الطارق
79,SUB,ثم,بم
80,SUB,اذهبي,اذمى
81,SUB,مؤقتا,موقما
82,OK,المسز,المسز
83,OK,ميلر,ميلر
84,SUB,تخرج,تضع
85,OK,قبعتها,قبعتها
86,SUB,على,عل
87,SUB,راسها,راسا
88,SUB,وتمضيالى,وعضى
89,INS,,الى
90,SUB,الباب,البا
91,SUB,وتفتحه,وتفئحد
92,SUB,فيسمع,فبسمع
93,OK,صوت,صوت
94,INS,,رجل
95,INS,,يقول
96,OK,المستر,المستر
97,INS,,ما
98,SUB,ماليس,ليس
99,OK,هل,هل
100,OK,لك,لك
101,OK,ان,ان
102,OK,تعطيه,تعطيه
103,OK,هذه,هذه
104,OK,البطاقات,البطاقات
105,DEL,رجل,
106,DEL,يقول,
107,OK,المسز,المسز
108,OK,ميلر,ميلر
109,INS,,ـ
110,SUB,عائدة,عامدة
111,OK,البطاقات,البطاقات
112,SUB,ماليس,مالي
113,SUB,المستر,ام
114,INS,,سر
115,SUB,روبرت,رورت
116,INS,,تو
117,SUB,تويسدن,سدن
118,SUB,السير,السبر
119,SUB,شارلس,شارس
120,SUB,واللادي,والادى
121,SUB,ديدموند,ديدمو
122,INS,,د
123,OK,ينظر,ينظر
124,OK,الى,الى
125,OK,كلير,كلير
126,SUB,كلير,كلر
127,INS,,ـ
128,SUB,وعلى,وعل
129,SUB,وجهها,وجهمما
130,OK,امارات,امارات
131,SUB,الاحتقار,الاحتقسار
132,OK,وبدون,وبدون
133,SUB,تاثر,نام
134,SUB,دعهم,دعم
135,OK,يدخلوا,يدخلوا
136,INS,,ماارس
137,SUB,ماليسللمسز,للمز
138,OK,ميلر,ميلر
139,SUB,ادخليهم,ادخلهم
140,SUB,يدخل,الدخل
141,SUB,تويسدن,بوسددن
142,OK,وهو,وهو
143,OK,رجل,رجل
144,SUB,ذكي,ذق
145,SUB,حليق,حلوق
146,OK,تبدو,تبدو
147,SUB,على,ءل
148,SUB,شفتيه,شفتهه
149,OK,ايات,ايات
150,SUB,العزم,العرم
151,OK,ووراءه,ووراءه
152,OK,السير,السير
153,SUB,شارلس,شارس
154,SUB,واللادي,واالادى
155,INS,,و
156,INS,,لهو
157,SUB,ديدموند,ند
158,SUB,تخرج,محرج
159,OK,المسز,المسز
160,OK,ميلر,ميلر
161,INS,,ى
162,OK,لا,لا
163,SUB,تجري,جرى
164,SUB,تحيات,يات
165,SUB,تويسدن,لوسدن
166,SUB,المستر,المسر
167,OK,ماليس,ماليس
168,OK,كيف,كيف
169,OK,انت,انت
170,SUB,يا,يام
171,SUB,مسز,سز
172,INS,,د
173,SUB,ديدموند,دمو
174,INS,,ند
175,OK,لقد,لقد
176,OK,كان,كان
177,OK,من,من
178,SUB,حظي,حظى
179,OK,ان,ان
180,SUB,قابلتك,قابلاتك
181,OK,يوم,يوم
182,OK,زفافك,زفافك
183,OK,كلير,كلير
184,SUB,تحني,محى
185,OK,راسها,راسها
186,SUB,اني,اى
187,SUB,محامي,محاى
188,OK,المستر,المستر
