,operation,one,two
0,OK,هددته,هددته
1,SUB,بالنزول,بالزول
2,OK,من,من
3,OK,المركبة,المركبة
4,OK,واقتضاب,واقتضاب
5,OK,ذلك,ذلك
6,OK,الصمت,الصمت
7,SUB,العقيم,العة
8,DEL,ولكنها,
9,DEL,لم,
10,DEL,تهدد,
11,DEL,ولم,
12,DEL,تنزل,
13,DEL,بل,
14,SUB,صاحت,االصاحت
15,SUB,غاضبة,غاضية
16,OK,ما,ما
17,OK,بالك,بالك
18,OK,لا,لا
19,SUB,تنطق,تنطى
20,INS,,ام
21,SUB,امعقود,عقود
22,OK,اللسان,اللسان
23,SUB,وانت,وان
24,SUB,لك,تللك
25,SUB,لسان,لسانك
26,SUB,كالثعبان,الثعان
27,SUB,وربما,ورما
28,SUB,احب,اح
29,OK,ان,ان
30,SUB,ينفي,ين
31,OK,عنه,عنه
32,SUB,تهمة,همة
33,OK,الاضطراب,الاضطراب
34,INS,,رد
35,SUB,والحصروالضيق,صرو
36,INS,,النيى
37,INS,,اـ
38,SUB,بالكلام,لام
39,OK,في,في
40,OK,مفاجاة,مفاجاة
41,OK,اللقاء,اللقاء
42,DEL,سارة,
43,OK,فقال,فقال
44,INS,,او
45,INS,,مهريت
46,SUB,لها,له
47,DEL,وهو,
48,DEL,يتلعثم,
49,SUB,اين,ا
50,INS,,م
51,INS,,ر
52,SUB,كنت,ن
53,INS,,ب
54,OK,قالت,قالت
55,SUB,في,ف
56,SUB,السينما,السيب
57,OK,قال,قال
58,OK,من,من
59,SUB,حيث,حي
60,SUB,لا,فلا
61,OK,يشعر,يشعر
62,SUB,بمعنى,منى
63,OK,ما,ما
64,SUB,يقول,بقول
65,DEL,مع,
66,DEL,من,
67,SUB,فاجفلت,فاجفل
68,SUB,مقطبة,متمقطمة
69,SUB,واجابته,واج
70,SUB,بلهجة,ابتهلهجة
71,OK,فاترة,فاترة
72,SUB,ولكنها,واكن
73,INS,,ها
74,SUB,مفعمة,مفحمة
75,SUB,بالتهكم,الت
76,INS,,ه
77,INS,,ك
78,SUB,والتانيب,والتاني
79,INS,,ب
80,OK,اولا,اولا
81,OK,اذهب,اذهب
82,SUB,الى,الا
83,SUB,السينما,لسييا
84,OK,الا,الا
85,SUB,مع,مح
86,OK,احد,احد
87,OK,الا,الا
88,SUB,تزال,تزالفي
89,DEL,في,
90,OK,ضلالك,ضلالك
91,SUB,القديم,القد
92,OK,قال,قال
93,INS,,و
94,SUB,وماذا,ماذا
95,OK,بدا,بدا
96,SUB,لي,لى
97,OK,من,من
98,OK,الهدى,الهدى
99,OK,الجديد,الجديد
100,OK,فاعدل,فاعدل
101,SUB,عن,عنا
102,SUB,الضلال,اضلالا
103,SUB,القديم,لقد
104,SUB,ولماذاصرفت,ولما
105,INS,,ذا
106,INS,,صرفت
107,SUB,كلامي,كالاى
108,OK,الى,الى
109,OK,ما,ما
110,OK,فهمت,فهمت
111,INS,,ت
112,OK,الا,الا
113,SUB,يجوز,جوز
114,OK,ان,ان
115,SUB,تذهبي,تذ
116,INS,,هى
117,OK,الى,الى
118,SUB,السينما,السينا
119,DEL,مع,
120,SUB,سيدة,سدة
121,OK,فلماذا,فلماذا
122,SUB,تستغربين,تستفرون
123,OK,السؤال,السؤال
124,OK,قالت,قالت
125,OK,لانك,لانك
126,OK,غريب,غريب
127,INS,,ى
128,DEL,في,
129,OK,هذه,هذه
130,SUB,الليلة,الللة
131,OK,ماذا,ماذا
132,OK,اقول,اقول
133,OK,لانك,لانك
134,OK,غريب,غريب
135,DEL,في,
136,DEL,كل,
137,DEL,حين,
138,DEL,ثم,
139,SUB,اقتضبت,ماقتضبت
140,SUB,على,عل
141,OK,غير,غير
142,OK,انتظار,انتظار
143,SUB,وهي,وم
144,SUB,تشيح,شيح
145,OK,بوجهها,بوجهها
146,SUB,وتهمسبصوت,وهمس
147,SUB,مسموع,بصوت
