,operation,one,two
0,OK,المشهد,المشهد
1,OK,السابع,السابع
2,SUB,في,فى
3,OK,الاشارة,الاشارة
4,SUB,الى,الي
5,OK,نشر,نشر
6,SUB,الصحائف,الصحايف
7,INS,,و
8,SUB,وابراز,ابر
9,INS,,از
10,OK,الكتب,الكتب
11,INS,,و
12,SUB,وكرام,كرام
13,OK,الكاتبين,الكاتبين
14,OK,اعلم,اعلم
15,OK,ان,ان
16,OK,القول,القول
17,OK,والفعل,والفعل
18,DEL,ما,
19,SUB,دام,مادام
20,SUB,وجودهما,وجود
21,INS,,هما
22,SUB,في,فى
23,OK,اكوان,اكوان
24,OK,الحركات,الحركات
25,INS,,و
26,SUB,والاصوات,الاصوات
27,OK,فلاحظ,فلاحظ
28,OK,لهما,لهما
29,OK,من,من
30,OK,البقاء,البقاء
31,INS,,و
32,SUB,والثبات,الثبات
33,OK,ولكن,ولكن
34,OK,من,من
35,OK,فعل,فعل
36,OK,فعلا,فعلا
37,OK,او,او
38,OK,نطق,نطق
39,OK,بقول,بقول
40,OK,يحصل,يحصل
41,OK,منه,منه
42,OK,اثر,اثر
43,SUB,في,فى
44,OK,نفسه,نفسه
45,OK,وحاله,وحاله
46,OK,يبقى,يبقى
47,OK,زمانا,زمانا
48,OK,واذا,واذا
49,OK,تكررت,تكررت
50,OK,الافاعيل,الافاعيل
51,OK,والاقاويل,والاقاويل
52,OK,استحكمت,استحكمت
53,OK,الاثار,الاثار
54,SUB,في,فى
55,OK,النفس,النفس
56,OK,فصارت,فصارت
57,OK,الاحوال,الاحوال
58,OK,ملكات,ملكات
59,DEL,اذ,
60,SUB,الفرق,اذالفرق
61,OK,بين,بين
62,OK,الحال,الحال
63,SUB,والملكة,الملكة
64,OK,بالشدة,بالشدة
65,OK,والضعف,والضعف
66,INS,,و
67,SUB,والاشتداد,الاشتداد
68,SUB,في,فى
69,OK,الكيفية,الكيفية
70,SUB,يؤدي,يؤدى
71,OK,الى,الى
72,OK,حصول,حصول
73,OK,صورة,صورة
74,SUB,اي,اى
75,SUB,مبدا,مبده
76,SUB,جوهري,جوهرى
77,OK,لها,لها
78,OK,كالحرارة,كالحرارة
79,OK,الضعيفة,الضعيفة
80,SUB,في,فى
81,OK,الفحم,الفحم
82,OK,اذا,اذا
83,OK,اشتدت,اشتدت
84,OK,صارت,صارت
85,OK,صورة,صورة
86,OK,نارية,نارية
87,OK,محرقة,محرقة
88,OK,كذلك,كذلك
89,OK,الكيفية,الكيفية
90,OK,النفسانية,النفسانية
91,OK,اذا,اذا
92,OK,اشتدت,اشتدت
93,OK,صارت,صارت
94,OK,ملكة,ملكة
95,OK,راسخة,راسخة
96,SUB,اي,اى
97,OK,صورة,صورة
98,OK,نفسانية,نفسانية
99,SUB,هي,هى
100,SUB,مبدا,مبده
101,OK,لاثار,لاثار
102,OK,مختصة,مختصة
103,OK,بها,بها
104,OK,فيصدر,فيصدر
105,OK,بسببها,بسببها
106,OK,الفعل,الفعل
107,OK,المناسب,المناسب
108,OK,لها,لها
109,OK,بسهولة,بسهولة
110,OK,من,من
111,OK,غير,غير
112,OK,روية,روية
113,INS,,و
114,SUB,وحاجة,حاجة
115,OK,الى,الى
116,OK,تعمل,تعمل
117,OK,وتجشم,وتجشم
118,OK,اكتساب,اكتساب
119,OK,من,من
120,OK,خارج,خارج
121,INS,,و
122,SUB,ومن,من
123,OK,هذا,هذا
124,OK,الوجه,الوجه
125,OK,يحدث,يحدث
126,OK,ملكة,ملكة
127,OK,الصناعات,الصناعات
128,INS,,و
129,SUB,والمكاسب,المكاسب
130,OK,العلمية,العلمية
131,INS,,و
132,SUB,والعملية,العملية
133,OK,ولو,ولو
134,OK,لم,لم
135,OK,يكن,يكن
136,OK,للنفوس,للنفوس
137,OK,الادمية,الادمية
138,OK,هذا,هذا
139,OK,التاثر,التاثر
140,OK,اولا,اولا
141,OK,ثم,ثم
142,OK,الاشتداد,الاشتداد
143,OK,يوما,يوما
144,OK,فيوما,فيوما
145,DEL,لم,
146,SUB,يكن,لميكن
147,OK,لاحد,لاحد
148,SUB,اكتساب,اكتسا
149,SUB,شيء,شئى
150,OK,من,من
151,OK,الصناعات,الصناعات
152,OK,والحرف,والحرف
153,OK,ولم,ولم
154,OK,ينجع,ينجع
155,OK,التاديب,التاديب
156,OK,والتعليم,والتعليم
157,OK,لاحد,لاحد
158,OK,ولم,ولم
159,OK,يكن,يكن
160,SUB,في,فى
161,SUB,تاديب,ناديب
162,OK,الاطفال,الاطفال
163,OK,وتمرينهم,وتمرينهم
164,OK,على,على
165,OK,الاعمال,الاعمال
166,OK,فائدة,فائدة
167,OK,وذلك,وذلك
168,OK,قبل,قبل
169,OK,رسوخ,رسوخ
170,OK,اخلاق,اخلاق
171,OK,مضادة,مضادة
172,SUB,لما,لماهوا
173,DEL,هو,
174,SUB,المطلوب,لمطلوب
175,SUB,في,فى
176,OK,نفوسهم,نفوسهم
177,OK,ولاجل,ولاجل
178,OK,ذلك,ذلك
179,SUB,يتعسر,بتعسر
180,OK,تعليم,تعليم
181,OK,الرجال,الرجال
182,OK,البالغين,البالغين
183,OK,وتاديبهم,وتاديبهم
184,OK,لاستحكام,لاستحكام
185,OK,صفات,صفات
186,OK,حيوانية,حيوانية
187,SUB,في,فى
188,OK,نفوسهم,نفوسهم
189,SUB,بعد,بعدما
190,DEL,ما,
191,OK,كانت,كانت
192,OK,هيولانية,هيولانية
193,OK,قابلة,قابلة
194,OK,لكل,لكل
195,OK,صنعة,صنعة
196,OK,وعلم,وعلم
197,OK,كصحيفة,كصحيفة
198,OK,خالية,خالية
199,OK,من,من
200,OK,النقوش,النقوش
201,INS,,و
202,SUB,والصور,الصور
203,OK,فالاثار,فالاثار
204,OK,الحاصلة,الحاصلة
205,DEL,من,
206,OK,الاعمال,الاعمال
207,SUB,والاقوال,والاقوالفى
208,DEL,في,
209,OK,القلوب,القلوب
210,OK,بمنزلة,بمنزلة
211,OK,النقوش,النقوش
212,OK,الكتابية,الكتابية
213,SUB,في,فى
214,OK,الالواح,الالواح
215,SUB,والصحائف,والصحايف
