,operation,one,two
0,INS,,١٠٩
1,SUB,رجلا,رجل
2,SUB,ما,اما
3,OK,قبلت,قبلت
4,SUB,وانها,وا
5,INS,,بها
6,OK,لو,لو
7,OK,كانت,كانت
8,SUB,تثور,تتورات
9,SUB,لثارت,ارتع
10,SUB,على,لا
11,SUB,الرجال,باللام
12,DEL,لانهم,
13,OK,يستمعون,يستمعون
14,OK,الى,الى
15,INS,,ذلك
16,DEL,هذا,
17,SUB,الهراء,الراء
18,OK,ومن,ومن
19,OK,لوازمها,لوازمها
20,SUB,التي,التى
21,OK,لا,لا
22,OK,تفارقها,تفارقها
23,SUB,انها,ار
24,SUB,ما,اما
25,OK,حضرت,حضرت
26,OK,قط,قط
27,OK,رواية,رواية
28,OK,فيها,فيها
29,OK,نزاع,نزاع
30,OK,بين,بين
31,OK,رجل,رجل
32,OK,وامراة,وامراة
33,INS,,و
34,SUB,وعاشق,عاشق
35,OK,وعاشقة,وعاشقة
36,OK,الا,الا
37,OK,كان,كان
38,OK,عطفها,عطفها
39,SUB,في,فى
40,SUB,جانب,جانت
41,OK,الرجل,الرجل
42,SUB,وان,ولن
43,SUB,غدر,غدروا
44,DEL,وان,
45,SUB,خان,تخان
46,SUB,ويشق,ويشى
47,OK,عليها,عليها
48,OK,منظر,منظر
49,SUB,العاشق,الهامى
50,OK,الموله,الموله
51,OK,المغموم,المغموم
52,SUB,فتهتف,فتهت
53,SUB,من,فمن
54,OK,قلبها,قلبها
55,OK,لا,لا
56,OK,من,من
57,SUB,لسانها,لسار
58,SUB,وحده,اوحدهما
59,INS,,ام
60,SUB,ما,را
61,DEL,من,
62,DEL,امراة,
63,SUB,تستحق,هست
64,INS,,حق
65,OK,هذا,هذا
66,SUB,العذاب,الع
67,INS,,ذات
68,SUB,تحب,تح
69,SUB,التدليل,التدلل
70,DEL,كما,
71,SUB,تحبه,كاعبه
72,OK,كل,كل
73,OK,بنت,بنت
74,OK,من,من
75,OK,بنات,بنات
76,SUB,حواء,حوء
77,SUB,ولكنها,وا
78,INS,,كنبات
79,SUB,تكره,كره
80,INS,,الت
81,SUB,التدليل,دليل
82,SUB,السخي,السخال
83,SUB,الفياض,في
84,SUB,كما,اضات
85,SUB,تكره,كره
86,SUB,التدليل,التدلي
87,INS,,لا
88,SUB,المعسول,لمعسول
89,OK,الناصع,الناصع
90,OK,الحلاوة,الحلاوة
91,INS,,و
92,SUB,وانما,اما
93,OK,تحب,تحب
94,OK,ان,ان
95,SUB,يقطر,يقطره
96,SUB,لها,ا
97,SUB,التدليل,التدلل
98,SUB,تقطيرا,تقطير
99,SUB,وان,اواني
100,SUB,يشاب,شاتها
101,SUB,ابدا,ايدا
102,OK,ببعض,ببعض
103,OK,التوابل,التوابل
104,SUB,والافاويه,والافاوبه
105,OK,سالت,سالت
106,OK,صديقها,صديقها
107,OK,وقد,وقد
108,OK,صفت,صفت
109,SUB,واستسلمت,واستسارت
110,OK,لعطفه,لعطفه
111,SUB,عليها,علبا
112,SUB,اتحزن,انحزن
113,SUB,علي,عا
114,OK,اذا,اذا
115,OK,مت,مت
116,DEL,فلم,
117,SUB,يدر,فليدرك
118,DEL,كيف,
119,SUB,يجيبها,يفجيها
120,OK,ولكنه,ولكنه
121,OK,قال,قال
122,OK,هذا,هذا
123,SUB,سؤال,سؤ
124,SUB,سابق,السابق
125,SUB,لاوانه,لا
126,SUB,يا,وان
127,INS,,هب
128,INS,,ان
129,SUB,بنية,نية
130,SUB,قالت,قال
131,SUB,ستبكي,تستبى
132,OK,ولا,ولا
133,OK,شك,شك
134,OK,لا,لا
135,OK,اسالك,اسالك
136,OK,في,في
137,OK,ذلك,ذلك
138,OK,ولكن,ولكن
139,DEL,كم,
140,SUB,عبرة,عبره
141,SUB,يا,يائرى
142,DEL,ترى,
143,SUB,تميزني,بميى
144,SUB,بها,بباع
145,SUB,على,لم
146,DEL,من,
147,SUB,بكيتهم,نبكيهم
148,DEL,العبرات,
149,DEL,رصيد,
150,OK,قال,قال
151,OK,وهو,وهو
152,OK,لا,لا
153,OK,يظهر,يظهر
154,OK,المزح,المزح
155,OK,ولا,ولا
156,SUB,يحاول,جا
157,INS,,ولا
158,SUB,ان,ن
159,SUB,يكتمه,يسكت
160,DEL,اراجع,
161,SUB,ما,مهار
162,SUB,عندي,اجماعندى
163,OK,من,من
164,INS,,رصيد
165,INS,,العبرات
166,SUB,واجيبك,واجم
167,SUB,قبل,كقمل
168,SUB,الوقت,الرقت
169,OK,المناسب,المناسب
170,OK,بقليل,بقليل
171,DEL,سارة,
172,SUB,قالت,قال
173,SUB,انت,تت
174,DEL,لا,
175,DEL,تريح,
176,OK,قال,قال
177,SUB,ولكني,ولكنى
178,OK,اراك,اراك
179,OK,مرتاحة,مرتاحة
180,OK,اانت,اانت
181,SUB,تموتين,بموتين
182,OK,ومن,ومن
183,SUB,الذي,اللام
