,operation,one,two
0,SUB,تجربة,بجربة
1,OK,جديدة,جديدة
2,OK,بعد,بعد
3,OK,ان,ان
4,OK,فشلت,فشلت
5,SUB,تجربته,بجرتته
6,SUB,السابقة,السارقة
7,OK,ولا,ولا
8,SUB,بد,بده
9,OK,له,له
10,OK,من,من
11,SUB,الذهاب,الذها
12,INS,,ولا
13,SUB,ولاسرور,سرور
14,OK,له,له
15,OK,في,في
16,OK,القعود,القعود
17,OK,والاحجام,والاحجام
18,SUB,والتسليم,وا
19,INS,,لنا
20,OK,بينه,بينه
21,OK,وبين,وبين
22,SUB,ضميره,شميره
23,OK,ان,ان
24,OK,الذهاب,الذهاب
25,OK,لا,لا
26,SUB,يفيد,يفسد
27,OK,لقد,لقد
28,SUB,كانا,كان
29,SUB,يحضران,اضران
30,OK,الى,الى
31,SUB,الموعد,الموءدحت
32,DEL,بحكم,
33,SUB,العادة,الهاد
34,INS,,ة
35,SUB,التي,التى
36,OK,لم,لم
37,SUB,يجسرا,جسرا
38,OK,بعد,بعد
39,SUB,على,عل
40,OK,تغييرها,تغييرها
41,SUB,لانهما,لاها
42,SUB,كانا,ناب
43,SUB,يخافان,خافان
44,OK,من,من
45,SUB,التفكير,التفمكير
46,SUB,في,فى
47,OK,التغيير,التغيير
48,SUB,ويخافان,وخاف
49,INS,,ان
50,OK,من,من
51,SUB,التفكير,التف
52,INS,,سكير
53,SUB,في,فى
54,OK,ذلك,ذلك
55,SUB,الخواء,الخاءا
56,SUB,الموحش,ووحشا
57,INS,,ذبى
58,DEL,الذي,
59,SUB,يستولي,يستولى
60,SUB,عليهما,عليهم
61,SUB,لا,الا
62,SUB,محالة,بجالة
63,OK,بعد,بعد
64,OK,ذلك,ذلك
65,SUB,التغيير,التخيير
66,SUB,فهما,فوما
67,INS,,بصمر
68,SUB,يحضران,ان
69,INS,,لا
70,SUB,لانهما,هما
71,SUB,خائفان,خائفا
72,INS,,س
73,OK,من,من
74,OK,الغياب,الغياب
75,OK,لا,لا
76,SUB,لانهما,لابهما
77,SUB,راغبان,راغان
78,DEL,في,
79,SUB,الحضور,فالحضو
80,OK,اما,اما
81,OK,قبل,قبل
82,OK,ذلك,ذلك
83,SUB,فما,فاان
84,SUB,ابعد,مدد
85,OK,الفرق,الفرق
86,OK,وما,وما
87,SUB,اهول,ادول
88,OK,الاختلاف,الاختلاف
89,OK,وما,وما
90,OK,احب,احب
91,OK,اللقاء,اللقاء
92,SUB,بعد,بعدد
93,OK,طول,طول
94,SUB,الانتظار,الار
95,SUB,وان,واناطولاد
96,SUB,اطول,طس
97,DEL,امد,
98,SUB,لهذا,ذا
99,SUB,الانتظار,الان
100,INS,,تفاار
101,OK,ما,ما
102,OK,كان,كان
103,SUB,ليزيد,لي
104,INS,,ني
105,INS,,دع
106,DEL,على,
107,SUB,يوم,ليوم
108,OK,واحد,واحد
109,OK,او,او
110,SUB,بعضيوم,برضي
111,SUB,في,ومفيم
112,INS,,عظ
113,SUB,بعضالاوقات,الاوقات
114,OK,كانت,كانت
115,SUB,الساعة,ااساة
116,INS,,ا
117,SUB,الخامسة,لخامسة
118,SUB,كانها,ناما
119,OK,علامة,علامة
120,SUB,موسومة,موسومه
121,SUB,في,فى
122,OK,مدار,مدار
123,SUB,الفلك,الف
124,INS,,ي
125,INS,,اك
126,SUB,بالشهب,بالشرب
127,INS,,وا
128,INS,,لـ
129,SUB,والكواكب,كواكب
130,INS,,وال
131,SUB,والهالات,االات
132,OK,وكان,وكان
133,SUB,صاحبنا,صاح
134,INS,,من
135,INS,,ايت
136,INS,,هي
137,SUB,يتعجل,جل
138,OK,الوقت,الوقت
139,OK,قبل,قبل
140,SUB,حلولها,حلو
141,SUB,بربع,ربع
142,OK,ساعة,ساعة
143,SUB,فيلتزم,فيلزم
144,SUB,مكانه,منه
145,OK,وراء,وراء
146,OK,النافذة,النافذة
147,SUB,لينظر,لنفار
148,DEL,من,
149,SUB,ثقوبها,ندعوه
150,SUB,الى,ا
151,SUB,منعطف,امنهم
152,DEL,الطريق,
153,SUB,حيث,رييثارنا
154,DEL,يلوح,
155,SUB,القادم,لقسا
156,INS,,دم
157,OK,اول,اول
158,OK,ما,ما
159,OK,يقبل,يقبل
160,SUB,على,عل
161,SUB,الدار,ال
162,INS,,اتوه
163,OK,وكثيرا,وكثيرا
164,OK,ما,ما
165,SUB,كانت,كااامي
166,INS,,٢
167,SUB,الغيوم,هؤووس
168,DEL,تكفهر,
169,SUB,والغيوث,وتد
170,DEL,تنهمر,
171,SUB,والهواء,رووا
172,INS,,اء
173,OK,يعصف,يعصف
174,SUB,باردا,اردا
175,OK,قارسا,قارسا
176,OK,في,في
177,SUB,صبارة,صماره
178,DEL,الشتاء,
179,SUB,وصاحبنا,وصاح
180,INS,,منا
181,OK,واقف,واقف
182,OK,وراء,وراء
183,OK,النافذة,النافذة
184,INS,,وس
