,operation,one,two
0,INS,,اسر
1,INS,,ار
2,INS,,الابلت
3,INS,,٦٢
4,OK,الفطرة,الفطرة
5,OK,اي,اي
6,OK,من,من
7,OK,العدم,العدم
8,OK,الى,الى
9,OK,الوجود,الوجود
10,OK,هو,هو
11,OK,الجنة,الجنة
12,OK,التي,التي
13,OK,كان,كان
14,OK,فيها,فيها
15,OK,ابونا,ابونا
16,OK,ادم,ادم
17,INS,,و
18,DEL,١,
19,SUB,وامنا,امنا
20,SUB,حواء,حال
21,OK,كما,كما
22,OK,قال,قال
23,OK,يا,يا
24,OK,ادم,ادم
25,OK,اسكن,اسكن
26,OK,انت,انت
27,INS,,و
28,SUB,وزوجك,زوجك
29,OK,الجنة,الجنة
30,INS,,و
31,SUB,والسقوط,السقوط
32,OK,الثاني,الثاني
33,OK,له,له
34,OK,من,من
35,OK,العدم,العدم
36,OK,الى,الى
37,OK,الوجود,الوجود
38,OK,هو,هو
39,SUB,الهبوط,الهياطمنها
40,DEL,منها,
41,OK,الى,الى
42,OK,دار,دار
43,OK,الدنيا,الدنيا
44,OK,لقوله,لقوله
45,OK,تعالى,تعالى
46,SUB,اهبطوا,اهبطوامتها
47,DEL,منها,
48,OK,جميعا,جميعا
49,INS,,و
50,SUB,والرجوع,الرجوع
51,OK,الى,الى
52,OK,الفطرة,الفطرة
53,OK,هو,هو
54,OK,العود,العود
55,OK,من,من
56,OK,هذا,هذا
57,OK,الوجود,الوجود
58,OK,المجازي,المجازي
59,OK,الى,الى
60,OK,العدم,العدم
61,INS,,و
62,SUB,وهو,هو
63,OK,اما,اما
64,OK,عدم,عدم
65,OK,القالب,القالب
66,OK,بالموت,بالموت
67,OK,الطبيعي,الطبيعي
68,DEL,٢,
69,OK,كل,كل
70,OK,من,من
71,OK,عليها,عليها
72,OK,فان,فان
73,SUB,وبه,و
74,INS,,يه
75,OK,يستحق,يستحق
76,OK,المؤمن,المؤمن
77,OK,من,من
78,OK,اصحاب,اصحاب
79,OK,اليمين,اليمين
80,SUB,جنة,جتة
81,OK,السعداء,السعداء
82,INS,,و
83,SUB,والكافر,الكافر
84,OK,من,من
85,OK,اصحاب,اصحاب
86,OK,الشمال,الشمال
87,DEL,جحيم,
88,OK,الاشقياء,الاشقياء
89,INS,,و
90,SUB,والثاني,الثاني
91,OK,عدم,عدم
92,DEL,٣,
93,SUB,النفس,التفس
94,OK,بموت,بموت
95,OK,الفزع,الفزع
96,SUB,قوله,قاله
97,OK,ويوم,ويوم
98,OK,ينفخ,ينفخ
99,OK,في,في
100,OK,الصور,الصور
101,OK,ففزع,ففزع
102,OK,من,من
103,OK,في,في
104,SUB,السماوات,السموات
105,INS,,و
106,SUB,ومن,من
107,OK,في,في
108,OK,الارض,الارض
109,INS,,و
110,SUB,وبه,به
111,OK,يستحق,يستحق
112,SUB,جنة,جتة
113,OK,الكاملين,الكاملين
114,OK,يا,يا
115,OK,ايتها,ايتها
116,OK,النفس,النفس
117,OK,المطمئنة,المطمئنة
118,OK,ارجعي,ارجعي
119,OK,الى,الى
120,OK,ربك,ربك
121,OK,راضية,راضية
122,OK,مرضية,مرضية
123,INS,,و
124,SUB,والثالث,الثالث
125,OK,عدم,عدم
126,OK,الروح,الروح
127,SUB,بموت,يموت
128,OK,الصعق,الصعق
129,INS,,و
130,SUB,والفناء,الفناء
131,OK,في,في
132,OK,التوحيد,التوحيد
133,OK,قوله,قوله
134,INS,,و
135,SUB,ونفخ,نفخ
136,OK,في,في
137,OK,الصور,الصور
138,OK,فصعق,فصعق
139,OK,من,من
140,OK,في,في
141,SUB,السماوات,السموات
142,INS,,و
143,SUB,ومن,من
144,OK,في,في
145,OK,الارض,الارض
146,DEL,وبه,
147,SUB,يستحق,ويهاستحق
148,OK,جنة,جنة
149,OK,الموحدين,الموحدين
150,SUB,فادخلي,ادخلي
151,OK,في,في
152,OK,عبادي,عبادي
153,INS,,و
154,SUB,وادخلي,ادخلي
155,OK,جنتي,جنتي
156,OK,اعلم,اعلم
157,OK,ان,ان
158,OK,المجيء,المجيء
159,OK,الى,الى
160,OK,الدنيا,الدنيا
161,OK,هو,هو
162,OK,النزول,النزول
163,OK,من,من
164,OK,الكمال,الكمال
165,OK,الى,الى
166,OK,النقص,النقص
167,INS,,و
168,SUB,والسقوط,السقوط
169,OK,من,من
170,OK,الفطرة,الفطرة
171,OK,الاولى,الاولى
172,DEL,ولا,
173,SUB,محالة,ولامحالة
174,OK,صدور,صدور
175,OK,الخلق,الخلق
176,OK,من,من
177,OK,الخالق,الخالق
178,OK,ليس,ليس
179,SUB,الا,الاعلى
180,INS,,٨
181,INS,,س
182,DEL,على,
183,OK,١,١
184,OK,يعني,يعني
185,OK,ان,ان
186,OK,ذلك,ذلك
187,OK,المسقط,المسقط
188,OK,هو,هو
189,DEL,تلك,
190,SUB,الجنة,تيكللجنةالتيكالجنة
191,DEL,ولتلك,
192,DEL,الجنة,
193,OK,عالمان,عالمان
194,OK,عالم,عالم
195,SUB,الملكوت,االملكات
196,OK,الروحاني,الروحاني
197,INS,,و
198,SUB,وعالم,عالم
199,OK,الملكوت,الملكوت
200,SUB,الصوري,الصورى
201,OK,والسقوط,والسقوط
202,OK,من,من
203,OK,تلك,تلك
204,OK,الجنة,الجنة
205,DEL,الى,
206,SUB,الدنيا,الىالدنيا
207,DEL,بلا,
208,SUB,واسطة,بلااااسطة
209,OK,وفاصلة,وفاصلة
210,OK,انما,انما
211,DEL,هو,
212,SUB,السقوط,هوالسقوط
213,OK,من,من
214,OK,الجنة,الجنة
215,OK,الصورية,الصورية
216,SUB,الى,الي
217,SUB,محاذيها,يحاذيها
218,DEL,في,
219,DEL,المراتب,
220,SUB,الصعودية,فىالمراتبالصعودية
221,SUB,العودية,العادراة
222,OK,جنة,جنة
223,DEL,اصحاب,
224,SUB,اليمين,اصحاااليمين
225,SUB,الذين,الذينهم
226,DEL,هم,
227,OK,المحشورون,المحشورون
228,OK,بالصور,بالصور
229,OK,والقوالب,والقوالب
230,OK,الجسمانية,الجسمانية
231,DEL,وهو,
232,SUB,المعروف,وهوالمعروف
233,OK,بعالم,بعالم
234,OK,المثال,المثال
235,OK,الواسطة,الواسطة
236,DEL,بين,
237,SUB,العالمين,بينالعالمان
238,OK,عالم,عالم
239,OK,الروحاني,الروحاني
240,OK,المعنوي,المعنوي
241,OK,العقلاني,العقلاني
242,INS,,و
243,SUB,وعالم,عالم
244,OK,الطبيعي,الطبيعي
245,SUB,الجسماني,الحملتى
246,OK,الهيولاني,الهيولاني
247,SUB,نوري,تاري
248,SUB,قدسسره,قدس
249,INS,,سره
250,OK,٢,٢
251,INS,,و
252,SUB,وهو,هو
253,OK,موت,موت
254,OK,البدن,البدن
255,OK,يقوم,يقوم
256,OK,الساعة,الساعة
257,OK,والقيامة,والقيامة
258,OK,الصغرى,الصغرى
259,OK,ولعدم,ولعدم
260,OK,النفس,النفس
261,OK,يقوم,يقوم
262,DEL,الساعة,
263,SUB,والقيامة,الساعةاالقيامة
264,OK,الوسطى,الوسطى
265,OK,ولعدم,ولعدم
266,OK,الروح,الروح
267,OK,يقوم,يقوم
268,OK,الساعة,الساعة
269,OK,والقيامة,والقيامة
270,OK,الكبرى,الكبرى
271,SUB,نوري,نورى
272,INS,,ودس
273,SUB,قدسسره,سره
274,DEL,٣,
275,OK,يعني,يعني
276,OK,من,من
277,SUB,هذا,هذلا
278,DEL,العدم,
279,DEL,انقلاب,
280,DEL,الوجود,
281,DEL,الصوري,
282,SUB,الملكوتي,العدمالتقيابالوجودالصارىالملكوتي
283,SUB,المثالي,المثاليالمجردعن
284,DEL,المجرد,
285,DEL,عن,
286,SUB,المادة,المادةالهيو
287,SUB,الهيولانية,للنية
288,OK,والمدة,والمدة
289,OK,الزمانية,الزمانية
290,OK,بوجود,بوجود
291,OK,الروحاني,الروحاني
292,SUB,المعنوي,المعنوى
293,OK,المجرد,المجرد
294,DEL,عن,
295,SUB,الصورة,عنايصورة
296,DEL,وعن,
297,SUB,المادة,وعنالمادة
298,OK,والمدة,والمدة
299,OK,الواسطة,الواسطة
300,OK,بين,بين
301,OK,عالم,عالم
302,OK,اليوم,اليوم
303,OK,الالهي,الالهي
304,OK,السرمدي,السرمدي
305,DEL,وبين,
306,SUB,اليوم,وبيتاليؤم
307,SUB,النفساني,النفسانيالدهري
308,SUB,الدهري,االصاري
309,SUB,الصوري,المعر
310,SUB,المعروفة,ولفة
311,OK,باليوم,باليوم
312,SUB,الربوبي,الربو
313,INS,,بي
314,DEL,وذلك,
315,SUB,العالم,وذلكللعالم
316,OK,الواسط,الواسط
317,OK,برزخ,برزخ
318,SUB,روحاني,روحانى
319,DEL,بين,
320,SUB,الوجود,ياتالوجود
321,SUB,الحقاني,الحقالذي
322,SUB,وبين,و
323,DEL,الوجود,
324,SUB,الامكاني,ياناياجادالامكلني
325,OK,الصوري,الصوري
326,SUB,المجرد,اللمجرد
327,INS,,و
328,SUB,والوجود,الوجود
329,OK,الهيولاني,الهيولاني
330,SUB,وبنفخة,و
331,SUB,الفزع,ينفخةالفزع
332,OK,ينتقل,ينتقل
333,OK,الارواح,الارواح
334,DEL,من,
335,SUB,القوالب,متالقوالب
336,OK,الصورية,الصورية
337,SUB,الى,الي
338,DEL,ذلك,
339,DEL,العالم,
340,DEL,الواسط,
341,SUB,الروحاني,ذلكالعالمالالسطالروحاني
342,OK,الغير,الغير
343,OK,الحقاني,الحقاني
344,OK,ثم,ثم
345,OK,ينتقل,ينتقل
346,DEL,تلك,
347,SUB,الارواح,تلكالارواح
348,DEL,بنفخة,
349,SUB,الصعق,ينفخةالصعق
350,DEL,الى,
351,SUB,الوجود,الىالوجود
352,OK,الحقاني,الحقاني
353,OK,الذي,الذي
354,OK,هو,هو
355,SUB,عالم,عالمؤجهايله
356,DEL,وجه,
357,DEL,الله,
358,OK,الباقي,الباقي
359,OK,ببقاء,ببقاء
360,OK,الله,الله
361,OK,نوري,نوري
362,SUB,قدسسره,قدس
363,INS,,سره
364,INS,,لء
365,INS,,الله
366,INS,,تاري
367,INS,,قدس
368,INS,,سره
