,operation,one,two
0,INS,,١٠٥
1,OK,متقطعا,متقطعا
2,OK,لا,لا
3,OK,يكاد,يكاد
4,OK,يستوي,يستوي
5,OK,ولا,ولا
6,OK,يبين,يبين
7,OK,لقد,لقد
8,OK,اصبحت,اصبحت
9,OK,عاجزة,عاجزة
10,SUB,حتى,حى
11,SUB,عن,عنابر
12,DEL,ايسر,
13,DEL,الاشياء,
14,DEL,انها,
15,OK,لا,لا
16,OK,تكاد,تكاد
17,OK,تعرف,تعرف
18,OK,من,من
19,OK,العدد,العدد
20,OK,الا,الا
21,OK,العشرة,العشرة
22,OK,فهي,فهي
23,DEL,لا,
24,SUB,تحسن,لاتحسنان
25,DEL,ان,
26,OK,تقول,تقول
27,OK,العشرين,العشرين
28,OK,والثلاثين,والثلاثين
29,OK,والاربعين,والاربعين
30,SUB,وانما,وام
31,SUB,تقول,اتقول
32,OK,عشرتين,عشرتين
33,OK,وثلاث,وثلاث
34,OK,عشرات,عشرات
35,SUB,واربع,اربع
36,SUB,عشرات,عشر
37,INS,,ات
38,OK,ولست,ولست
39,OK,ادري,ادري
40,OK,كيف,كيف
41,OK,تقول,تقول
42,OK,اذا,اذا
43,OK,جاوزت,جاوزت
44,OK,المائة,المائة
45,SUB,لقد,القد
46,SUB,انتهى,اتى
47,SUB,بها,ا
48,OK,البؤس,البؤس
49,OK,الى,الى
50,OK,هذا,هذا
51,OK,كله,كله
52,SUB,وتصور,وتصار
53,OK,بؤس,بؤس
54,OK,امها,امها
55,OK,حين,حين
56,OK,تراها,تراها
57,SUB,على,عل
58,OK,هذا,هذا
59,OK,النحو,النحو
60,OK,وحين,وحين
61,OK,تضطرب,تضطرب
62,SUB,بين,يئن
63,OK,فقد,فقد
64,OK,زوجها,زوجها
65,INS,,و
66,INS,,مرض
67,SUB,ومرضابنتها,ابنتها
68,OK,فاما,فاما
69,OK,الصبيتان,الصبيتان
70,OK,فلا,فلا
71,OK,تدركان,تدركان
72,OK,من,من
73,OK,هذا,هذا
74,SUB,شيئا,شيثا
75,INS,,و
76,SUB,ولكن,لكن
77,SUB,لهما,لهم
78,SUB,حظا,احظ
79,INS,,ما
80,OK,من,من
81,OK,قسوة,قسوة
82,OK,الطفولة,الطفولة
83,SUB,فهما,فهم
84,SUB,تعبثان,اتعب
85,INS,,ثانيا
86,SUB,بامهما,مهما
87,OK,وتضحكان,وتضحكان
88,SUB,من,منذ
89,SUB,ذهولها,هاه
90,SUB,وما,اوما
91,OK,اضطرت,اضطرت
92,OK,اليه,اليه
93,OK,من,من
