,operation,one,two
0,SUB,يخلبونها,يخلبو
1,INS,,برا
2,OK,وقد,وقد
3,SUB,يهيجون,سيجون
4,SUB,نفسها,نضبا
5,OK,ولكنهم,ولكنهم
6,OK,لا,لا
7,SUB,يقربونها,يقر
8,INS,,بو
9,INS,,را
10,OK,اليهم,اليهم
11,OK,ولا,ولا
12,OK,الى,الى
13,OK,نفسها,نفسها
14,OK,ان,ان
15,SUB,احدهم,احدم
16,OK,لينظر,لينظر
17,OK,اليها,اليها
18,OK,كانه,كانه
19,OK,غريب,غريب
20,SUB,يمشي,يمشرفى
21,DEL,في,
22,OK,بلد,بلد
23,OK,غريب,غريب
24,OK,يخشى,يخشى
25,OK,ان,ان
26,OK,يتقدم,يتقدم
27,OK,او,او
28,OK,يتاخر,يتاخر
29,OK,متهيبا,متهيبا
30,OK,يعديها,يعديها
31,OK,بالتهيب,بالتهيب
32,SUB,فتقوم,فتهوم
33,OK,بينهما,بينهما
34,OK,الحواجز,الحواجز
35,OK,والسدود,والسدود
36,OK,ولا,ولا
37,OK,يسهل,يسهل
38,OK,التقريب,التقريب
39,OK,بينهما,بينهما
40,OK,بعد,بعد
41,OK,ذلك,ذلك
42,OK,او,او
43,OK,ينظر,ينظر
44,OK,اليها,اليها
45,OK,نظرة,نظرة
46,OK,القانص,القانص
47,OK,الفاتك,الفاتك
48,SUB,فيربكها,فير
49,INS,,بـكها
50,SUB,ويزعزع,وزعزع
51,OK,شعورها,شعورها
52,OK,ويوقع,ويوقع
53,SUB,الهزيمة,الهز
54,INS,,تمة
55,INS,,ى
56,DEL,في,
57,SUB,سريرتها,سرم
58,DEL,فانه,
59,DEL,ينظر,
60,DEL,اليها,
61,DEL,بعد,
62,DEL,ان,
63,DEL,نظر,
64,DEL,ادولف,
65,DEL,منجو,
66,OK,اما,اما
67,OK,الرجل,الرجل
68,OK,الخبير,الخبير
69,OK,بالنساء,بالنساء
70,OK,من,من
71,OK,امثال,امثال
72,INS,,ادولف
73,INS,,م
74,INS,,جو
75,INS,,فانه
76,INS,,يدظر
77,INS,,اليها
78,INS,,بعد
79,INS,,ان
80,INS,,نظر
81,OK,الى,الى
82,INS,,٠
83,SUB,مئات,ت
84,OK,من,من
85,SUB,قبلها,قلها
86,OK,فاذا,فاذا
87,OK,به,به
88,OK,يعرفها,يعرفها
89,SUB,مكشوفة,مكث
90,INS,,وفه
91,SUB,معراة,محر
92,INS,,اة
93,OK,من,من
94,DEL,كل,
95,SUB,ستر,سبر
96,OK,ومن,ومن
97,OK,كل,كل
