,operation,one,two
0,SUB,لماذا,ما
1,INS,,زاق
2,SUB,هامبها,ما
3,INS,,مر
4,INS,,بام
5,OK,حواء,حواء
6,SUB,اخرجت,احرجت
7,OK,من,من
8,OK,جنة,جنة
9,SUB,وبناتها,وتار
10,SUB,كل,اكل
11,OK,يوم,يوم
12,SUB,يخرجن,خرجن
13,OK,من,من
14,OK,جنات,جنات
15,OK,فهل,فهل
16,OK,المراة,المراة
17,DEL,ضرة,
18,SUB,الجنة,ضةالجنة
19,OK,تغار,تغار
20,SUB,منها,منيا
21,OK,غيرة,غيرة
22,OK,الضرائر,الضرائر
23,OK,لا,لا
24,OK,ندري,ندري
25,OK,ولكنها,ولكنها
26,SUB,هي,مي
27,OK,المراة,المراة
28,SUB,ابدا,ايد
29,SUB,لا,الا
30,OK,تريد,تريد
31,SUB,للرجل,لرجل
32,SUB,ان,انينة
33,DEL,ينعم,
34,OK,بغير,بغير
35,OK,نعيمها,نعيمها
36,OK,او,او
37,INS,,ي
38,SUB,يسعد,سعد
39,OK,بغير,بغير
40,OK,سعادتها,سعادتها
41,OK,وليس,وليس
42,OK,يعنيها,يعنيها
43,SUB,ان,انتف
44,SUB,تفرح,رح
45,SUB,معه,معها
46,DEL,كما,
47,OK,يعنيها,يعنيها
48,OK,ان,ان
49,OK,تكون,تكون
50,SUB,سبب,س
51,SUB,فرحه,ورحه
52,OK,وينبوع,وينبوع
53,OK,سعادته,سعادته
54,SUB,دون,دونك
55,DEL,كل,
56,SUB,ينبوع,لينباع
57,SUB,وربما,ورما
58,OK,ارضاها,ارضاها
59,OK,ان,ان
60,OK,تكون,تكون
61,SUB,سبب,سيب
62,SUB,المه,المة
63,SUB,والمها,واموا
64,DEL,ولم,
65,SUB,يرضها,ورضيا
66,SUB,ان,انتشار
67,SUB,تشاركه,كمال
68,SUB,السعادة,سعادة
69,OK,الوافية,الوافية
70,OK,ان,ان
71,OK,كان,كان
72,OK,للسعادة,للسعادة
73,OK,سبب,سبب
74,OK,سواها,سواها
75,OK,كان,كان
76,SUB,همام,هما
77,OK,قانعا,قانعا
78,SUB,بالمودة,بالمادة
79,OK,الهنيئة,الهنيئة
80,OK,الوادعة,الوادعة
81,OK,بينه,بينه
82,OK,وبين,وبين
83,OK,سارة,سارة
84,OK,ان,ان
85,SUB,حضرتسره,حضرت
86,INS,,سره
87,OK,حضورها,حضورها
88,OK,وان,وان
89,OK,غابت,غابت
90,OK,لم,لم
91,OK,يغضبه,يغضبه
92,SUB,غيابها,غياها
93,OK,لا,لا
94,OK,يفرض,يفرض
95,SUB,عليها,علدها
96,OK,حقا,حقا
97,OK,ولا,ولا
98,SUB,يحسب,يحس
99,SUB,انها,باها
100,OK,تفرض,تفرض
101,OK,حقا,حقا
102,SUB,عليه,علة
103,OK,ويتصلان,ويتصلان
104,OK,وينفصلان,وينفصلان
105,OK,ولا,ولا
106,OK,قلق,قلق
107,OK,في,في
108,SUB,الامر,الاس
109,OK,ولا,ولا
110,OK,استطلاع,استطلاع
111,OK,ولا,ولا
112,OK,استكراه,استكراه
113,OK,لها,لها
114,OK,وقتها,وقتها
115,SUB,كله,له
116,OK,وله,وله
117,OK,وقته,وقته
118,SUB,كله,كاه
119,OK,الا,الا
120,OK,ما,ما
121,OK,يشتركان,يشتركان
122,OK,فيه,فيه
123,OK,من,من
124,OK,الوقت,الوقت
125,OK,فهو,فهو
126,SUB,لهما,لهاعلال
127,DEL,على,
128,SUB,السواء,سواء
129,OK,بلا,بلا
130,OK,اقتسام,اقتسام
131,OK,ولا,ولا
132,OK,جور,جور
133,OK,ولا,ولا
134,OK,اعتداء,اعتداء
135,INS,,غير
136,INS,,ان
137,INS,,سارة
138,DEL,لم,
139,SUB,يعجبها,يعجمها
140,OK,هذا,هذا
141,OK,الجدول,الجدول
142,OK,المترقرق,المترقرق
143,SUB,المنساب,المنس
144,INS,,اتوا
145,SUB,وابت,بت
146,OK,الا,الا
147,OK,ان,ان
148,OK,تراه,تراه
149,OK,شلالا,شلالا
150,DEL,سارة,
151,DEL,غير,
152,DEL,ان,
153,OK,يعج,يعج
154,SUB,ويثور,ويتار
155,OK,ويضطرب,ويضطرب
156,SUB,ويمور,ومؤد
157,SUB,فنصبت,فتصب
158,SUB,فيه,تفه
159,SUB,الحواجز,الواجزوا
160,SUB,واقامت,قامت
161,OK,فيه,فيه
162,OK,الصخور,الصخور
163,INS,,١٠
164,INS,,سارة
