,operation,one,two
0,INS,,٨
1,SUB,فلم,فلتعدهما
2,DEL,يمنعه,
3,DEL,همام,
4,OK,ان,ان
5,OK,يستمر,يستمر
6,DEL,في,
7,SUB,صياحه,يصياحه
8,OK,وعدوه,وعدوه
9,OK,الا,الا
10,SUB,بمشقة,مشقة
11,OK,وادرك,وادرك
12,DEL,الشاب,
13,SUB,وتبينه,الابوتييدفنذار
14,DEL,فمن,
15,SUB,راى,اي
16,SUB,امامه,امام
17,SUB,اخاها,هاعاها
18,OK,ولا,ولا
19,SUB,ذنب,دن
20,INS,,بل
21,SUB,لسهوات,سهوا
22,SUB,امين,تامين
23,OK,في,في
24,OK,هذه,هذه
25,OK,القصة,القصة
26,OK,الا,الا
27,OK,في,في
28,SUB,غفلته,غمته
29,OK,عن,عن
30,SUB,متابعة,متاده
31,INS,,ة
32,SUB,الشاب,شاب
33,OK,وايثاره,وايثاره
34,SUB,ان,انتار
35,DEL,يتابع,
36,SUB,السيدة,السدة
37,OK,بعد,بعد
38,OK,ركوبها,ركوبها
39,SUB,الترام,الرماكا
40,SUB,كانما,ما
41,SUB,المقصود,المقص
42,INS,,د
43,OK,ان,ان
44,OK,يعرف,يعرف
45,SUB,منزلها,مز
46,INS,,له
47,SUB,لا,الا
48,OK,ان,ان
49,OK,يعرف,يعرف
50,OK,من,من
51,OK,كان,كان
52,SUB,معها,مهها
53,OK,اما,اما
54,SUB,البقية,الدقة
55,SUB,فالذنب,فالذ
56,SUB,فيها,نفيها
57,SUB,ذنب,ذنهم
58,SUB,همام,الا
59,SUB,لانه,ن
60,INS,,ه
61,SUB,كتم,ك
62,OK,عن,عن
63,SUB,صاحبه,صاحه
64,OK,كل,كل
65,OK,ما,ما
66,OK,يتعلق,يتعلق
67,OK,بسارة,بسارة
68,OK,غير,غير
69,OK,شخصها,شخصها
70,SUB,ومسكنها,ومسكها
71,OK,حذرا,حذرا
72,OK,من,من
73,SUB,سهواته,سهوات
74,SUB,لا,هلا
75,OK,حذرا,حذرا
76,OK,من,من
77,SUB,نياته,نباته
78,OK,ولزمت,ولزمت
79,OK,سارة,سارة
80,OK,مسكنها,مسكنها
81,SUB,يوما,نوم
82,SUB,لا,الا
83,SUB,تريمه,تره
84,SUB,الى,الي
85,OK,زيارة,زيارة
86,OK,ولا,ولا
87,SUB,الى,الي
88,DEL,مسرح,
89,SUB,وتلك,وتللك
90,OK,نادرة,نادرة
91,OK,لم,لم
92,OK,تتكرر,تتكرر
93,SUB,فيما,في
94,INS,,ياع
95,SUB,عدا,داار
96,SUB,ايام,ام
97,OK,حفلاتها,حفلاتها
98,SUB,وولائمها,والاعواغير
99,DEL,غير,
100,OK,مرات,مرات
101,OK,معدودات,معدودات
102,DEL,فليس,
103,SUB,لسارة,فلسساره
104,DEL,عالم,
105,SUB,تعيش,رعد
106,INS,,شوة
107,DEL,فيه,
108,SUB,غير,عير
109,OK,عالم,عالم
110,OK,الدنيا,الدنيا
111,OK,الواسعة,الواسعة
112,OK,وعالم,وعالم
113,SUB,الحب,الجب
114,INS,,و
115,SUB,والمحبين,الحيين
116,OK,اما,اما
117,OK,عالم,عالم
118,OK,الضمير,الضمير
119,OK,الذي,الذي
120,SUB,يروده,راده
121,OK,الانسان,الانسان
122,OK,وحده,وحده
123,SUB,ويانس,وياتسفه
124,DEL,فيه,
125,OK,الى,الى
126,SUB,التفرد,المرد
127,OK,والوحشة,والوحشة
128,OK,فذلك,فذلك
129,OK,ابغض,ابغض
130,OK,العوالم,العوالم
131,SUB,اليها,الي
132,INS,,يا
133,OK,واثقلها,واثقلها
134,OK,وطاة,وطاة
135,OK,عليها,عليها
136,OK,لا,لا
137,OK,تمكث,تمكث
138,OK,فيه,فيه
139,SUB,هنيهة,هتهة
140,SUB,الا,الار
141,SUB,باغراء,اغاء
142,OK,كتاب,كتاب
143,OK,وقلما,وقلما
144,OK,يكون,يكون
145,INS,,ا
146,INS,,لـ
147,SUB,الكتاب,كتاب
148,OK,عندها,عندها
149,OK,الا,الا
150,SUB,منفذا,منفذاالى
151,DEL,الى,
152,SUB,الدنيا,الدتا
153,OK,الواسعة,الواسعة
154,SUB,ودنيا,ودنا
155,SUB,الحب,الحت
156,SUB,والمحبين,والحر
157,INS,,ن
158,OK,فسنحت,فسنحت
159,SUB,لهمام,لها
160,SUB,خاطرة,مخاطرة
161,OK,ان,ان
162,SUB,يجرب,يجر
163,SUB,الرقابة,بالرق
164,INS,,اية
165,OK,داخل,داخل
166,OK,المنزل,المنزل
167,OK,لعل,لعل
168,OK,هناك,هناك
169,SUB,احدا,احد
170,SUB,تحوم,اةو
171,SUB,حوله,مولة
172,OK,شبهة,شبهة
173,OK,ويصلح,ويصلح
174,OK,لاتجاه,لاتجاه
175,OK,المظنة,المظنة
176,OK,ولما,ولما
177,SUB,سال,سالامنا
178,DEL,امينا,
179,OK,عن,عن
180,SUB,النور,النارف
181,DEL,في,
182,OK,جناح,جناح
183,OK,سارة,سارة
184,OK,من,من
185,OK,اين,اين
186,OK,كان,كان
187,OK,مصدره,مصدره
188,OK,في,في
189,SUB,ذلك,ذلاك
190,OK,اليوم,اليوم
191,SUB,علم,عل
192,OK,انه,انه
193,OK,كان,كان
