,operation,one,two
0,INS,,٣٥
1,OK,لم,لم
2,OK,يتب,يتب
3,OK,عليهما,عليهما
4,INS,,لا
5,SUB,لانهما,سهما
6,OK,يصومان,يصومان
7,OK,ويصليان,ويصليان
8,OK,ويتصدقان,ويتصدقان
9,OK,ويدعوان,ويدعوان
10,SUB,وفي,وفى
11,OK,قلب,قلب
12,OK,كل,كل
13,OK,منهما,منهما
14,OK,خاطر,خاطر
15,OK,ضئيل,ضئيل
16,OK,ضئيل,ضئيل
17,OK,جدا,جدا
18,OK,لا,لا
19,OK,يكاد,يكاد
20,OK,يحس,يحس
21,SUB,لو,او
22,OK,رزقنا,رزقنا
23,SUB,لله,الله
24,OK,غلاما,غلاما
25,OK,مكان,مكان
26,OK,هذه,هذه
27,OK,الصبية,الصبية
28,DEL,ثم,
29,SUB,يهبط,ميهبط
30,OK,خالد,خالد
31,OK,الى,الى
32,OK,القاهرة,القاهرة
33,OK,ليرى,ليرى
34,OK,ابنته,ابنته
35,OK,ويرد,ويرد
36,OK,اهله,اهله
37,OK,الى,الى
38,OK,المدينة,المدينة
39,OK,فاذا,فاذا
40,OK,بلغ,بلغ
41,OK,القاهرة,القاهرة
42,OK,وادخل,وادخل
43,OK,الى,الى
44,OK,اهله,اهله
45,OK,وقدمت,وقدمت
46,OK,اليه,اليه
47,OK,الصبية,الصبية
48,OK,نظر,نظر
49,SUB,في,فى
50,OK,وجهها,وجهها
51,DEL,ثم,
52,SUB,نظر,منظر
53,DEL,في,
54,SUB,وجه,فوجه
55,OK,امراته,امراته
56,DEL,ثم,
57,SUB,جهر,مجهر
58,OK,بقراءة,بقراءة
59,OK,ايات,ايات
60,OK,من,من
61,OK,القران,القران
62,OK,يرد,يرد
63,OK,نفسه,نفسه
64,OK,الى,الى
65,OK,الامن,الامن
66,OK,وقلبه,وقلبه
67,OK,الى,الى
68,SUB,الاطمئنان,الاطه
69,INS,,منان
70,OK,ويمسك,ويمسك
71,OK,نفسه,نفسه
72,OK,ان,ان
73,SUB,تخرج,تخر
74,SUB,عن,عمن
75,INS,,م
76,SUB,طهورها,طوورها
77,OK,فقد,فقد
78,OK,راى,راى
79,SUB,ويا,ريان
80,SUB,نكر,كرم
81,DEL,ما,
82,SUB,راى,اراى
83,OK,راى,راى
84,SUB,ابنته,ابزته
85,SUB,الثانيةصورة,الثانية
86,INS,,صورة
87,SUB,مطابقة,طابق
88,SUB,لامها,ةلاءها
89,OK,اشد,اشد
90,SUB,المطابقة,المطارقة
91,OK,وقد,وقد
92,OK,تكلف,تكلف
93,OK,الاستبشار,الاستبشار
94,OK,والرضا,والرضا
95,OK,واحست,واحست
96,OK,منه,منه
97,SUB,زوجه,زوجهما
98,DEL,ما,
99,OK,احست,احست
100,SUB,فلم,فامتحل
101,SUB,تظهر,هر
102,OK,شيئا,شيئا
103,OK,ثم,ثم
104,INS,,خ
105,SUB,خلا,لا
106,SUB,اليه,اليهموه
107,DEL,حموه,
108,OK,فقال,فقال
109,OK,اصبر,اصبر
110,SUB,نفسك,نفسا
111,SUB,على,كعلم
112,DEL,ما,
113,SUB,تكره,اتكرهيا
114,DEL,يا,
115,SUB,بني,بيي
116,OK,فان,فان
117,SUB,لله,الله
118,OK,يمتحن,يمتحن
119,OK,عباده,عباده
120,OK,المؤمنين,المؤمنين
121,OK,بالصبر,بالصبر
122,OK,واقسم,واقسم
123,OK,لقد,لقد
124,SUB,نهيت,همهيت
125,SUB,اباك,ابا
126,INS,,ت
127,OK,عن,عن
128,OK,تزويجك,تزويجك
129,OK,من,من
130,SUB,ابنتي,ابنى
131,SUB,فانها,فاسها
132,OK,لم,لم
133,OK,تخلق,تخلق
134,OK,للزواج,للزواج
135,SUB,واقسم,واق
136,DEL,يا,
137,SUB,بني,سهي
138,INS,,ابى
139,OK,لقد,لقد
140,SUB,رحمتك,رحمت
141,INS,,اث
142,OK,واشفقت,واشفقت
143,OK,عليك,عليك
144,OK,وتحدثت,وتحدثت
145,OK,الى,الى
146,OK,ابيك,ابيك
147,SUB,في,فى
148,OK,ذلك,ذلك
149,OK,ولكن,ولكن
150,OK,لله,لله
151,OK,امرا,امرا
152,OK,هو,هو
153,OK,منفذه,منفذه
154,SUB,وحكمة,وحككة
155,OK,هو,هو
156,OK,بالغها,بالغها
157,OK,قال,قال
158,OK,خالد,خالد
159,OK,وقد,وقد
160,OK,ثاب,ثاب
161,OK,الى,الى
162,SUB,عقله,عقلهك
163,SUB,كله,له
164,OK,وقلبه,وقلبه
165,SUB,كله,كاهف
166,DEL,فاني,
167,SUB,لا,اىلا
168,OK,افهم,افهم
169,OK,عنك,عنك
170,OK,ما,ما
171,OK,تقول,تقول
172,OK,منذ,منذ
173,OK,اليوم,اليوم
174,SUB,علام,علاما
175,SUB,اصبر,صبر
176,SUB,وفيم,وفيما
177,INS,,م
178,SUB,امتحن,تحن
179,OK,وما,وما
180,OK,رايت,رايت
181,OK,منك,منك
182,OK,ولا,ولا
183,OK,من,من
184,SUB,زوجي,زوجى
185,OK,الا,الا
186,OK,خيرا,خيرا
187,OK,وما,وما
188,OK,انكرت,انكرت
189,OK,شيئا,شيئا
190,OK,وما,وما
191,SUB,ينبغي,ينبغى
192,OK,ان,ان
193,OK,انكر,انكر
194,SUB,شيئا,شبثا
195,INS,,١
196,SUB,افترى,افر
197,INS,,رى
198,OK,نفيسة,نفيسة
199,OK,قد,قد
200,OK,شكت,شكت
201,OK,اليك,اليك
202,SUB,بعضقسوتي,بعض
203,INS,,قس
204,INS,,ولى
205,OK,عليها,عليها
206,SUB,في,فى
207,OK,الدعابة,الدعابة
208,OK,والمزاح,والمزاح
209,SUB,فاني,فاى
210,OK,معتذر,معتذر
211,OK,اليك,اليك
212,OK,وتائب,وتائب
213,OK,الى,الى
214,SUB,لله,الله
215,OK,من,من
216,OK,هذا,هذا
217,SUB,الاثم,الا
218,INS,,ا
219,SUB,العظيم,اعظ
220,OK,قال,قال
221,SUB,عبد,عد
222,OK,الرحمن,الرحمن
223,OK,وهو,وهو
224,OK,يقبل,يقبل
225,INS,,رخ
226,SUB,ختنه,منه
227,OK,لا,لا
228,SUB,ولله,والله
229,SUB,يا,يابى
230,DEL,بني,
231,OK,ما,ما
232,SUB,شكت,شذت
233,SUB,الي,الى
234,OK,نفيسة,نفيسة
235,OK,شيئا,شيئا
236,INS,,و
237,SUB,وما,ما
238,OK,علمتك,علمتك
239,OK,الا,الا
240,DEL,برا,
241,SUB,كريما,راكما
242,DEL,وابن,
243,SUB,اخ,ا
244,INS,,اردد
245,OK,بر,بر
246,INS,,اجبر
247,SUB,كريم,ر
248,INS,,م
249,OK,ومنذ,ومنذ
250,SUB,ذلك,ذلث
251,OK,اليوم,اليوم
252,OK,انزل,انزل
253,SUB,لله,الله
254,OK,السكينة,السكينة
255,SUB,على,عل
256,OK,قلب,قلب
257,OK,خالد,خالد
258,OK,فثاب,فثاب
259,OK,الى,الى
260,OK,اهله,اهله
261,OK,وابنتيه,وابنتيه
262,DEL,كاحسن,
263,SUB,ما,كا
264,OK,يثوب,يثوب
265,OK,الزوج,الزوج
266,OK,الصالح,الصالح
267,OK,والاب,والاب
268,OK,العطوف,العطوف
