,operation,one,two
0,INS,,٤٦
1,INS,,اسرار
2,INS,,الايات
3,OK,لها,لها
4,OK,الاضافة,الاضافة
5,OK,بعد,بعد
6,SUB,تمام,نمام
7,OK,وجودها,وجودها
8,OK,وهويتها,وهويتها
9,OK,كالملك,كالملك
10,OK,والربان,والربان
11,OK,والرئيس,والرئيس
12,OK,والاب,والاب
13,OK,وغير,وغير
14,OK,ذلك,ذلك
15,OK,مما,مما
16,OK,يعرض,يعرض
17,OK,له,له
18,OK,الاضافة,الاضافة
19,OK,بعد,بعد
20,OK,تمام,تمام
21,OK,الذات,الذات
22,OK,فالاضافة,فالاضافة
23,SUB,التي,التى
24,OK,من,من
25,OK,قبيل,قبيل
26,OK,القسم,القسم
27,OK,الاول,الاول
28,OK,يزول,يزول
29,OK,بزوالها,بزوالها
30,OK,ذات,ذات
31,OK,المضافة,المضافة
32,OK,بنفسها,بنفسها
33,OK,كهيولية,كهيولية
34,OK,الهيولى,الهيولى
35,OK,وكذا,وكذا
36,OK,حكم,حكم
37,OK,نفسية,نفسية
38,OK,النفس,النفس
39,OK,فيلزمهم,فيلزمهم
40,OK,بطلان,بطلان
41,OK,جوهر,جوهر
42,OK,النفوس,النفوس
43,OK,ببطلان,ببطلان
44,OK,اضافاتها,اضافاتها
45,OK,الى,الى
46,OK,البدن,البدن
47,OK,اللهم,اللهم
48,OK,الا,الا
49,OK,ان,ان
50,OK,يذهبوا,يذهبوا
51,OK,الى,الى
52,OK,ما,ما
53,OK,ذهبنا,ذهبنا
54,OK,اليه,اليه
55,OK,من,من
56,OK,اثبات,اثبات
57,OK,الحركة,الحركة
58,OK,الجوهرية,الجوهرية
59,OK,واثبات,واثبات
60,OK,الاشتداد,الاشتداد
61,SUB,في,فى
62,OK,وجود,وجود
63,OK,الجوهر,الجوهر
64,SUB,النفساني,النفسانى
65,OK,كما,كما
66,OK,دلت,دلت
67,OK,عليه,عليه
68,INS,,الب
69,SUB,البراهين,راهن
70,OK,المذكورة,المذكورة
71,SUB,في,فى
72,OK,كتبنا,كتبنا
73,INS,,وا
74,SUB,والايات,لايات
75,OK,القرانية,القرانية
76,OK,المذكورة,المذكورة
77,OK,انفا,انفا
78,OK,والمتاخرون,والمتاخرون
79,OK,من,من
80,OK,الحكماء,الحكماء
81,SUB,كابي,كالبى
82,SUB,علي,على
83,OK,ومن,ومن
84,OK,يحذو,يحذو
85,OK,حذوه,حذوه
86,OK,مصرون,مصرون
87,OK,غاية,غاية
88,OK,الاصرار,الاصرار
89,SUB,في,فى
90,SUB,نفي,نفى
91,OK,هذه,هذه
92,OK,الاستحالة,الاستحالة
93,OK,الجوهرية,الجوهرية
94,OK,ولذلك,ولذلك
95,OK,قصروا,قصروا
96,OK,وعجزوا,وعجزوا
97,OK,عن,عن
98,OK,اثبات,اثبات
99,OK,كثير,كثير
100,OK,من,من
101,OK,المقاصد,المقاصد
102,OK,الحقة,الحقة
103,OK,كحدوث,كحدوث
104,INS,,ال
105,SUB,الاجسام,اجسام
106,SUB,ودثور,ودثورا
107,SUB,العالم,لعالم
108,SUB,الطبيعي,الطبيعى
109,OK,كله,كله
110,INS,,و
111,SUB,وكاتحاد,كاتحاد
112,OK,العاقل,العاقل
113,OK,بالمعقول,بالمعقول
114,SUB,وكاثبات,و
115,SUB,المعاد,كاثباتالمعاد
116,SUB,الجسماني,الجسمانى
117,OK,وبقاء,وبقاء
118,OK,اكثر,اكثر
119,OK,النفوس,النفوس
120,SUB,وهي,وهى
121,OK,الناقصة,الناقصة
122,OK,والمتوسطة,والمتوسطة
123,SUB,في,فى
124,SUB,الكمال,الكم
125,INS,,الو
126,SUB,وغير,عير
127,OK,ذلك,ذلك
128,OK,من,من
129,OK,المطالب,المطالب
130,OK,الشريفة,الشريفة
131,SUB,التي,التى
132,OK,من,من
133,SUB,اوتيها,اوتيه
134,SUB,فقد,افقداونى
135,DEL,اوتي,
136,OK,خيرا,خيرا
137,OK,كثيرا,كثيرا
138,OK,اما,اما
139,OK,الايات,الايات
140,OK,الدالة,الدالة
141,OK,على,على
142,OK,بقاء,بقاء
143,OK,النفوس,النفوس
144,OK,بعد,بعد
145,OK,خراب,خراب
146,OK,هذا,هذا
147,OK,البدن,البدن
148,SUB,الطبيعي,الطبيعى
149,OK,فكثيرة,فكثيرة
150,OK,منها,منها
151,OK,قوله,قوله
152,OK,تعالى,تعالى
153,OK,ولا,ولا
154,SUB,تحسبن,نحسبن
155,OK,الذين,الذين
156,OK,قتلوا,قتلوا
157,SUB,في,فى
158,OK,سبيل,سبيل
159,OK,الله,الله
160,OK,امواتا,امواتا
161,OK,بل,بل
162,OK,احياء,احياء
163,OK,عند,عند
164,OK,ربهم,ربهم
165,SUB,يرزقون,يرزفون
166,OK,فرحين,فرحين
167,OK,بما,بما
168,SUB,اتاهم,اتيهم
169,OK,الله,الله
170,OK,من,من
171,OK,فضله,فضله
172,OK,وكان,وكان
173,OK,المراد,المراد
174,OK,من,من
175,OK,هذه,هذه
176,SUB,الحياة,الحيوة
177,SUB,هي,هى
178,SUB,الحياة,الحيوة
179,OK,العقلية,العقلية
180,OK,المختصة,المختصة
181,OK,بالكاملين,بالكاملين
182,SUB,في,فى
183,OK,العلم,العلم
184,SUB,فانهم,فان
185,INS,,هم
186,OK,الاحياء,الاحياء
187,SUB,حياة,حيوة
188,OK,عقلية,عقلية
189,OK,الساكنون,الساكنون
190,SUB,في,فى
191,OK,حظيرة,حظيرة
192,OK,القدس,القدس
193,SUB,عند,عن
194,SUB,ربهم,دربهم
195,SUB,المرزوقون,المرزوق
196,INS,,ون
197,OK,بالارزاق,بالارزاق
198,OK,المعنوية,المعنوية
199,OK,والانوار,والانوار
200,OK,العقلية,العقلية
201,OK,ويكون,ويكون
202,OK,فرحهم,فرحهم
203,SUB,اي,اى
204,OK,ابتهاجهم,ابتهاجهم
205,OK,ولذتهم,ولذتهم
206,OK,العقلية,العقلية
207,OK,بالحكمة,بالحكمة
208,OK,لا,لا
209,OK,بغيرها,بغيرها
210,OK,من,من
211,OK,اللذات,اللذات
212,OK,الحسية,الحسية
213,OK,والخيالية,والخيالية
214,OK,وقد,وقد
215,OK,وقع,وقع
216,OK,التعبير,التعبير
217,OK,عن,عن
218,OK,الحكمة,الحكمة
219,OK,بما,بما
220,SUB,اتاهم,ان
221,SUB,الله,اهمالله
222,INS,,هم
223,DEL,من,
224,SUB,فضله,نفضله
225,OK,على,على
226,OK,وفاق,وفاق
227,SUB,قوله,قولهمن
228,DEL,من,
229,OK,يؤت,يؤت
230,OK,الحكمة,الحكمة
231,OK,فقد,فقد
232,SUB,اوتي,اوي
233,OK,خيرا,خيرا
234,OK,كثيرا,كثيرا
235,INS,,و
236,SUB,وقوله,قوله
237,SUB,في,فى
238,OK,سورة,سورة
239,OK,الجمعة,الجمعة
240,OK,بعد,بعد
241,OK,ذكر,ذكر
242,OK,تعليم,تعليم
243,OK,الكتاب,الكتاب
244,OK,والحكمة,والحكمة
245,OK,ذلك,ذلك
246,OK,فضل,فضل
247,OK,الله,الله
248,OK,يؤتيه,يؤتيه
249,OK,من,من
250,OK,يشاء,يشاء
251,OK,والله,والله
252,OK,ذو,ذو
253,OK,الفضل,الفضل
254,OK,العظيم,العظيم
255,OK,فعلم,فعلم
256,OK,ان,ان
257,OK,المراد,المراد
258,OK,هاهنا,هاهنا
259,OK,بما,بما
260,SUB,اتاهم,اناهم
261,OK,الله,الله
262,OK,من,من
263,OK,فضله,فضله
264,OK,هو,هو
265,OK,بعينه,بعينه
266,OK,المذكور,المذكور
267,OK,في,في
268,OK,تينك,تينك
269,OK,الايتين,الايتين
270,OK,ومنها,ومنها
271,OK,قوله,قوله
272,OK,ولا,ولا
273,SUB,تقولوا,نقولوا
274,OK,لمن,لمن
275,OK,يقتل,يقتل
276,SUB,في,فى
277,OK,سبيل,سبيل
278,OK,الله,الله
279,SUB,اموات,امواتا
280,OK,بل,بل
281,OK,احياء,احياء
282,OK,ولكن,ولكن
283,OK,لا,لا
284,SUB,تشعرون,نشعر
285,INS,,ون
286,OK,وقوله,وقوله
287,OK,الى,الى
288,OK,ربك,ربك
289,OK,يومئذ,يومئذ
290,OK,المستقر,المستقر
291,OK,وقوله,وقوله
292,OK,الى,الى
293,OK,ربك,ربك
294,OK,يومئذ,يومئذ
295,OK,المساق,المساق
296,OK,وقوله,وقوله
297,OK,الى,الى
298,OK,ربك,ربك
299,INS,,الى
300,INS,,ربك
