,operation,one,two
0,INS,,ه
1,INS,,م
2,SUB,جلاء,ل
3,INS,,ر
4,SUB,الحقيقة,المققة
5,SUB,انتهت,درت
6,SUB,مهمتي,مهمى
7,SUB,اي,اى
8,SUB,نعم,نه
9,OK,انتهت,انتهت
10,SUB,المهمة,المومة
11,INS,,و
12,SUB,وبطلت,بطلت
13,OK,الرقابة,الرقابة
14,SUB,واستراح,واسر
15,INS,,اح
16,OK,الرقيب,الرقيب
17,INS,,وكان
18,INS,,امين
19,OK,موفقا,موفقا
20,SUB,في,فى
21,OK,هذه,هذه
22,OK,المرة,المرة
23,OK,كل,كل
24,OK,التوفيق,التوفيق
25,OK,لانه,لانه
26,SUB,زود,زودهم
27,SUB,هماما,اما
28,SUB,بالحجة,اجة
29,OK,القاطعة,القاطعة
30,SUB,التي,التى
31,DEL,امين,
32,DEL,وكان,
33,OK,يواجه,يواجه
34,SUB,بها,به
35,SUB,غوايته,اغراته
36,OK,ويقمع,ويقمع
37,DEL,بها,
38,SUB,نكسات,بانكسات
39,OK,ضعفه,ضعفه
40,SUB,كلما,كالماس
41,SUB,ساوره,اوره
42,OK,الندم,الندم
43,OK,وعزت,وعزت
44,SUB,عليه,عليها
45,SUB,السلوى,لساوى
46,OK,ولم,ولم
47,OK,تات,تات
48,OK,هذه,هذه
49,OK,الحجة,الحجة
50,SUB,الا,الان
51,DEL,بعد,
52,SUB,استئناف,عداستانافا
53,SUB,الرقابة,لرقابة
54,SUB,بزمن,زمن
55,OK,غير,غير
56,SUB,قصير,فصير
57,OK,وجهد,وجهد
58,OK,غير,غير
59,OK,قليل,قليل
60,OK,ولكن,ولكن
61,OK,علام,علام
62,SUB,الرقابة,الرقاية
63,OK,بعد,بعد
64,OK,القطيعة,القطيعة
65,OK,الم,الم
66,SUB,ينحسم,ينحىك
67,INS,,لى
68,DEL,كل,
69,OK,ما,ما
70,OK,بين,بين
71,OK,ذلك,ذلك
72,DEL,الرجل,
73,SUB,وتلك,الجلوتلك
74,OK,المراة,المراة
75,OK,من,من
76,OK,علاقة,علاقة
77,OK,الم,الم
78,SUB,يقصرهمام,يقصرهما
79,INS,,م
80,OK,عن,عن
81,OK,ذكر,ذكر
82,OK,سارة,سارة
83,SUB,ووفاء,فاء
84,SUB,سارة,سار
85,INS,,هو
86,SUB,وخداع,خداع
87,OK,سارة,سارة
88,OK,الم,الم
89,OK,يعول,يعول
90,INS,,لا
91,DEL,كل,
92,SUB,التعويل,لتعويل
93,SUB,على,ع
94,SUB,ان,لان
95,OK,يظن,يظن
96,OK,اسوا,اسوا
97,OK,الظنون,الظنون
98,INS,,و
99,SUB,ويفرض,يفرض
100,OK,اشنع,اشنع
101,OK,الفروض,الفروض
102,OK,ويوطن,ويوطن
103,SUB,عزيمته,عزمته
104,SUB,على,ع
105,SUB,خيانتها,لخيانته
106,SUB,ولا,اولا
107,SUB,يغالط,يغالطوه
108,SUB,وهمه,مهفى
109,DEL,في,
110,SUB,شانها,شامها
111,OK,ولو,ولو
112,OK,تفتحت,تفتحت
113,SUB,له,بوبلهاا
114,DEL,ابواب,
115,OK,المغالطة,المغالطة
116,SUB,بلى,يلك
117,SUB,كان,ان
118,OK,ذلك,ذلك
119,OK,غير,غير
120,SUB,انها,امها
121,OK,كانت,كانت
122,SUB,احلاما,احلاءها
123,OK,ولم,ولم
124,OK,تصح,تصح
125,OK,الاحلام,الاحلام
126,OK,الا,الا
127,OK,بضعة,بضعة
128,SUB,ايام,اا
129,OK,وقد,وقد
130,SUB,صحت,بحت
131,OK,الاحلام,الاحلام
132,OK,في,في
133,SUB,الايام,الانام
134,OK,الاولى,الاولى
135,OK,بعد,بعد
136,OK,القطيعة,القطيعة
