,operation,one,two
0,SUB,سرير,سرر
1,OK,شيخ,شيخ
2,SUB,محتضر,مختضيتا
3,SUB,يتابع,بع
4,SUB,التدخين,التدخن
5,OK,ولا,ولا
6,SUB,يلقي,يلى
7,SUB,بلفيفة,لفف
8,INS,,ة
9,OK,الا,الا
10,OK,اوما,اوما
11,OK,الى,الى
12,OK,من,من
13,OK,حوله,حوله
14,OK,في,في
15,SUB,طلب,ط
16,SUB,لفيفة,للفيفةاخرى
17,DEL,اخرى,
18,OK,وما,وما
19,OK,كان,كان
20,OK,الشيخ,الشيخ
21,OK,يصنع,يصنع
22,SUB,ذلك,ذاك
23,OK,قبل,قبل
24,OK,ان,ان
25,OK,يثقل,يثقل
26,SUB,عليه,عليها
27,SUB,السقام,سقام
28,SUB,ويتدانى,ويتدان
29,OK,منه,منه
30,SUB,شبح,شسحاش
31,SUB,الحمام,ام
32,SUB,ولكنه,ولسكنه
33,OK,كان,كان
34,SUB,يدخن,بدخن
35,OK,مرة,مرة
36,OK,فدخل,فدخل
37,OK,عليه,عليه
38,SUB,همام,هما
39,OK,عائدا,عائدا
40,SUB,واستبشر,واستدشر
41,SUB,قائلا,قابلا
42,OK,بركة,بركة
43,DEL,يا,
44,SUB,عماه,باحماهان
45,DEL,ان,
46,SUB,الذي,الذى
47,SUB,يتطعم,يتم
48,SUB,الدخان,االدخاني
49,SUB,يتطعم,تطع
50,OK,العافية,العافية
51,OK,واراك,واراك
52,SUB,تتقدم,تت
53,INS,,قد
54,SUB,الى,ال
55,OK,الشفاء,الشفاء
56,OK,ان,ان
57,OK,شاء,شاء
58,SUB,لله,الته
59,DEL,القطيعة,
60,OK,ومن,ومن
61,SUB,تلك,لك
62,OK,الساعة,الساعة
63,OK,لم,لم
64,OK,تعد,تعد
65,SUB,للشيخ,للش
66,INS,,يخ
67,INS,,من
68,OK,وسيلة,وسيلة
69,SUB,يحاذر,ح
70,SUB,بها,اذربه
71,INS,,او
72,SUB,وهم,ه
73,OK,الموت,الموت
74,OK,غير,غير
75,OK,التدخين,التدخين
76,SUB,كلما,كلا
77,OK,شارف,شارف
78,OK,اليقين,اليقين
79,SUB,فهو,في
80,SUB,يتبع,وب
81,INS,,لبي
82,SUB,اللفيفة,اللففة
83,SUB,باختها,اختها
84,SUB,ليقنع,لمقنع
85,OK,نفسه,نفسه
86,OK,بانه,بانه
87,SUB,يشتهيها,يشتهيا
88,OK,وانه,وانه
89,OK,ما,ما
90,OK,دام,دام
91,SUB,يشتهيها,يشتهافي
92,DEL,فهو,
93,SUB,على,وعل
94,OK,رجاء,رجاء
95,OK,في,في
96,OK,العافية,العافية
97,OK,والبقاء,والبقاء
98,SUB,لقد,اقدك
99,SUB,كان,ان
100,SUB,يدخن,دخن
101,OK,ويبالغ,ويبالغ
102,OK,في,في
103,OK,طلب,طلب
104,SUB,التبغ,التمغ
105,OK,خوفا,خوفا
106,DEL,من,
107,SUB,خيال,مرخيا
108,SUB,الموت,لالوت
109,INS,,لا
110,SUB,لاسرورا,سرورا
111,SUB,بموالاة,الا
112,INS,,ة
113,OK,التدخين,التدخين
114,OK,وما,وما
115,OK,اقرب,اقرب
116,OK,هذه,هذه
117,SUB,الصورة,الص
118,INS,,د
119,INS,,درة
120,OK,الفاجعة,الفاجعة
121,OK,مما,مما
122,OK,كانت,كانت
123,SUB,فيه,فم
124,INS,,ه
125,OK,سارة,سارة
126,SUB,وهمام,وهما
127,INS,,ب
128,OK,لقد,لقد
129,SUB,كانا,نانا
130,SUB,يحرقان,يحرقا
131,INS,,ن
132,OK,من,من
133,OK,لفائف,لفائف
134,SUB,الحب,الكب
135,OK,اضعاف,اضعاف
136,OK,ما,ما
137,OK,احرقا,احرقا
138,OK,في,في
139,OK,عنفوانه,عنفوانه
140,OK,وانطلاق,وانطلاق
141,OK,طوفانه,طوفانه
142,OK,ولكنهما,ولكنهما
143,OK,يفرطان,يفرطان
144,OK,في,في
145,SUB,الحب,الح
146,INS,,ب
147,SUB,ويتكلفان,وتكلف
148,INS,,ان
149,OK,الافراط,الافراط
150,SUB,لشعورهما,لشعورهم
151,INS,,ان
152,SUB,بقنوطه,وطهل
153,DEL,لا,
154,SUB,لشعورهما,الشعور
155,SUB,برجائه,ارجائه
156,SUB,ولاقبالهما,ولاقاهما
157,SUB,على,عل
158,OK,شتائه,شتائه
159,OK,الاجدب,الاجدب
160,OK,لا,لا
161,SUB,لاقبالهما,لاقاهما
162,SUB,على,عل
163,SUB,ربيع,ريع
164,OK,بهجته,بهجته
165,SUB,وروائه,وروايه
166,SUB,وكانا,ركان
167,INS,,اف
168,DEL,في,
169,OK,عنفوان,عنفوان
170,SUB,الهوى,الوى
171,SUB,يتشاجران,يشاجران
172,OK,ولا,ولا
173,SUB,يباليان,ينالان
174,SUB,الشجار,الش
175,INS,,جار
176,SUB,ويتغاضبان,تتفاضبان
177,OK,ولا,ولا
178,SUB,يجفلان,فلان
179,OK,من,من
180,OK,الغضب,الغضب
181,INS,,وب
182,SUB,ويختلفان,ختلفان
183,INS,,و
184,SUB,ويلحان,يلحان
185,DEL,في,
186,SUB,الخلاف,فالخلاف
187,OK,ولا,ولا
188,OK,يتحرزان,يتحرزان
189,OK,من,من
190,SUB,الخلاف,الل
191,INS,,فلا
192,INS,,فو
193,SUB,والالحاح,الالحاح
194,SUB,جسم,جمر
195,DEL,فتي,
196,SUB,قوي,فيقوى
197,INS,,فـ
198,SUB,فماذا,اذا
199,OK,تضيره,تضيره
