,operation,one,two
0,OK,المسز,المسز
1,OK,فولرتون,فولرتون
2,OK,بالطبع,بالطبع
3,SUB,ساؤيدك,ساؤ
4,INS,,يدك
5,OK,بكل,بكل
6,OK,ما,ما
7,SUB,في,ف
8,SUB,وسعي,ومى
9,SUB,ولكن,دلهن
10,OK,لا,لا
11,OK,استطيع,استطيع
12,OK,ان,ان
13,SUB,اخترع,اخرع
14,SUB,شيئا,شية
15,SUB,كلير,ككير
16,OK,الا,الا
17,SUB,تدعينني,تدعمنن
18,OK,اجيء,اجيء
19,OK,اليك,اليك
20,OK,قليلا,قليلا
21,SUB,حتى,حى
22,OK,اجد,اجد
23,SUB,قدمي,قدى
24,OK,المسز,المسز
25,SUB,فولرتون,فولربون
26,OK,تفاجا,تفاجا
27,OK,فلا,فلا
28,OK,يسعها,يسعها
29,OK,الا,الا
30,OK,ان,ان
31,OK,تنظر,تنظر
32,OK,الى,الى
33,OK,ناحية,ناحية
34,OK,المستر,المستر
35,SUB,فولرتون,فوار
36,INS,,نود
37,SUB,الذي,الذى
38,SUB,يحدق,عدق
39,SUB,في,فى
40,OK,وجه,وجه
41,OK,كلير,كلير
42,OK,وهو,وهو
43,SUB,يحادث,يجادث
44,OK,اخاها,اخاها
45,OK,المسز,المسز
46,OK,فولرتون,فولرتون
47,OK,بالطبع,بالطبع
48,OK,والمسالة,والمسالة
49,OK,الوحيدة,الوحيدة
50,SUB,هي,هى
51,SUB,كلير,كاير
52,OK,بابتسام,بابتسام
53,OK,خفيف,خفيف
54,OK,حسن,حسن
55,OK,جدا,جدا
56,SUB,يا,يادول
57,DEL,دولي,
58,SUB,لن,ان
59,SUB,اجيء,اجى
60,SUB,المسز,المسزفولر
61,SUB,فولرتون,توذ
62,SUB,لا,لانقدبى
63,DEL,تقدمي,
64,SUB,على,لثى
65,DEL,شيء,
66,SUB,فيه,فمه
67,SUB,مجازفة,عوا
68,INS,,وز
69,SUB,فانك,تظنك
70,SUB,شديدة,شدددة
71,SUB,المجازفة,المجازوة
72,SUB,احيانا,اياا
73,SUB,وينبغي,ويدبشى
74,OK,ان,ان
75,INS,,تح
76,SUB,تتفاهمي,فامسى
77,OK,لا,لا
78,OK,ان,ان
79,SUB,تتركي,تفك
80,SUB,اثارا,اثا
81,OK,كلير,كلير
82,OK,اساوم,اساوم
83,SUB,تهز,تتهز
84,OK,راسها,راسها
85,SUB,اتفاهم,اتفام
86,SUB,على,معلى
87,OK,اي,اي
88,SUB,شيء,مىء
89,INS,,٤
90,OK,ان,ان
91,SUB,الذي,الذى
92,DEL,لا,
93,SUB,يزال,لازال
94,OK,يطلبه,يطلبه
95,SUB,مني,مى
96,SUB,هو,هر
97,SUB,تماما,تعاما
98,SUB,ما,ماا
99,SUB,اكره,كره
100,OK,ان,ان
101,OK,اعطيه,اعطيه
